tourney_id,tourney_name,tourney_date,round,surface,winner_name,loser_name,winner_name_norm,loser_name_norm,winner_elo_pre,loser_elo_pre,winner_elo_post,loser_elo_post,k_used,exp_winner,exp_loser
2007-560,US Open,2007-08-27,R32,Hard,Tommy Haas,Sebastien Grosjean,tommy haas,sebastien grosjean,1762.3556687467542,1684.8547791839137,1774.8446624242345,1672.3657855064334,32.0,0.6097189475787383,0.39028105242126165
2007-560,US Open,2007-08-27,R32,Hard,James Blake,Stefan Koubek,james blake,stefan koubek,1694.3066274256664,1474.077472114466,1701.3352422641221,1467.0488572760103,32.0,0.7803557862982606,0.21964421370173937
2007-560,US Open,2007-08-27,R32,Hard,Ernests Gulbis,Tommy Robredo,ernests gulbis,tommy robredo,1523.3251164404103,1726.2394682199551,1547.7345815179656,1701.8300031423998,32.0,0.23720421632639996,0.7627957836736
2007-560,US Open,2007-08-27,R32,Hard,Carlos Moya,Philipp Kohlschreiber,carlos moya,philipp kohlschreiber,1653.1569151601457,1522.5863496915154,1663.4118723761371,1512.331392475524,32.0,0.679532587000269,0.320467412999731
2007-560,US Open,2007-08-27,R32,Hard,Juan Monaco,Agustin Calleri,juan monaco,agustin calleri,1512.5652765958257,1452.6811171407605,1525.8344978418409,1439.4118958947454,32.0,0.5853368360620297,0.4146631639379703
2007-560,US Open,2007-08-27,R32,Hard,Novak Djokovic,Juan Martin del Potro,novak djokovic,juan martin del potro,1773.1856372757215,1523.8346029298932,1779.338015246862,1517.6822249587528,32.0,0.8077381884018644,0.1922618115981356
2007-560,US Open,2007-08-27,R32,Hard,Stan Wawrinka,Robby Ginepri,stan wawrinka,robby ginepri,1585.5135624467955,1574.0638512948976,1600.9864745591228,1558.5909391825703,32.0,0.5164714964897735,0.48352850351022647
2007-560,US Open,2007-08-27,R32,Hard,Juan Ignacio Chela,Ivan Ljubicic,juan ignacio chela,ivan ljubicic,1577.769483458158,1600.6146496684748,1594.8200286509375,1583.5641044756953,32.0,0.4671704627256408,0.5328295372743592
2007-560,US Open,2007-08-27,R32,Hard,David Ferrer,David Nalbandian,david ferrer,david nalbandian,1640.749027402025,1791.0286114515754,1663.2680889417647,1768.5095499118356,32.0,0.29627932688313363,0.7037206731168664
2007-560,US Open,2007-08-27,R32,Hard,Rafael Nadal,Jo-Wilfried Tsonga,rafael nadal,jo-wilfried tsonga,1918.8067930964376,1562.338811549365,1922.4500247121402,1558.6955799336622,32.0,0.8861490120092896,0.11385098799071036
2007-560,US Open,2007-08-27,R16,Hard,Roger Federer,Feliciano Lopez,roger federer,feliciano lopez,2098.7877342802567,1623.2954374363792,2100.733855080088,1621.349316636548,32.0,0.9391837250052767,0.06081627499472331
2007-560,US Open,2007-08-27,R16,Hard,Andy Roddick,Tomas Berdych,andy roddick,tomas berdych,1817.464608602898,1719.1701677710919,1829.0550080386238,1707.579768335366,32.0,0.6378000176335692,0.3621999823664308
2007-560,US Open,2007-08-27,R16,Hard,Nikolay Davydenko,Hyung Taik Lee,nikolay davydenko,hyung taik lee,1792.8062417369827,1568.6478171583847,1799.711584075871,1561.7424748194962,32.0,0.784208051909737,0.21579194809026303
2007-560,US Open,2007-08-27,R16,Hard,Tommy Haas,James Blake,tommy haas,james blake,1774.8446624242345,1701.3352422641221,1787.509053326182,1688.6708513621745,32.0,0.6042377843141389,0.3957622156858611
2007-560,US Open,2007-08-27,R16,Hard,Carlos Moya,Ernests Gulbis,carlos moya,ernests gulbis,1663.4118723761371,1547.7345815179656,1674.2732258805331,1536.8732280135696,32.0,0.660582702987627,0.339417297012373
2007-560,US Open,2007-08-27,R16,Hard,Novak Djokovic,Juan Monaco,novak djokovic,juan monaco,1779.338015246862,1525.8344978418409,1785.3724769670507,1519.800036121652,32.0,0.8114230712441001,0.18857692875589993
2007-560,US Open,2007-08-27,R16,Hard,Juan Ignacio Chela,Stan Wawrinka,juan ignacio chela,stan wawrinka,1594.8200286509375,1600.9864745591228,1611.1039741650488,1584.7025290450115,32.0,0.49112670268402325,0.5088732973159767
2007-560,US Open,2007-08-27,R16,Hard,David Ferrer,Rafael Nadal,david ferrer,rafael nadal,1663.2680889417647,1922.4500247121402,1689.3920552688521,1896.3260583850529,32.0,0.18362605227852258,0.8163739477214774
2007-560,US Open,2007-08-27,QF,Hard,Roger Federer,Andy Roddick,roger federer,andy roddick,2100.733855080088,1829.0550080386238,2106.2726206384177,1823.5162424802938,32.0,0.8269135763021901,0.1730864236978099
2007-560,US Open,2007-08-27,QF,Hard,Nikolay Davydenko,Tommy Haas,nikolay davydenko,tommy haas,1799.711584075871,1787.509053326182,1815.1498677143225,1772.0707696877307,32.0,0.5175536362983928,0.4824463637016072
2007-560,US Open,2007-08-27,QF,Hard,Novak Djokovic,Carlos Moya,novak djokovic,carlos moya,1785.3724769670507,1674.2732258805331,1796.4237033566187,1663.2219994909651,32.0,0.6546491753259974,0.3453508246740026
2007-560,US Open,2007-08-27,QF,Hard,David Ferrer,Juan Ignacio Chela,david ferrer,juan ignacio chela,1689.3920552688521,1611.1039741650488,1701.8465602610431,1598.6494691728578,32.0,0.6107967189940285,0.38920328100597146
2007-560,US Open,2007-08-27,SF,Hard,Roger Federer,Nikolay Davydenko,roger federer,nikolay davydenko,2106.2726206384177,1815.1498677143225,2111.3173396482025,1810.105148704538,32.0,0.8423525309442313,0.15764746905576865
2007-560,US Open,2007-08-27,SF,Hard,Novak Djokovic,David Ferrer,novak djokovic,david ferrer,1796.4237033566187,1701.8465602610431,1808.1727497891652,1690.0975138284966,32.0,0.6328422989829213,0.3671577010170787
2007-560,US Open,2007-08-27,F,Hard,Roger Federer,Novak Djokovic,roger federer,novak djokovic,2111.3173396482025,1808.1727497891652,2116.0749020199114,1803.415187417456,32.0,0.8513261758840918,0.14867382411590824
2008-580,Australian Open,2008-01-14,R128,Hard,Roger Federer,Diego Hartfield,roger federer,diego hartfield,2116.0749020199114,1471.7510160163945,2116.8401949862355,1470.9857230500706,32.0,0.9760845948023792,0.02391540519762081
2008-580,Australian Open,2008-01-14,R128,Hard,Fabrice Santoro,John Isner,fabrice santoro,john isner,1568.2678156013571,1535.9853069406345,1582.785414777122,1521.4677077648696,32.0,0.5463250257573462,0.4536749742426538
2008-580,Australian Open,2008-01-14,R128,Hard,Janko Tipsarevic,Joseph Sirianni,janko tipsarevic,joseph sirianni,1552.5319531461146,1490.7509809025707,1565.7164472290474,1477.566486819638,32.0,0.5879845599083479,0.41201544009165214
2008-580,Australian Open,2008-01-14,R128,Hard,Fernando Verdasco,Thierry Ascione,fernando verdasco,thierry ascione,1638.4212176310334,1406.0722361906285,1645.0746616040692,1399.4187922175927,32.0,0.7920798758426301,0.20792012415736993
2008-580,Australian Open,2008-01-14,R128,Hard,Juan Monaco,Carlos Berlocq,juan monaco,carlos berlocq,1519.800036121652,1429.0590838948592,1531.7137516942626,1417.1453683222487,32.0,0.6276963883559186,0.37230361164408143
2008-580,Australian Open,2008-01-14,R128,Hard,Amer Delic,Robert Kendrick,amer delic,robert kendrick,1490.967174704092,1433.0721560321294,1504.325416922837,1419.7139138133846,32.0,0.5825549306642203,0.41744506933577974
2008-580,Australian Open,2008-01-14,R128,Hard,Oscar Hernandez,Ivo Minar,oscar hernandez,ivo minar,1427.0999512265796,1455.0595652729046,1444.3847667010148,1437.7747497984694,32.0,0.4598495164239043,0.5401504835760957
2008-580,Australian Open,2008-01-14,R128,Hard,Tomas Berdych,Werner Eschauer,tomas berdych,werner eschauer,1707.579768335366,1469.1483983991675,1714.0505778924446,1462.6775888420889,32.0,0.7977872013412951,0.2022127986587049
2008-580,Australian Open,2008-01-14,R128,Hard,James Blake,Nicolas Massu,james blake,nicolas massu,1688.6708513621745,1494.418443618905,1696.5538614505147,1486.535433530565,32.0,0.753655934739368,0.24634406526063202
2008-580,Australian Open,2008-01-14,R128,Hard,Michael Russell,Fabio Fognini,michael russell,fabio fognini,1409.9528908950592,1481.6479222510611,1429.208489422814,1462.3923237233064,32.0,0.3982625460076643,0.6017374539923357
2008-580,Australian Open,2008-01-14,R128,Hard,Sebastien Grosjean,Filippo Volandri,sebastien grosjean,filippo volandri,1672.3657855064334,1444.427318154741,1679.1540231342824,1437.639080526892,32.0,0.787867574129721,0.21213242587027903
2008-580,Australian Open,2008-01-14,R128,Hard,Robin Haase,Ivan Ljubicic,robin haase,ivan ljubicic,1494.095028598942,1583.5641044756953,1514.1265103548367,1563.5326227198007,32.0,0.3740161951282899,0.6259838048717101
2008-580,Australian Open,2008-01-14,R128,Hard,Marin Cilic,Nicolas Almagro,marin cilic,nicolas almagro,1448.9422722304732,1462.6422255588964,1465.5728516109236,1446.011646178446,32.0,0.48029439436092464,0.5197056056390754
2008-580,Australian Open,2008-01-14,R128,Hard,Jurgen Melzer,Jiri Vanek,jurgen melzer,jiri vanek,1489.4861925429414,1354.1929475948302,1499.5526342165,1344.1265059212715,32.0,0.6854236977012909,0.31457630229870914
2008-580,Australian Open,2008-01-14,R128,Hard,Hyung Taik Lee,Chris Guccione,hyung taik lee,chris guccione,1561.7424748194962,1440.451221482204,1572.3731797280286,1429.8205165736715,32.0,0.6677904716083624,0.33220952839163764
2008-580,Australian Open,2008-01-14,R128,Hard,Fernando Gonzalez,Konstantinos Economidis,fernando gonzalez,konstantinos economidis,1678.478207859544,1479.9616319381432,1686.2162947655877,1472.2235450320995,32.0,0.7581847841861336,0.24181521581386645
2008-580,Australian Open,2008-01-14,R128,Hard,Novak Djokovic,Benjamin Becker,novak djokovic,benjamin becker,1803.415187417456,1503.3950851078841,1808.2460586016048,1498.5642139237355,32.0,0.8490352754953523,0.1509647245046477
2008-580,Australian Open,2008-01-14,R128,Hard,Simone Bolelli,Rajeev Ram,simone bolelli,rajeev ram,1522.491045183647,1469.85565228569,1536.0854713408678,1456.2612261284692,32.0,0.57517418258685,0.42482581741314995
2008-580,Australian Open,2008-01-14,R128,Hard,Sam Querrey,Olivier Rochus,sam querrey,olivier rochus,1471.7604065676728,1538.636307226728,1490.8026758441038,1519.594037950297,32.0,0.404929085111534,0.595070914888466
2008-580,Australian Open,2008-01-14,R128,Hard,Dmitry Tursunov,Xavier Malisse,dmitry tursunov,xavier malisse,1617.296413830179,1605.9185256805865,1632.772629946937,1590.4423095638285,32.0,0.51636824635131,0.48363175364869004
2008-580,Australian Open,2008-01-14,R128,Hard,Lleyton Hewitt,Steve Darcis,lleyton hewitt,steve darcis,1794.975396879899,1493.859313673553,1799.7804482477827,1489.0542623056695,32.0,0.8498421447536394,0.1501578552463606
2008-580,Australian Open,2008-01-14,R128,Hard,Denis Istomin,Lukas Lacko,denis istomin,lukas lacko,1498.2973663801984,1484.0,1513.6393197331163,1468.658046647082,32.0,0.5205639577213174,0.47943604227868264
2008-580,Australian Open,2008-01-14,R128,Hard,Marat Safin,Ernests Gulbis,marat safin,ernests gulbis,1734.1330916599402,1536.8732280135696,1741.9137002291332,1529.0926194443766,32.0,0.756855982212719,0.243144017787281
2008-580,Australian Open,2008-01-14,R128,Hard,Marcos Baghdatis,Thomas Johansson,marcos baghdatis,thomas johansson,1693.2262074731327,1596.3006248842557,1704.8749200829259,1584.6519122744626,32.0,0.6359777309439621,0.36402226905603785
2008-580,Australian Open,2008-01-14,R128,Hard,David Nalbandian,Robert Smeets,david nalbandian,robert smeets,1768.5095499118356,1506.5900586645491,1774.3103653307896,1500.7892432455951,32.0,0.8187245181576885,0.18127548184231146
2008-580,Australian Open,2008-01-14,R128,Hard,Peter Luczak,Mariano Zabaleta,peter luczak,mariano zabaleta,1451.00072200744,1436.562239644136,1466.336187830375,1421.226773821201,32.0,0.520766693033278,0.47923330696672195
2008-580,Australian Open,2008-01-14,R128,Hard,Alun Jones,Albert Montanes,alun jones,albert montanes,1458.0907472984284,1444.0787918413969,1473.445822517897,1428.7237166219281,32.0,0.5201538993915993,0.4798461006084007
2008-580,Australian Open,2008-01-14,R128,Hard,Juan Carlos Ferrero,Nicolas Kiefer,juan carlos ferrero,nicolas kiefer,1689.3790686426007,1681.9409951845817,1705.0365850224898,1666.2834788046925,32.0,0.5107026131284641,0.4892973868715359
2008-580,Australian Open,2008-01-14,R128,Hard,Vincent Spadea,Radek Stepanek,vincent spadea,radek stepanek,1472.3280543957915,1595.7686232136002,1493.7849994961462,1574.3116781132455,32.0,0.32947046561391824,0.6705295343860818
2008-580,Australian Open,2008-01-14,R128,Hard,Denis Gremelmayr,Sergio Roitman,denis gremelmayr,sergio roitman,1522.48467426966,1450.8314950857082,1535.2309233541444,1438.0852460012238,32.0,0.6016797161098635,0.3983202838901365
2008-580,Australian Open,2008-01-14,R128,Hard,Juan Martin del Potro,Santiago Ventura,juan martin del potro,santiago ventura,1517.6822249587528,1478.7390424390696,1531.896298097682,1464.5249693001406,32.0,0.5558102144084673,0.44418978559153266
2008-580,Australian Open,2008-01-14,R128,Hard,David Ferrer,Edouard Roger-Vasselin,david ferrer,edouard roger-vasselin,1690.0975138284966,1500.0,1698.1234800599455,1491.9740337685512,32.0,0.749188555267227,0.25081144473277295
2008-580,Australian Open,2008-01-14,R128,Hard,Richard Gasquet,Nick Lindahl,richard gasquet,nick lindahl,1628.2445616862794,1500.0,1638.5930484838664,1489.651513202413,32.0,0.6766097875754059,0.3233902124245941
2008-580,Australian Open,2008-01-14,R128,Hard,Feliciano Lopez,Wayne Odesnik,feliciano lopez,wayne odesnik,1621.349316636548,1468.2583370754116,1630.7226357527504,1458.8850179592093,32.0,0.7070837776186758,0.2929162223813242
2008-580,Australian Open,2008-01-14,R128,Hard,Kristof Vliegen,Olivier Patience,kristof vliegen,olivier patience,1460.2709718605238,1467.1266714529863,1476.5866475244259,1450.8109957890842,32.0,0.49013513550306287,0.5098648644969371
2008-580,Australian Open,2008-01-14,R128,Hard,Igor Andreev,Andrei Pavel,igor andreev,andrei pavel,1581.8210715279404,1542.9872598779982,1596.040118803136,1528.7682126028026,32.0,0.5556547726501351,0.4443452273498649
2008-580,Australian Open,2008-01-14,R128,Hard,Guillermo Garcia Lopez,Juan Ignacio Chela,guillermo garcia lopez,juan ignacio chela,1451.232865371529,1598.6494691728578,1473.6416012860516,1576.2407332583352,32.0,0.29972700267116587,0.7002729973288342
2008-580,Australian Open,2008-01-14,R128,Hard,Alejandro Falla,Kevin Anderson,alejandro falla,kevin anderson,1525.880594729613,1500.0,1540.6909488568772,1485.1896458727358,32.0,0.537176433522992,0.46282356647700795
2008-580,Australian Open,2008-01-14,R128,Hard,Sam Warburg,Juan Pablo Brzezicki,sam warburg,juan pablo brzezicki,1486.169511779219,1512.5666811445867,1503.3828126459214,1495.3533802778843,32.0,0.4620843479155517,0.5379156520844484
2008-580,Australian Open,2008-01-14,R128,Hard,Jo-Wilfried Tsonga,Andy Murray,jo-wilfried tsonga,andy murray,1558.6955799336622,1621.5058912808418,1577.5569967642828,1602.6444744502212,32.0,0.4105807240431084,0.5894192759568916
2008-580,Australian Open,2008-01-14,R128,Hard,Mikhail Youzhny,Mathieu Montcourt,mikhail youzhny,mathieu montcourt,1708.3663178480767,1516.3143634906678,1716.3248241016,1508.3558572371446,32.0,0.7512966795773985,0.24870332042260146
2008-580,Australian Open,2008-01-14,R128,Hard,Andreas Seppi,Harel Levy,andreas seppi,harel levy,1440.1747715744045,1414.2972078820324,1454.9852645145108,1399.486714941926,32.0,0.5371720956216798,0.4628279043783202
2008-580,Australian Open,2008-01-14,R128,Hard,Dudi Sela,Martin Slanar,dudi sela,martin slanar,1508.042522097479,1500.0,1523.6722164069372,1484.3703056905417,32.0,0.5115720528294323,0.4884279471705677
2008-580,Australian Open,2008-01-14,R128,Hard,Ivo Karlovic,Jamie Baker,ivo karlovic,jamie baker,1449.372139584285,1466.891691539836,1466.178261637698,1450.085569486423,32.0,0.4748086858308455,0.5251913141691544
2008-580,Australian Open,2008-01-14,R128,Hard,Stan Wawrinka,Julien Benneteau,stan wawrinka,julien benneteau,1584.7025290450115,1443.5632450978644,1594.5382374555047,1433.7275366873712,32.0,0.6926341121720877,0.3073658878279123
2008-580,Australian Open,2008-01-14,R128,Hard,Marc Gicquel,Yen Hsun Lu,marc gicquel,yen hsun lu,1513.8477120619739,1423.5926382761013,1525.782351168669,1411.6579991694061,32.0,0.6270425279157746,0.37295747208422536
2008-580,Australian Open,2008-01-14,R128,Hard,Nicolas Mahut,Jose Acasuso,nicolas mahut,jose acasuso,1420.475336016897,1407.7660922397424,1435.8903146287255,1392.351113627914,32.0,0.5182819183803586,0.48171808161964136
2008-580,Australian Open,2008-01-14,R128,Hard,Nikolay Davydenko,Michael Llodra,nikolay davydenko,michael llodra,1810.105148704538,1466.8505685044117,1814.0012490647305,1462.9544681442192,32.0,0.8782468637439824,0.12175313625601758
2008-580,Australian Open,2008-01-14,R128,Hard,Andy Roddick,Lukas Dlouhy,andy roddick,lukas dlouhy,1823.5162424802938,1469.7464730404313,1827.2099203779287,1466.0527951427964,32.0,0.8845725656989076,0.11542743430109237
2008-580,Australian Open,2008-01-14,R128,Hard,Michael Berrer,Donald Young,michael berrer,donald young,1471.2738568493016,1499.156304441606,1488.5551415290734,1481.8750197618342,32.0,0.45995985375713666,0.5400401462428633
2008-580,Australian Open,2008-01-14,R128,Hard,Evgeny Korolev,Marcel Granollers,evgeny korolev,marcel granollers,1474.4460947987682,1486.1111003347482,1490.9830863959826,1469.5741087375338,32.0,0.48321901258704814,0.5167809874129519
2008-580,Australian Open,2008-01-14,R128,Hard,Philipp Kohlschreiber,Roko Karanusic,philipp kohlschreiber,roko karanusic,1512.331392475524,1449.8406510827901,1525.484224036086,1436.687819522228,32.0,0.5889740137324312,0.4110259862675688
2008-580,Australian Open,2008-01-14,R128,Hard,Jarkko Nieminen,Frank Dancevic,jarkko nieminen,frank dancevic,1613.2307490561714,1502.8845228742523,1624.3133570175125,1491.8019149129111,32.0,0.6536685012080903,0.3463314987919097
2008-580,Australian Open,2008-01-14,R128,Hard,Jesse Levine,Martin Vassallo Arguello,jesse levine,martin vassallo arguello,1494.432667887885,1468.2869672212187,1509.23088161999,1453.4887534891136,32.0,0.5375558208717194,0.4624441791282806
2008-580,Australian Open,2008-01-14,R128,Hard,Mardy Fish,Boris Pashanski,mardy fish,boris pashanski,1552.1278071590884,1457.3858850987472,1563.8698017778745,1445.643890479961,32.0,0.633062668162932,0.366937331837068
2008-580,Australian Open,2008-01-14,R128,Hard,Tommy Robredo,Mischa Zverev,tommy robredo,mischa zverev,1701.8300031423998,1496.2808858837495,1709.3330714207511,1488.7778176053982,32.0,0.7655291163015205,0.23447088369847946
2008-580,Australian Open,2008-01-14,R128,Hard,Stefan Koubek,Carlos Moya,stefan koubek,carlos moya,1467.0488572760103,1663.2219994909651,1491.2313511411492,1639.0395056258262,32.0,0.24429706671441057,0.7557029332855895
2008-580,Australian Open,2008-01-14,R128,Hard,Agustin Calleri,Luis Horna,agustin calleri,luis horna,1439.4118958947454,1400.552494134738,1453.6297793123674,1386.334610717116,32.0,0.5556911431993085,0.44430885680069154
2008-580,Australian Open,2008-01-14,R128,Hard,Paul Capdeville,Brydan Klein,paul capdeville,brydan klein,1501.908528052113,1500.0,1517.8206379712944,1484.0878900808186,32.0,0.5027465650255842,0.49725343497441576
2008-580,Australian Open,2008-01-14,R128,Hard,Paul Henri Mathieu,Victor Hanescu,paul henri mathieu,victor hanescu,1565.8536973594173,1503.1364216152967,1578.9964281447062,1489.9936908300078,32.0,0.5892896629597196,0.41071033704028037
2008-580,Australian Open,2008-01-14,R128,Hard,Gilles Simon,Bobby Reynolds,gilles simon,bobby reynolds,1486.0861398330328,1451.75296959537,1500.510165455764,1437.3289439726386,32.0,0.5492491992896457,0.45075080071035434
2008-580,Australian Open,2008-01-14,R128,Hard,Rainer Schuettler,Arnaud Clement,rainer schuettler,arnaud clement,1472.210072420704,1510.1894352952336,1489.9521532872882,1492.4473544286493,32.0,0.44555997291924127,0.5544400270807588
2008-580,Australian Open,2008-01-14,R128,Hard,Florent Serra,Florian Mayer,florent serra,florian mayer,1471.645031057312,1535.7551503890106,1490.5643527817585,1516.8358286645641,32.0,0.4087711961110465,0.5912288038889535
2008-580,Australian Open,2008-01-14,R128,Hard,Rafael Nadal,Viktor Troicki,rafael nadal,viktor troicki,1896.3260583850529,1500.0,1899.2915662977568,1497.034492087296,32.0,0.9073278777280042,0.09267212227199584
2008-580,Australian Open,2008-01-14,R64,Hard,Roger Federer,Fabrice Santoro,roger federer,fabrice santoro,2116.8401949862355,1582.785414777122,2118.2539968412298,1581.3716129221277,32.0,0.9558186920314294,0.04418130796857056
2008-580,Australian Open,2008-01-14,R64,Hard,Janko Tipsarevic,Fernando Verdasco,janko tipsarevic,fernando verdasco,1565.7164472290474,1645.0746616040692,1585.3087716851448,1625.4823371479717,32.0,0.3877398607469565,0.6122601392530436
2008-580,Australian Open,2008-01-14,R64,Hard,Juan Monaco,Amer Delic,juan monaco,amer delic,1531.7137516942626,1504.325416922837,1546.4550783879354,1489.584090229164,32.0,0.5393335408227233,0.46066645917727667
2008-580,Australian Open,2008-01-14,R64,Hard,Tomas Berdych,Oscar Hernandez,tomas berdych,oscar hernandez,1714.0505778924446,1444.3847667010148,1719.6426184901873,1438.7927261032721,32.0,0.8252487313205407,0.17475126867945934
2008-580,Australian Open,2008-01-14,R64,Hard,James Blake,Michael Russell,james blake,michael russell,1696.5538614505147,1429.208489422814,1702.2078127162579,1423.5545381570707,32.0,0.8233140229455272,0.17668597705447275
2008-580,Australian Open,2008-01-14,R64,Hard,Sebastien Grosjean,Robin Haase,sebastien grosjean,robin haase,1679.1540231342824,1514.1265103548367,1688.0785000808396,1505.2020334082795,32.0,0.721110095420088,0.27888990457991203
2008-580,Australian Open,2008-01-14,R64,Hard,Marin Cilic,Jurgen Melzer,marin cilic,jurgen melzer,1465.5728516109236,1499.5526342165,1483.1327081673705,1481.9927776600532,32.0,0.45125448261103246,0.5487455173889675
2008-580,Australian Open,2008-01-14,R64,Hard,Fernando Gonzalez,Hyung Taik Lee,fernando gonzalez,hyung taik lee,1686.2162947655877,1572.3731797280286,1697.1535306132953,1561.435943880321,32.0,0.6582113797591409,0.3417886202408591
2008-580,Australian Open,2008-01-14,R64,Hard,Novak Djokovic,Simone Bolelli,novak djokovic,simone bolelli,1808.2460586016048,1536.0854713408678,1813.772134561168,1530.5593953813045,32.0,0.8273101262636453,0.1726898737363547
2008-580,Australian Open,2008-01-14,R64,Hard,Sam Querrey,Dmitry Tursunov,sam querrey,dmitry tursunov,1490.8026758441038,1632.772629946937,1512.9995130982873,1610.5757926927536,32.0,0.30634883580676836,0.6936511641932317
2008-580,Australian Open,2008-01-14,R64,Hard,Lleyton Hewitt,Denis Istomin,lleyton hewitt,denis istomin,1799.7804482477827,1513.6393197331163,1804.9482259328552,1508.4715420480438,32.0,0.8385069473414865,0.16149305265851355
2008-580,Australian Open,2008-01-14,R64,Hard,Marcos Baghdatis,Marat Safin,marcos baghdatis,marat safin,1704.8749200829259,1741.9137002291332,1722.5741864973572,1724.2144338147018,32.0,0.4468979245490195,0.5531020754509806
2008-580,Australian Open,2008-01-14,R64,Hard,David Nalbandian,Peter Luczak,david nalbandian,peter luczak,1774.3103653307896,1466.336187830375,1778.956421967107,1461.6901311940576,32.0,0.8548107301150821,0.14518926988491787
2008-580,Australian Open,2008-01-14,R64,Hard,Juan Carlos Ferrero,Alun Jones,juan carlos ferrero,alun jones,1705.0365850224898,1473.445822517897,1711.713060331004,1466.7693472093829,32.0,0.7913601466089313,0.20863985339106872
2008-580,Australian Open,2008-01-14,R64,Hard,Vincent Spadea,Denis Gremelmayr,vincent spadea,denis gremelmayr,1493.7849994961462,1535.2309233541444,1511.6846524640328,1517.331270386258,32.0,0.4406358447535475,0.5593641552464526
2008-580,Australian Open,2008-01-14,R64,Hard,David Ferrer,Juan Martin del Potro,david ferrer,juan martin del potro,1698.1234800599455,1531.896298097682,1707.0035821273975,1523.0161960302298,32.0,0.722496810392124,0.277503189607876
2008-580,Australian Open,2008-01-14,R64,Hard,Richard Gasquet,Feliciano Lopez,richard gasquet,feliciano lopez,1638.5930484838664,1630.7226357527504,1654.230664567205,1615.0850196694118,32.0,0.5113244973956684,0.48867550260433157
2008-580,Australian Open,2008-01-14,R64,Hard,Igor Andreev,Kristof Vliegen,igor andreev,kristof vliegen,1596.040118803136,1476.5866475244259,1606.746058641277,1465.880707686285,32.0,0.6654393800580988,0.3345606199419012
2008-580,Australian Open,2008-01-14,R64,Hard,Guillermo Garcia Lopez,Alejandro Falla,guillermo garcia lopez,alejandro falla,1473.6416012860516,1540.6909488568772,1492.691568576276,1521.6409815666527,32.0,0.40468852218048623,0.5953114778195138
2008-580,Australian Open,2008-01-14,R64,Hard,Jo-Wilfried Tsonga,Sam Warburg,jo-wilfried tsonga,sam warburg,1577.5569967642828,1503.3828126459214,1590.1921163925879,1490.7476930176163,32.0,0.6051525116154627,0.3948474883845373
2008-580,Australian Open,2008-01-14,R64,Hard,Mikhail Youzhny,Andreas Seppi,mikhail youzhny,andreas seppi,1716.3248241016,1454.9852645145108,1722.141511142028,1449.1685774740827,32.0,0.8182285299866204,0.18177147001337957
2008-580,Australian Open,2008-01-14,R64,Hard,Ivo Karlovic,Dudi Sela,ivo karlovic,dudi sela,1466.178261637698,1523.6722164069372,1484.8020498334765,1505.0484282111586,32.0,0.4180066188819151,0.5819933811180849
2008-580,Australian Open,2008-01-14,R64,Hard,Marc Gicquel,Stan Wawrinka,marc gicquel,stan wawrinka,1525.782351168669,1594.5382374555047,1544.907980322378,1575.4126083017957,32.0,0.4023240889465954,0.5976759110534047
2008-580,Australian Open,2008-01-14,R64,Hard,Nikolay Davydenko,Nicolas Mahut,nikolay davydenko,nicolas mahut,1814.0012490647305,1435.8903146287255,1817.261193969463,1432.630369723993,32.0,0.8981267217271113,0.10187327827288872
2008-580,Australian Open,2008-01-14,R64,Hard,Andy Roddick,Michael Berrer,andy roddick,michael berrer,1827.2099203779287,1488.5551415290734,1831.1975347229557,1484.5675271840464,32.0,0.875387051717911,0.12461294828208902
2008-580,Australian Open,2008-01-14,R64,Hard,Philipp Kohlschreiber,Evgeny Korolev,philipp kohlschreiber,evgeny korolev,1525.484224036086,1490.9830863959826,1539.900589885681,1476.5667205463876,32.0,0.5494885672001565,0.4505114327998435
2008-580,Australian Open,2008-01-14,R64,Hard,Jarkko Nieminen,Jesse Levine,jarkko nieminen,jesse levine,1624.3133570175125,1509.23088161999,1635.1992908415511,1498.3449477959514,32.0,0.6598145679987935,0.34018543200120654
2008-580,Australian Open,2008-01-14,R64,Hard,Mardy Fish,Tommy Robredo,mardy fish,tommy robredo,1563.8698017778745,1709.3330714207511,1586.2028456910757,1687.00002750755,32.0,0.30209237771246245,0.6979076222875376
2008-580,Australian Open,2008-01-14,R64,Hard,Stefan Koubek,Agustin Calleri,stefan koubek,agustin calleri,1491.2313511411492,1453.6297793123674,1505.5064639739837,1439.3546664795329,32.0,0.5539027239739174,0.4460972760260826
2008-580,Australian Open,2008-01-14,R64,Hard,Paul Henri Mathieu,Paul Capdeville,paul henri mathieu,paul capdeville,1578.9964281447062,1517.8206379712944,1592.2079371571879,1504.6091289588128,32.0,0.5871403433599516,0.4128596566400484
2008-580,Australian Open,2008-01-14,R64,Hard,Gilles Simon,Rainer Schuettler,gilles simon,rainer schuettler,1500.510165455764,1489.9521532872882,1516.0241006375943,1474.438218105458,32.0,0.5151895255678033,0.4848104744321967
2008-580,Australian Open,2008-01-14,R64,Hard,Rafael Nadal,Florent Serra,rafael nadal,florent serra,1899.2915662977568,1490.5643527817585,1902.0704990650725,1487.785420014443,32.0,0.9131583510213874,0.08684164897861257
