tourney_id,tourney_name,tourney_date,round,surface,winner_name,loser_name,winner_name_norm,loser_name_norm,winner_elo_pre,loser_elo_pre,winner_elo_post,loser_elo_post,k_used,exp_winner,exp_loser
2000-580,Australian Open,2000-01-17,R128,Hard,Andre Agassi,Mariano Puerta,andre agassi,mariano puerta,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Sjeng Schalken,Galo Blanco,sjeng schalken,galo blanco,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Mariano Zabaleta,Felix Mantilla,mariano zabaleta,felix mantilla,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Todd Woodbridge,Jan Siemerink,todd woodbridge,jan siemerink,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Andrew Ilie,Jeff Tarango,andrew ilie,jeff tarango,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Jiri Novak,Markus Hipfl,jiri novak,markus hipfl,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Raemon Sluiter,Andrea Gaudenzi,raemon sluiter,andrea gaudenzi,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Mark Philippoussis,Noam Okun,mark philippoussis,noam okun,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Richard Krajicek,Fabrice Santoro,richard krajicek,fabrice santoro,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Nicolas Escude,Jim Courier,nicolas escude,jim courier,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Leander Paes,Dejan Petrovic,leander paes,dejan petrovic,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Andreas Vinciguerra,Hernan Gumy,andreas vinciguerra,hernan gumy,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Fredrik Jonsson,Jacobo Diaz,fredrik jonsson,jacobo diaz,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Hicham Arazi,Julian Alonso,hicham arazi,julian alonso,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Fernando Vicente,Alberto Berasategui,fernando vicente,alberto berasategui,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Todd Martin,Byron Black,todd martin,byron black,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Pete Sampras,Wayne Arthurs,pete sampras,wayne arthurs,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Mikael Tillstrom,Sebastien Lareau,mikael tillstrom,sebastien lareau,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Marc Rosset,Jamie Delgado,marc rosset,jamie delgado,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Wayne Black,Jan Michael Gambill,wayne black,jan michael gambill,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Franco Squillari,Joseph Sirianni,franco squillari,joseph sirianni,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Mark Woodforde,Davide Sanguinetti,mark woodforde,davide sanguinetti,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Slava Dosedel,Julien Boutter,slava dosedel,julien boutter,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Paradorn Srichaphan,Karol Kucera,paradorn srichaphan,karol kucera,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Tim Henman,Jerome Golmard,tim henman,jerome golmard,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Rainer Schuettler,Juan Antonio Marin,rainer schuettler,juan antonio marin,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Michael Hill,Bernd Karbacher,michael hill,bernd karbacher,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Sebastien Grosjean,Gouichi Motomura,sebastien grosjean,gouichi motomura,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,James Sekulov,Ivan Ljubicic,james sekulov,ivan ljubicic,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Chris Woodruff,Martin Damm Sr,chris woodruff,martin damm sr,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Axel Pretzsch,Alex Obrien,axel pretzsch,alex obrien,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Richard Fromberg,Thomas Enqvist,richard fromberg,thomas enqvist,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Albert Portas,Gustavo Kuerten,albert portas,gustavo kuerten,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Adrian Voinea,Vincent Spadea,adrian voinea,vincent spadea,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Lleyton Hewitt,Paul Goldstein,lleyton hewitt,paul goldstein,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Alex Corretja,Sargis Sargsian,alex corretja,sargis sargsian,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Jonas Bjorkman,Jason Stoltenberg,jonas bjorkman,jason stoltenberg,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Jiri Vanek,Peter Wessels,jiri vanek,peter wessels,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Gianluca Pozzi,Tomas Zib,gianluca pozzi,tomas zib,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Magnus Norman,Cecil Mamiit,magnus norman,cecil mamiit,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Goran Ivanisevic,Cedric Pioline,goran ivanisevic,cedric pioline,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Francisco Clavet,Dominik Hrbaty,francisco clavet,dominik hrbaty,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Wayne Ferreira,George Bastl,wayne ferreira,george bastl,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Thomas Johansson,Nicklas Kulti,thomas johansson,nicklas kulti,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Michael Llodra,Gaston Gaudio,michael llodra,gaston gaudio,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Karim Alami,Lorenzo Manta,karim alami,lorenzo manta,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Tomas Behrend,Fernando Meligeni,tomas behrend,fernando meligeni,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Nicolas Kiefer,Guillermo Canas,nicolas kiefer,guillermo canas,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Nicolas Lapentti,Andrei Medvedev,nicolas lapentti,andrei medvedev,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Arnaud Clement,John Van Lottum,arnaud clement,john van lottum,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Jan Kroslak,Alex Lopez Moron,jan kroslak,alex lopez moron,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Roger Federer,Michael Chang,roger federer,michael chang,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Juan Carlos Ferrero,Scott Draper,juan carlos ferrero,scott draper,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Laurence Tieleman,Alberto Martin,laurence tieleman,alberto martin,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Younes El Aynaoui,Arvind Parmar,younes el aynaoui,arvind parmar,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Tommy Haas,Cyril Saulnier,tommy haas,cyril saulnier,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Christophe Rochus,Albert Costa,christophe rochus,albert costa,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Kevin Ullyett,Michal Tabara,kevin ullyett,michal tabara,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Antony Dupuis,Martin Rodriguez,antony dupuis,martin rodriguez,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Max Mirnyi,Ronald Agenor,max mirnyi,ronald agenor,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Stefan Koubek,Rodolphe Cadart,stefan koubek,rodolphe cadart,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Grant Stafford,Marat Safin,grant stafford,marat safin,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Daniel Vacek,Orlin Stanoytchev,daniel vacek,orlin stanoytchev,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R128,Hard,Yevgeny Kafelnikov,Jens Knippschild,yevgeny kafelnikov,jens knippschild,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R64,Hard,Andre Agassi,Sjeng Schalken,andre agassi,sjeng schalken,1516.0,1516.0,1532.0,1500.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R64,Hard,Mariano Zabaleta,Todd Woodbridge,mariano zabaleta,todd woodbridge,1516.0,1516.0,1532.0,1500.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R64,Hard,Andrew Ilie,Jiri Novak,andrew ilie,jiri novak,1516.0,1516.0,1532.0,1500.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R64,Hard,Mark Philippoussis,Raemon Sluiter,mark philippoussis,raemon sluiter,1516.0,1516.0,1532.0,1500.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R64,Hard,Nicolas Escude,Richard Krajicek,nicolas escude,richard krajicek,1516.0,1516.0,1532.0,1500.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R64,Hard,Andreas Vinciguerra,Leander Paes,andreas vinciguerra,leander paes,1516.0,1516.0,1532.0,1500.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R64,Hard,Hicham Arazi,Fredrik Jonsson,hicham arazi,fredrik jonsson,1516.0,1516.0,1532.0,1500.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R64,Hard,Fernando Vicente,Todd Martin,fernando vicente,todd martin,1516.0,1516.0,1532.0,1500.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R64,Hard,Pete Sampras,Mikael Tillstrom,pete sampras,mikael tillstrom,1516.0,1516.0,1532.0,1500.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R64,Hard,Wayne Black,Marc Rosset,wayne black,marc rosset,1516.0,1516.0,1532.0,1500.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R64,Hard,Franco Squillari,Mark Woodforde,franco squillari,mark woodforde,1516.0,1516.0,1532.0,1500.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R64,Hard,Slava Dosedel,Paradorn Srichaphan,slava dosedel,paradorn srichaphan,1516.0,1516.0,1532.0,1500.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R64,Hard,Tim Henman,Rainer Schuettler,tim henman,rainer schuettler,1516.0,1516.0,1532.0,1500.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R64,Hard,Sebastien Grosjean,Michael Hill,sebastien grosjean,michael hill,1516.0,1516.0,1532.0,1500.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R64,Hard,Chris Woodruff,James Sekulov,chris woodruff,james sekulov,1516.0,1516.0,1532.0,1500.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R64,Hard,Richard Fromberg,Axel Pretzsch,richard fromberg,axel pretzsch,1516.0,1516.0,1532.0,1500.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R64,Hard,Adrian Voinea,Albert Portas,adrian voinea,albert portas,1516.0,1516.0,1532.0,1500.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R64,Hard,Lleyton Hewitt,Alex Corretja,lleyton hewitt,alex corretja,1516.0,1516.0,1532.0,1500.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R64,Hard,Jonas Bjorkman,Jiri Vanek,jonas bjorkman,jiri vanek,1516.0,1516.0,1532.0,1500.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R64,Hard,Magnus Norman,Gianluca Pozzi,magnus norman,gianluca pozzi,1516.0,1516.0,1532.0,1500.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R64,Hard,Francisco Clavet,Goran Ivanisevic,francisco clavet,goran ivanisevic,1516.0,1516.0,1532.0,1500.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R64,Hard,Wayne Ferreira,Thomas Johansson,wayne ferreira,thomas johansson,1516.0,1516.0,1532.0,1500.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R64,Hard,Karim Alami,Michael Llodra,karim alami,michael llodra,1516.0,1516.0,1532.0,1500.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R64,Hard,Nicolas Kiefer,Tomas Behrend,nicolas kiefer,tomas behrend,1516.0,1516.0,1532.0,1500.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R64,Hard,Arnaud Clement,Nicolas Lapentti,arnaud clement,nicolas lapentti,1516.0,1516.0,1532.0,1500.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R64,Hard,Roger Federer,Jan Kroslak,roger federer,jan kroslak,1516.0,1516.0,1532.0,1500.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R64,Hard,Juan Carlos Ferrero,Laurence Tieleman,juan carlos ferrero,laurence tieleman,1516.0,1516.0,1532.0,1500.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R64,Hard,Younes El Aynaoui,Tommy Haas,younes el aynaoui,tommy haas,1516.0,1516.0,1532.0,1500.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R64,Hard,Christophe Rochus,Kevin Ullyett,christophe rochus,kevin ullyett,1516.0,1516.0,1532.0,1500.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R64,Hard,Max Mirnyi,Antony Dupuis,max mirnyi,antony dupuis,1516.0,1516.0,1532.0,1500.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R64,Hard,Stefan Koubek,Grant Stafford,stefan koubek,grant stafford,1516.0,1516.0,1532.0,1500.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R64,Hard,Yevgeny Kafelnikov,Daniel Vacek,yevgeny kafelnikov,daniel vacek,1516.0,1516.0,1532.0,1500.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R32,Hard,Andre Agassi,Mariano Zabaleta,andre agassi,mariano zabaleta,1532.0,1532.0,1548.0,1516.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R32,Hard,Mark Philippoussis,Andrew Ilie,mark philippoussis,andrew ilie,1532.0,1532.0,1548.0,1516.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R32,Hard,Nicolas Escude,Andreas Vinciguerra,nicolas escude,andreas vinciguerra,1532.0,1532.0,1548.0,1516.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R32,Hard,Hicham Arazi,Fernando Vicente,hicham arazi,fernando vicente,1532.0,1532.0,1548.0,1516.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R32,Hard,Pete Sampras,Wayne Black,pete sampras,wayne black,1532.0,1532.0,1548.0,1516.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R32,Hard,Slava Dosedel,Franco Squillari,slava dosedel,franco squillari,1532.0,1532.0,1548.0,1516.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R32,Hard,Tim Henman,Sebastien Grosjean,tim henman,sebastien grosjean,1532.0,1532.0,1548.0,1516.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R32,Hard,Chris Woodruff,Richard Fromberg,chris woodruff,richard fromberg,1532.0,1532.0,1548.0,1516.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R32,Hard,Lleyton Hewitt,Adrian Voinea,lleyton hewitt,adrian voinea,1532.0,1532.0,1548.0,1516.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R32,Hard,Magnus Norman,Jonas Bjorkman,magnus norman,jonas bjorkman,1532.0,1532.0,1548.0,1516.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R32,Hard,Wayne Ferreira,Francisco Clavet,wayne ferreira,francisco clavet,1532.0,1532.0,1548.0,1516.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R32,Hard,Nicolas Kiefer,Karim Alami,nicolas kiefer,karim alami,1532.0,1532.0,1548.0,1516.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R32,Hard,Arnaud Clement,Roger Federer,arnaud clement,roger federer,1532.0,1532.0,1548.0,1516.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R32,Hard,Younes El Aynaoui,Juan Carlos Ferrero,younes el aynaoui,juan carlos ferrero,1532.0,1532.0,1548.0,1516.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R32,Hard,Christophe Rochus,Max Mirnyi,christophe rochus,max mirnyi,1532.0,1532.0,1548.0,1516.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R32,Hard,Yevgeny Kafelnikov,Stefan Koubek,yevgeny kafelnikov,stefan koubek,1532.0,1532.0,1548.0,1516.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R16,Hard,Andre Agassi,Mark Philippoussis,andre agassi,mark philippoussis,1548.0,1548.0,1564.0,1532.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R16,Hard,Hicham Arazi,Nicolas Escude,hicham arazi,nicolas escude,1548.0,1548.0,1564.0,1532.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R16,Hard,Pete Sampras,Slava Dosedel,pete sampras,slava dosedel,1548.0,1548.0,1564.0,1532.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R16,Hard,Chris Woodruff,Tim Henman,chris woodruff,tim henman,1548.0,1548.0,1564.0,1532.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R16,Hard,Magnus Norman,Lleyton Hewitt,magnus norman,lleyton hewitt,1548.0,1548.0,1564.0,1532.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R16,Hard,Nicolas Kiefer,Wayne Ferreira,nicolas kiefer,wayne ferreira,1548.0,1548.0,1564.0,1532.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R16,Hard,Younes El Aynaoui,Arnaud Clement,younes el aynaoui,arnaud clement,1548.0,1548.0,1564.0,1532.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,R16,Hard,Yevgeny Kafelnikov,Christophe Rochus,yevgeny kafelnikov,christophe rochus,1548.0,1548.0,1564.0,1532.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,QF,Hard,Andre Agassi,Hicham Arazi,andre agassi,hicham arazi,1564.0,1564.0,1580.0,1548.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,QF,Hard,Pete Sampras,Chris Woodruff,pete sampras,chris woodruff,1564.0,1564.0,1580.0,1548.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,QF,Hard,Magnus Norman,Nicolas Kiefer,magnus norman,nicolas kiefer,1564.0,1564.0,1580.0,1548.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,QF,Hard,Yevgeny Kafelnikov,Younes El Aynaoui,yevgeny kafelnikov,younes el aynaoui,1564.0,1564.0,1580.0,1548.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,SF,Hard,Andre Agassi,Pete Sampras,andre agassi,pete sampras,1580.0,1580.0,1596.0,1564.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,SF,Hard,Yevgeny Kafelnikov,Magnus Norman,yevgeny kafelnikov,magnus norman,1580.0,1580.0,1596.0,1564.0,32.0,0.5,0.5
2000-580,Australian Open,2000-01-17,F,Hard,Andre Agassi,Yevgeny Kafelnikov,andre agassi,yevgeny kafelnikov,1596.0,1596.0,1612.0,1580.0,32.0,0.5,0.5
2000-520,Roland Garros,2000-05-29,R128,Clay,Andre Agassi,Antony Dupuis,andre agassi,antony dupuis,1612.0,1500.0,1623.0137438108034,1488.9862561891966,32.0,0.655820505912395,0.34417949408760495
2000-520,Roland Garros,2000-05-29,R128,Clay,Karol Kucera,Oscar Serrano,karol kucera,oscar serrano,1484.0,1500.0,1500.736306793522,1483.263693206478,32.0,0.4769904127024377,0.5230095872975623
2000-520,Roland Garros,2000-05-29,R128,Clay,Jiri Vanek,Alberto Berasategui,jiri vanek,alberto berasategui,1500.0,1484.0,1515.263693206478,1468.736306793522,32.0,0.5230095872975623,0.4769904127024377
2000-520,Roland Garros,2000-05-29,R128,Clay,Franco Squillari,Alexander Popp,franco squillari,alexander popp,1516.0,1500.0,1531.263693206478,1484.736306793522,32.0,0.5230095872975623,0.4769904127024377
2000-520,Roland Garros,2000-05-29,R128,Clay,Nicolas Massu,Jacobo Diaz,nicolas massu,jacobo diaz,1500.0,1484.0,1515.263693206478,1468.736306793522,32.0,0.5230095872975623,0.4769904127024377
2000-520,Roland Garros,2000-05-29,R128,Clay,Jason Stoltenberg,Jiri Novak,jason stoltenberg,jiri novak,1484.0,1500.0,1500.736306793522,1483.263693206478,32.0,0.4769904127024377,0.5230095872975623
2000-520,Roland Garros,2000-05-29,R128,Clay,Juan Ignacio Chela,Todd Martin,juan ignacio chela,todd martin,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-520,Roland Garros,2000-05-29,R128,Clay,Younes El Aynaoui,Jean Rene Lisnard,younes el aynaoui,jean rene lisnard,1548.0,1500.0,1561.8034754597227,1486.1965245402773,32.0,0.5686413918836677,0.4313586081163323
2000-520,Roland Garros,2000-05-29,R128,Clay,Lleyton Hewitt,Jeff Tarango,lleyton hewitt,jeff tarango,1532.0,1484.0,1545.8034754597227,1470.1965245402773,32.0,0.5686413918836677,0.4313586081163323
2000-520,Roland Garros,2000-05-29,R128,Clay,Markus Hantschk,David Prinosil,markus hantschk,david prinosil,1500.0,1500.0,1516.0,1484.0,32.0,0.5,0.5
2000-520,Roland Garros,2000-05-29,R128,Clay,Attila Savolt,Martin Rodriguez,attila savolt,martin rodriguez,1500.0,1484.0,1515.263693206478,1468.736306793522,32.0,0.5230095872975623,0.4769904127024377
2000-520,Roland Garros,2000-05-29,R128,Clay,Stefan Koubek,Galo Blanco,stefan koubek,galo blanco,1516.0,1484.0,1530.5304984710244,1469.4695015289756,32.0,0.5459219227804837,0.4540780772195163
2000-520,Roland Garros,2000-05-29,R128,Clay,Albert Costa,Goran Ivanisevic,albert costa,goran ivanisevic,1484.0,1500.0,1500.736306793522,1483.263693206478,32.0,0.4769904127024377,0.5230095872975623
2000-520,Roland Garros,2000-05-29,R128,Clay,Hernan Gumy,Carlos Moya,hernan gumy,carlos moya,1484.0,1500.0,1500.736306793522,1483.263693206478,32.0,0.4769904127024377,0.5230095872975623
2000-520,Roland Garros,2000-05-29,R128,Clay,Gaston Gaudio,Arnaud Di Pasquale,gaston gaudio,arnaud di pasquale,1484.0,1500.0,1500.736306793522,1483.263693206478,32.0,0.4769904127024377,0.5230095872975623
2000-520,Roland Garros,2000-05-29,R128,Clay,Thomas Enqvist,Christophe Rochus,thomas enqvist,christophe rochus,1484.0,1532.0,1502.1965245402773,1513.8034754597227,32.0,0.43135860811633236,0.5686413918836677
2000-520,Roland Garros,2000-05-29,R128,Clay,Magnus Norman,Thierry Guardiola,magnus norman,thierry guardiola,1564.0,1500.0,1577.0855809179218,1486.9144190820782,32.0,0.5910755963149433,0.40892440368505667
2000-520,Roland Garros,2000-05-29,R128,Clay,Fabrice Santoro,Magnus Gustafsson,fabrice santoro,magnus gustafsson,1484.0,1500.0,1500.736306793522,1483.263693206478,32.0,0.4769904127024377,0.5230095872975623
2000-520,Roland Garros,2000-05-29,R128,Clay,Sargis Sargsian,Sjeng Schalken,sargis sargsian,sjeng schalken,1484.0,1500.0,1500.736306793522,1483.263693206478,32.0,0.4769904127024377,0.5230095872975623
2000-520,Roland Garros,2000-05-29,R128,Clay,Arnaud Clement,Nicolas Escude,arnaud clement,nicolas escude,1532.0,1532.0,1548.0,1516.0,32.0,0.5,0.5
2000-520,Roland Garros,2000-05-29,R128,Clay,Andrei Medvedev,Mikael Tillstrom,andrei medvedev,mikael tillstrom,1484.0,1500.0,1500.736306793522,1483.263693206478,32.0,0.4769904127024377,0.5230095872975623
2000-520,Roland Garros,2000-05-29,R128,Clay,Marc Rosset,Byron Black,marc rosset,byron black,1500.0,1484.0,1515.263693206478,1468.736306793522,32.0,0.5230095872975623,0.4769904127024377
2000-520,Roland Garros,2000-05-29,R128,Clay,Agustin Calleri,Felix Mantilla,agustin calleri,felix mantilla,1500.0,1484.0,1515.263693206478,1468.736306793522,32.0,0.5230095872975623,0.4769904127024377
