player_id,name,name_norm,ioc,hand,height_cm,first_seen_date,last_seen_date
53276195,Lukasz Kubot,lukasz kubot,POL,R,190.0,2006-08-28,2014-06-23
52185807,Thiago Alves,thiago alves,BRA,R,178.0,2006-08-28,2010-05-24
8751961,Marco Chiudinelli,marco chiudinelli,SUI,R,185.0,2006-08-28,2016-08-29
4609628,Zack Fleishman,zack fleishman,USA,R,188.0,2006-01-16,2007-06-25
76552687,Dudi Sela,dudi sela,ISR,R,175.0,2005-05-23,2018-07-02
36688402,Robert Smeets,robert smeets,AUS,L,188.0,2007-01-15,2008-08-25
30207410,Alex Kuznetsov,alex kuznetsov,USA,R,183.0,2006-08-28,2014-06-23
78299248,Mischa Zverev,mischa zverev,GER,L,190.0,2007-01-15,2019-07-01
53855800,Frank Dancevic,frank dancevic,CAN,R,185.0,2006-06-26,2014-08-25
35673101,Juan Martin del Potro,juan martin del potro,ARG,R,198.0,2006-05-29,2019-05-27
39455630,Carlos Berlocq,carlos berlocq,ARG,R,183.0,2006-01-16,2018-08-27
14270580,Konstantinos Economidis,konstantinos economidis,GRE,R,188.0,2002-06-24,2008-01-14
13753823,Ivan Navarro,ivan navarro,ESP,R,183.0,2004-06-21,2009-08-31
58614897,Simone Bolelli,simone bolelli,ITA,R,183.0,2007-05-28,2019-05-27
69356363,Edouard Roger Vasselin,edouard roger vasselin,FRA,R,188.0,2007-05-28,2010-05-24
72386102,Laurent Recouderc,laurent recouderc,FRA,R,178.0,2007-05-28,2010-05-24
12904160,Diego Hartfield,diego hartfield,ARG,R,185.0,2006-05-29,2008-01-14
3924397,Juan Pablo Brzezicki,juan pablo brzezicki,ARG,R,178.0,2005-05-23,2009-08-31
46959216,Ernests Gulbis,ernests gulbis,LAT,R,190.0,2007-05-28,2020-01-20
82004813,Flavio Cipolla,flavio cipolla,ITA,R,173.0,2007-05-28,2013-01-14
25696237,Aisam Ul Haq Qureshi,aisam ul haq qureshi,PAK,R,183.0,2007-06-25,2008-08-25
70821746,Michael Berrer,michael berrer,GER,L,193.0,2006-06-26,2015-08-31
19571239,Jo-Wilfried Tsonga,jo-wilfried tsonga,FRA,R,188.0,2005-05-23,2022-05-23
23520558,Nicolas Devilder,nicolas devilder,FRA,L,173.0,2007-01-15,2012-05-27
2420683,Rik De Voest,rik de voest,RSA,R,180.0,2007-06-25,2012-01-16
7244247,John Isner,john isner,USA,R,206.0,2007-08-27,2023-08-28
36934891,Donald Young,donald young,USA,L,183.0,2005-08-29,2018-08-27
4678189,Philipp Petzschner,philipp petzschner,GER,R,185.0,2007-08-27,2013-08-26
42233127,Wayne Odesnik,wayne odesnik,USA,L,180.0,2004-08-30,2014-08-25
47155412,Robin Haase,robin haase,NED,R,190.0,2007-08-27,2021-02-08
89114126,Marin Cilic,marin cilic,CRO,R,198.0,2007-01-15,2024-01-15
38822896,Denis Istomin,denis istomin,UZB,R,188.0,2006-01-16,2021-05-31
70430266,Alun Jones,alun jones,AUS,R,180.0,2001-01-15,2008-01-14
34507295,Sam Warburg,sam warburg,USA,R,190.0,2007-06-25,2008-08-25
53294587,Jesse Levine,jesse levine,CAN,L,175.0,2007-08-27,2013-06-24
66297917,David Marrero,david marrero,ESP,R,185.0,2008-05-25,2008-05-25
62198046,Pablo Andujar,pablo andujar,ESP,R,180.0,2008-05-25,2022-06-27
26257366,Diego Junqueira,diego junqueira,ARG,L,178.0,2008-05-25,2011-08-29
22084816,Marcos Daniel,marcos daniel,BRA,R,180.0,2003-01-13,2011-01-17
11549686,Eduardo Schwank,eduardo schwank,ARG,R,183.0,2008-05-25,2012-05-27
93319706,Marcel Granollers,marcel granollers,ESP,R,190.0,2006-06-26,2019-08-26
60816579,Miguel Angel Lopez Jaen,miguel angel lopez jaen,ESP,R,188.0,2008-05-25,2008-05-25
64461173,Sebastian Decoud,sebastian decoud,ARG,L,178.0,2008-05-25,2008-05-25
10143328,Maximo Gonzalez,maximo gonzalez,ARG,R,175.0,2008-05-25,2015-05-24
28937234,Thomaz Bellucci,thomaz bellucci,BRA,L,188.0,2008-05-25,2018-05-28
98688228,Simon Stadler,simon stadler,GER,L,183.0,2006-06-26,2011-01-17
12028873,Chris Eaton,chris eaton,GBR,R,188.0,2008-06-23,2008-06-23
19809186,Viktor Troicki,viktor troicki,SRB,R,193.0,2008-01-14,2021-02-08
79507185,Ryler Deheart,ryler deheart,USA,L,183.0,2008-08-25,2008-08-25
86824680,Steve Darcis,steve darcis,BEL,R,178.0,2007-08-27,2019-08-26
72539104,Andrey Golubev,andrey golubev,KAZ,R,185.0,2008-08-25,2015-05-24
22821581,Andreas Beck,andreas beck,GER,L,190.0,2008-06-23,2014-08-25
33883585,Kei Nishikori,kei nishikori,JPN,R,178.0,2008-06-23,2024-07-01
6137517,Rui Machado,rui machado,POR,R,178.0,2008-08-25,2012-08-27
34254773,Fabio Fognini,fabio fognini,ITA,R,178.0,2007-05-28,2024-08-26
34968267,Bernard Tomic,bernard tomic,AUS,R,193.0,2009-01-19,2021-02-08
70017475,Brydan Klein,brydan klein,AUS,R,183.0,2008-01-14,2017-07-03
56035547,Brian Dabul,brian dabul,ARG,L,170.0,2008-06-23,2011-05-22
95507262,Josselin Ouanna,josselin ouanna,FRA,R,193.0,2008-05-25,2013-01-14
6879875,Daniel Gimeno Traver,daniel gimeno traver,ESP,R,185.0,2005-05-23,2016-01-18
85236908,Sergiy Stakhovsky,sergiy stakhovsky,UKR,R,193.0,2008-06-23,2021-02-08
96653434,Guillaume Rufin,guillaume rufin,FRA,R,188.0,2009-05-25,2013-08-26
41628590,Victor Crivoi,victor crivoi,ROU,R,185.0,2008-05-25,2009-08-31
81149671,Leonardo Mayer,leonardo mayer,ARG,R,188.0,2009-05-25,2020-08-31
34905477,Pablo Cuevas,pablo cuevas,URU,R,180.0,2007-08-27,2022-05-23
83224719,Simon Greul,simon greul,GER,R,185.0,2006-06-26,2011-01-17
4112057,Carsten Ball,carsten ball,AUS,L,198.0,2008-08-25,2011-01-17
77296729,Jesse Witten,jesse witten,USA,R,178.0,2006-08-28,2010-06-21
34032389,Somdev Devvarman,somdev devvarman,IND,R,180.0,2009-08-31,2014-06-23
70539990,Marsel Ilhan,marsel ilhan,TUR,R,190.0,2009-08-31,2016-05-23
89066721,Horacio Zeballos,horacio zeballos,ARG,L,188.0,2009-08-31,2018-07-02
34993448,Daniel Koellerer,daniel koellerer,AUT,R,180.0,2009-05-25,2010-05-24
66803255,Stephane Robert,stephane robert,FRA,R,185.0,2004-05-24,2018-07-02
45462394,Ivan Sergeyev,ivan sergeyev,UKR,R,175.0,2010-01-18,2010-01-18
8546265,Ivan Dodig,ivan dodig,CRO,R,183.0,2010-01-18,2017-01-16
70164714,Illya Marchenko,illya marchenko,UKR,R,185.0,2010-01-18,2017-07-03
68740034,Santiago Giraldo,santiago giraldo,COL,R,188.0,2007-05-28,2019-08-26
69447025,Louk Sorensen,louk sorensen,IRL,R,175.0,2010-01-18,2011-08-29
84182348,Antonio Veic,antonio veic,CRO,R,180.0,2010-01-18,2011-05-22
56492190,Lukas Lacko,lukas lacko,SVK,R,185.0,2007-01-15,2018-08-27
56890872,Julian Reister,julian reister,GER,R,188.0,2010-05-24,2014-06-23
58606626,Tobias Kamke,tobias kamke,GER,R,180.0,2008-06-23,2019-08-26
67285563,Thiemo De Bakker,thiemo de bakker,NED,R,193.0,2007-06-25,2016-05-23
5142819,Blaz Kavcic,blaz kavcic,SLO,R,188.0,2010-01-18,2018-01-15
20157589,Grega Zemlja,grega zemlja,SLO,R,183.0,2009-06-22,2013-08-26
53727890,Pere Riba,pere riba,ESP,R,183.0,2010-05-24,2014-08-25
3518388,Yuri Schukin,yuri schukin,KAZ,R,188.0,2001-01-15,2010-05-24
28037848,Alexandr Dolgopolov,alexandr dolgopolov,UKR,R,180.0,2010-05-24,2018-01-15
68566549,Ricardas Berankis,ricardas berankis,LTU,R,175.0,2010-06-21,2022-06-27
6685182,Daniel Brands,daniel brands,GER,R,196.0,2008-05-25,2017-07-03
97861974,Brendan Evans,brendan evans,USA,R,188.0,2008-08-25,2010-06-21
99855311,Michal Przysiezny,michal przysiezny,POL,R,185.0,2007-08-27,2014-06-23
65972654,Martin Fischer,martin fischer,AUT,R,180.0,2010-05-24,2011-06-20
21471907,Benoit Paire,benoit paire,FRA,R,196.0,2010-05-24,2023-05-29
87495037,Ryan Harrison,ryan harrison,USA,R,183.0,2010-01-18,2019-01-14
64265209,Adrian Mannarino,adrian mannarino,FRA,L,183.0,2008-05-25,2024-08-26
952543,Dustin Brown,dustin brown,GER,R,196.0,2010-06-21,2018-01-15
76775589,Kevin Anderson,kevin anderson,RSA,R,203.0,2008-01-14,2022-01-17
23041786,Peter Polansky,peter polansky,CAN,R,180.0,2009-01-19,2018-08-27
34968267,Bernard Tomic,bernard tomic,AUS,R,196.0,2009-01-19,2021-02-08
7244247,John Isner,john isner,USA,R,208.0,2007-08-27,2023-08-28
67055750,Milos Raonic,milos raonic,CAN,R,196.0,2010-08-30,2024-01-15
16561313,Andy Murray,andy murray,GBR,R,191.0,2005-06-20,2024-05-27
64265209,Adrian Mannarino,adrian mannarino,FRA,L,180.0,2008-05-25,2024-08-26
49863833,Richard Gasquet,richard gasquet,FRA,R,183.0,2002-05-27,2024-05-27
57356666,Nicolas Mahut,nicolas mahut,FRA,R,191.0,2000-05-29,2019-05-27
47155412,Robin Haase,robin haase,NED,R,191.0,2007-08-27,2021-02-08
21314328,Grigor Dimitrov,grigor dimitrov,BUL,R,191.0,2009-06-22,2024-08-26
3994146,Frederico Gil,frederico gil,POR,R,173.0,2008-05-25,2012-01-16
53276195,Lukasz Kubot,lukasz kubot,POL,R,191.0,2006-08-28,2014-06-23
93910234,Albert Ramos,albert ramos,ESP,L,188.0,2011-05-22,2024-08-26
86479977,Andreas Haider Maurer,andreas haider maurer,AUT,R,190.0,2010-08-30,2018-05-28
16122522,Lukas Rosol,lukas rosol,CZE,R,193.0,2010-08-30,2022-06-27
47834883,Thomas Schoorel,thomas schoorel,NED,L,203.0,2011-05-22,2011-05-22
98065866,Maxime Teixeira,maxime teixeira,FRA,R,188.0,2011-05-22,2013-05-27
70539990,Marsel Ilhan,marsel ilhan,TUR,R,191.0,2009-08-31,2016-05-23
96485251,Mikhail Kukushkin,mikhail kukushkin,KAZ,R,183.0,2010-08-30,2024-05-27
93319706,Marcel Granollers,marcel granollers,ESP,R,191.0,2006-06-26,2019-08-26
38822896,Denis Istomin,denis istomin,UZB,R,185.0,2006-01-16,2021-05-31
87495037,Ryan Harrison,ryan harrison,USA,R,185.0,2010-01-18,2019-01-14
21809566,Sergei Bubka,sergei bubka,UKR,R,188.0,2011-08-29,2011-08-29
18891137,Malek Jaziri,malek jaziri,TUN,R,185.0,2011-08-29,2019-07-01
22494513,Rogerio Dutra Silva,rogerio dutra silva,BRA,R,178.0,2011-08-29,2018-05-28
38677963,Vasek Pospisil,vasek pospisil,CAN,R,193.0,2011-08-29,2023-01-16
30461280,Jack Sock,jack sock,USA,R,191.0,2010-08-30,2022-08-29
17311871,Tatsuma Ito,tatsuma ito,JPN,R,180.0,2011-08-29,2020-01-20
84121601,James Duckworth,james duckworth,AUS,R,183.0,2012-01-16,2024-08-26
72539104,Andrey Golubev,andrey golubev,KAZ,R,180.0,2008-08-25,2015-05-24
60436408,Edouard Roger-Vasselin,edouard roger-vasselin,FRA,R,185.0,2008-01-14,2016-06-27
74218871,Matthew Ebden,matthew ebden,AUS,R,188.0,2010-01-18,2019-07-01
64292469,Cedrik Marcel Stebe,cedrik marcel stebe,GER,L,183.0,2011-06-20,2021-02-08
95771648,Adrian Ungur,adrian ungur,ROU,R,178.0,2012-05-27,2016-05-23
59778056,Martin Klizan,martin klizan,SVK,L,191.0,2010-08-30,2019-08-26
78050540,David Goffin,david goffin,BEL,R,180.0,2012-05-27,2024-08-26
93284365,Ruben Bemelmans,ruben bemelmans,BEL,L,183.0,2011-06-20,2019-07-01
19788514,Jerzy Janowicz,jerzy janowicz,POL,R,203.0,2012-06-25,2017-07-03
80747528,Inigo Cervantes Huegun,inigo cervantes huegun,ESP,R,180.0,2012-06-25,2016-08-29
7076367,Kenny De Schepper,kenny de schepper,FRA,L,203.0,2011-06-20,2016-05-23
87690043,Go Soeda,go soeda,JPN,R,178.0,2007-01-15,2020-08-31
58132152,James Ward,james ward,GBR,R,190.0,2009-06-22,2019-07-01
5562173,Jurgen Zopp,jurgen zopp,EST,R,190.0,2012-01-16,2018-05-28
40543181,Tim Smyczek,tim smyczek,USA,R,175.0,2010-08-30,2018-08-27
78996012,Bradley Klahn,bradley klahn,USA,L,183.0,2010-08-30,2020-08-31
72413079,Steve Johnson,steve johnson,USA,R,188.0,2011-08-29,2023-08-28
70705668,Igor Sijsling,igor sijsling,NED,R,191.0,2011-06-20,2016-06-27
85954242,Dennis Novikov,dennis novikov,USA,R,193.0,2012-08-27,2016-06-27
46873069,Andrey Kuznetsov,andrey kuznetsov,RUS,R,183.0,2010-06-21,2022-05-23
3188374,Roberto Bautista Agut,roberto bautista agut,ESP,R,183.0,2012-01-16,2024-08-26
20738801,Evgeny Donskoy,evgeny donskoy,RUS,R,185.0,2013-01-14,2021-08-30
57027096,Rajeev Ram,rajeev ram,USA,R,193.0,2004-08-30,2016-08-29
1095765,Joao Sousa,joao sousa,POR,R,185.0,2012-05-27,2023-01-16
10831771,Amir Weintraub,amir weintraub,ISR,R,188.0,2013-01-14,2013-01-14
68556410,Guido Pella,guido pella,ARG,L,183.0,2012-08-27,2023-08-28
88094825,Lucas Pouille,lucas pouille,FRA,R,185.0,2013-05-27,2024-07-01
43294320,Federico Delbonis,federico delbonis,ARG,L,193.0,2013-05-27,2022-08-29
20302910,Nick Kyrgios,nick kyrgios,AUS,R,193.0,2013-05-27,2022-08-29
84740361,Jan Lennard Struff,jan lennard struff,GER,R,193.0,2013-05-27,2024-08-26
18654671,Denis Kudla,denis kudla,USA,R,180.0,2012-01-16,2023-01-16
952543,Dustin Brown,dustin brown,JAM,R,196.0,2010-06-21,2018-01-15
48586800,Peter Gojowczyk,peter gojowczyk,GER,R,188.0,2012-01-16,2022-08-29
10143328,Maximo Gonzalez,maximo gonzalez,ARG,R,173.0,2008-05-25,2015-05-24
51399502,Daniel Evans,daniel evans,GBR,R,175.0,2009-06-22,2024-08-26
80054906,Thanasi Kokkinakis,thanasi kokkinakis,AUS,R,193.0,2014-01-13,2024-08-26
56896306,Dusan Lajovic,dusan lajovic,SRB,R,183.0,2014-01-13,2024-08-26
74087546,Vincent Millot,vincent millot,FRA,L,173.0,2011-01-17,2017-08-28
40715757,Blaz Rola,blaz rola,SLO,L,193.0,2014-01-13,2019-05-27
55397826,Teymuraz Gabashvili,teymuraz gabashvili,RUS,R,185.0,2006-08-28,2017-05-29
90544797,Damir Dzumhur,damir dzumhur,BIH,R,175.0,2014-01-13,2022-01-17
62146402,Dominic Thiem,dominic thiem,AUT,R,185.0,2014-01-13,2024-08-26
26884052,Axel Michon,axel michon,FRA,L,176.0,2014-05-26,2014-05-26
84503649,Marinko Matosevic,marinko matosevic,AUS,R,194.0,2010-01-18,2015-06-29
866889,Aleksandr Nedovyesov,aleksandr nedovyesov,KAZ,R,188.0,2014-01-13,2015-08-31
36334097,Facundo Bagnis,facundo bagnis,ARG,L,183.0,2014-05-26,2023-01-16
70283813,Diego Schwartzman,diego schwartzman,ARG,R,170.0,2014-05-26,2024-08-26
60268809,Jiri Vesely,jiri vesely,CZE,L,198.0,2013-05-27,2024-01-15
95800600,Alejandro Gonzalez,alejandro gonzalez,COL,R,190.0,2014-01-13,2015-08-31
5595360,Tim Puetz,tim puetz,GER,R,185.0,2014-06-23,2015-01-19
60165987,Luke Saville,luke saville,AUS,R,188.0,2013-01-14,2016-06-27
33258392,Ante Pavic,ante pavic,CRO,R,196.0,2014-05-26,2014-06-23
95706494,Pablo Carreno Busta,pablo carreno busta,ESP,R,188.0,2013-05-27,2024-08-26
76354792,Matthias Bachinger,matthias bachinger,GER,R,188.0,2011-06-20,2018-01-15
11946897,Borna Coric,borna coric,CRO,R,188.0,2014-08-25,2024-08-26
75361735,Victor Estrella,victor estrella,DOM,R,173.0,2014-05-26,2018-01-15
29784458,Alexander Kudryavtsev,alexander kudryavtsev,RUS,R,183.0,2012-01-16,2016-06-27
71133550,Paolo Lorenzi,paolo lorenzi,ITA,R,183.0,2010-01-18,2020-08-31
48912904,Sam Groth,sam groth,AUS,R,193.0,2009-01-19,2017-01-16
93020421,Marius Copil,marius copil,ROU,R,191.0,2015-01-19,2019-08-26
45565919,Kyle Edmund,kyle edmund,GBR,R,188.0,2013-06-24,2023-01-16
20353327,Andrea Arnaboldi,andrea arnaboldi,ITA,L,180.0,2014-05-26,2019-07-01
92118074,Pierre Hugues Herbert,pierre hugues herbert,FRA,R,188.0,2014-05-26,2024-05-27
35295018,Alexander Zverev,alexander zverev,GER,R,198.0,2015-06-29,2024-08-26
6328969,John Millman,john millman,AUS,R,183.0,2013-01-14,2023-01-16
40660811,Liam Broady,liam broady,GBR,L,183.0,2015-06-29,2024-07-01
52216558,Aljaz Bedene,aljaz bedene,SLO,R,181.0,2013-01-14,2022-08-29
668157,Nikoloz Basilashvili,nikoloz basilashvili,GEO,R,185.0,2015-05-24,2023-01-16
7898,Filip Krajinovic,filip krajinovic,SRB,R,185.0,2012-05-27,2023-05-29
30584372,Hyeon Chung,hyeon chung,KOR,R,188.0,2015-06-29,2019-08-26
46775659,Austin Krajicek,austin krajicek,USA,L,188.0,2008-08-25,2016-01-18
28464214,Yoshihito Nishioka,yoshihito nishioka,JPN,L,170.0,2014-08-25,2024-08-26
63559909,Quentin Halys,quentin halys,FRA,R,191.0,2015-05-24,2024-08-26
61276083,Renzo Olivo,renzo olivo,ARG,R,178.0,2016-01-18,2017-07-03
39650212,Omar Jasika,omar jasika,AUS,L,183.0,2016-01-18,2024-01-15
82394940,Noah Rubin,noah rubin,USA,R,175.0,2014-08-25,2019-07-01
45683111,Marco Trungelliti,marco trungelliti,ARG,R,178.0,2016-01-18,2022-01-17
47152151,Mirza Basic,mirza basic,BIH,R,188.0,2016-01-18,2019-01-14
5444166,Andrej Martin,andrej martin,SVK,R,183.0,2013-08-26,2021-05-31
58838383,Adam Pavlasek,adam pavlasek,CZE,R,185.0,2016-05-23,2018-05-28
46911551,Taro Daniel,taro daniel,JPN,R,191.0,2014-08-25,2024-08-26
41629176,Bjorn Fratangelo,bjorn fratangelo,USA,R,183.0,2015-08-31,2022-05-23
3719907,Jordan Thompson,jordan thompson,AUS,R,183.0,2014-01-13,2024-08-26
7481189,Mathias Bourgue,mathias bourgue,FRA,R,188.0,2016-05-23,2021-05-31
21659302,Marcus Willis,marcus willis,GBR,L,191.0,2016-06-27,2016-06-27
24061210,Radu Albot,radu albot,MDA,R,175.0,2014-08-25,2024-08-26
50916103,Matthew Barton,matthew barton,AUS,R,191.0,2016-06-27,2016-06-27
86440573,Ernesto Escobedo,ernesto escobedo,MEX,R,185.0,2016-08-29,2023-01-16
97880761,Jan Satral,jan satral,CZE,R,185.0,2016-08-29,2016-08-29
50623569,Alessandro Giannessi,alessandro giannessi,ITA,L,185.0,2016-08-29,2022-05-23
87386439,Karen Khachanov,karen khachanov,RUS,R,198.0,2016-08-29,2024-08-26
10861004,Jared Donaldson,jared donaldson,USA,R,188.0,2014-08-25,2018-07-02
29970040,Andrey Rublev,andrey rublev,RUS,R,188.0,2015-08-31,2024-08-26
23240030,Alex De Minaur,alex de minaur,AUS,R,183.0,2017-01-16,2024-08-26
16886282,Alexander Bublik,alexander bublik,KAZ,R,196.0,2017-01-16,2024-08-26
37760966,Frances Tiafoe,frances tiafoe,USA,R,188.0,2015-05-24,2024-08-26
19767529,Andrew Whittington,andrew whittington,AUS,R,188.0,2017-01-16,2017-07-03
82627194,Nicolas Kicker,nicolas kicker,ARG,R,178.0,2017-05-29,2018-01-15
98047823,Thiago Monteiro,thiago monteiro,BRA,L,183.0,2017-01-16,2024-08-26
37126003,Konstantin Kravchuk,konstantin kravchuk,RUS,R,190.0,2014-06-23,2017-05-29
25790501,Benjamin Bonzi,benjamin bonzi,FRA,R,183.0,2017-05-29,2024-01-15
67518,Stefano Napolitano,stefano napolitano,ITA,R,196.0,2017-05-29,2017-05-29
1945746,Daniil Medvedev,daniil medvedev,RUS,R,198.0,2017-01-16,2024-08-26
29021925,Sebastian Ofner,sebastian ofner,AUT,R,191.0,2017-07-03,2024-08-26
41270062,Yuichi Sugita,yuichi sugita,JPN,R,173.0,2014-06-23,2021-08-30
86960401,Stefano Travaglia,stefano travaglia,ITA,R,185.0,2017-07-03,2023-08-28
17793264,Adrian Menendez Maceiras,adrian menendez maceiras,ESP,R,185.0,2012-06-25,2017-08-28
93206429,Taylor Fritz,taylor fritz,USA,R,196.0,2016-01-18,2024-08-26
25519326,Thomas Fabbiano,thomas fabbiano,ITA,R,173.0,2013-08-26,2019-08-26
83490000,Denis Shapovalov,denis shapovalov,CAN,L,185.0,2017-07-03,2024-08-26
79286763,Cameron Norrie,cameron norrie,GBR,L,188.0,2017-07-03,2024-07-01
44375588,Casper Ruud,casper ruud,NOR,R,183.0,2018-01-15,2024-08-26
55276372,Mackenzie Mcdonald,mackenzie mcdonald,USA,R,178.0,2016-08-29,2024-08-26
57330372,Maximilian Marterer,maximilian marterer,GER,L,188.0,2017-08-28,2024-08-26
18931566,Tennys Sandgren,tennys sandgren,USA,R,188.0,2017-05-29,2021-08-30
60039763,Marton Fucsovics,marton fucsovics,HUN,R,188.0,2016-08-29,2024-08-26
22522964,Lorenzo Sonego,lorenzo sonego,ITA,R,191.0,2018-01-15,2024-08-26
94755385,Hubert Hurkacz,hubert hurkacz,POL,R,196.0,2018-05-28,2024-08-26
44762166,Elias Ymer,elias ymer,SWE,R,185.0,2015-01-19,2024-07-01
1853767,Corentin Moutet,corentin moutet,FRA,L,180.0,2018-01-15,2024-08-26
20462958,Marco Cecchinato,marco cecchinato,ITA,R,185.0,2015-08-31,2023-08-28
25861068,Jaume Munar,jaume munar,ESP,R,183.0,2018-01-15,2024-08-26
33321816,Guido Andreozzi,guido andreozzi,ARG,R,183.0,2012-08-27,2019-07-01
59844221,Stefanos Tsitsipas,stefanos tsitsipas,GRE,R,193.0,2017-05-29,2024-08-26
99819152,Matteo Berrettini,matteo berrettini,ITA,R,196.0,2018-01-15,2024-08-26
27067661,Nicolas Jarry,nicolas jarry,CHI,R,201.0,2017-05-29,2024-08-26
55273031,Dennis Novak,dennis novak,AUT,R,183.0,2018-01-15,2023-07-03
90891417,Jason Kubler,jason kubler,AUS,R,178.0,2010-01-18,2024-01-15
8024276,Roberto Carballes Baena,roberto carballes baena,ESP,R,183.0,2016-05-23,2024-08-26
92184456,Ugo Humbert,ugo humbert,FRA,L,188.0,2018-08-27,2024-08-26
32019267,Laslo Djere,laslo djere,SRB,R,188.0,2016-05-23,2024-08-26
80276496,Ilya Ivashka,ilya ivashka,BLR,R,193.0,2016-08-29,2023-08-28
82361983,Alex Bolt,alex bolt,AUS,L,183.0,2017-01-16,2024-07-01
22182901,Alexei Popyrin,alexei popyrin,AUS,R,196.0,2018-01-15,2024-08-26
67471888,Reilly Opelka,reilly opelka,USA,R,211.0,2017-01-16,2024-08-26
53161722,Henri Laaksonen,henri laaksonen,SUI,R,185.0,2017-07-03,2022-06-27
77177712,Salvatore Caruso,salvatore caruso,ITA,R,185.0,2018-01-15,2022-01-17
45941068,Lloyd Harris,lloyd harris,RSA,R,193.0,2018-08-27,2024-07-01
30953899,Elliot Benchetrit,elliot benchetrit,MAR,R,193.0,2018-05-28,2020-09-28
42737362,Mikael Ymer,mikael ymer,SWE,R,183.0,2019-05-27,2023-07-03
87327699,Antoine Hoang,antoine hoang,FRA,R,183.0,2019-05-27,2021-08-30
20693345,Gregoire Barrere,gregoire barrere,FRA,R,183.0,2016-05-23,2024-05-27
57914015,Hugo Dellien,hugo dellien,BOL,R,180.0,2019-05-27,2023-08-28
29443880,Cristian Garin,cristian garin,CHI,R,185.0,2017-07-03,2024-07-01
82973507,Oscar Otte,oscar otte,GER,R,193.0,2018-05-28,2023-07-03
71334613,Juan Ignacio Londero,juan ignacio londero,ARG,R,180.0,2019-05-27,2022-05-23
97942164,Miomir Kecmanovic,miomir kecmanovic,SRB,R,183.0,2019-01-14,2024-08-26
16408722,Yannick Maden,yannick maden,GER,R,185.0,2018-07-02,2019-05-27
15356315,Felix Auger Aliassime,felix auger aliassime,CAN,R,193.0,2018-08-27,2024-08-26
64081521,Dominik Koepfer,dominik koepfer,GER,L,180.0,2019-07-01,2024-08-26
14243078,Jay Clarke,jay clarke,GBR,R,183.0,2018-07-02,2022-06-27
5285434,Jenson Brooksby,jenson brooksby,USA,R,188.0,2018-08-27,2023-01-16
79103821,Kamil Majchrzak,kamil majchrzak,POL,R,180.0,2019-01-14,2022-08-29
83947784,Egor Gerasimov,egor gerasimov,BLR,R,196.0,2019-08-26,2022-01-17
47113342,Pedro Martinez,pedro martinez,ESP,R,185.0,2019-05-27,2024-08-26
3664762,Alejandro Tabilo,alejandro tabilo,CHI,L,188.0,2020-01-20,2024-08-26
42687225,Jannik Sinner,jannik sinner,ITA,R,191.0,2019-08-26,2024-08-26
84138887,Tommy Paul,tommy paul,USA,R,185.0,2015-08-31,2024-08-26
57959594,Michael Mmoh,michael mmoh,USA,R,188.0,2016-08-29,2023-08-28
33317099,Alejandro Davidovich Fokina,alejandro davidovich fokina,ESP,R,183.0,2019-05-27,2024-08-26
42580593,Marc Polmans,marc polmans,AUS,R,188.0,2019-01-14,2024-01-15
79998015,Mitchell Krueger,mitchell krueger,USA,R,188.0,2018-08-27,2024-08-26
47348310,Soon Woo Kwon,soon woo kwon,KOR,R,180.0,2018-01-15,2024-08-26
64415274,Marcos Giron,marcos giron,USA,R,180.0,2014-08-25,2024-08-26
25180979,Maxime Cressy,maxime cressy,USA,R,201.0,2020-08-31,2023-07-03
93850103,Federico Coria,federico coria,ARG,R,180.0,2020-08-31,2024-08-26
1147763,Brandon Nakashima,brandon nakashima,USA,R,188.0,2020-08-31,2024-08-26
11650076,Emil Ruusuvuori,emil ruusuvuori,FIN,R,188.0,2020-08-31,2024-07-01
18335447,J J Wolf,j j wolf,USA,R,183.0,2020-08-31,2024-05-27
49401760,Christopher Oconnell,christopher oconnell,AUS,R,183.0,2017-01-16,2024-08-26
70079106,Norbert Gombos,norbert gombos,SVK,R,193.0,2017-07-03,2022-08-29
24546842,Sumit Nagal,sumit nagal,IND,R,178.0,2019-08-26,2024-08-26
53563242,Daniel Elahi Galan,daniel elahi galan,COL,R,191.0,2020-01-20,2024-07-01
96858422,Attila Balazs,attila balazs,HUN,R,180.0,2020-08-31,2023-08-28
12056656,Daniel Altmaier,daniel altmaier,GER,R,188.0,2020-09-28,2024-08-26
30924438,Nikola Milojevic,nikola milojevic,SRB,R,188.0,2020-09-28,2022-01-17
40243874,Jurij Rodionov,jurij rodionov,AUT,L,191.0,2020-09-28,2023-05-29
52457135,Lorenzo Giustino,lorenzo giustino,ITA,R,180.0,2020-01-20,2020-09-28
58490641,Hugo Gaston,hugo gaston,FRA,L,173.0,2020-01-20,2024-08-26
40168935,Sebastian Korda,sebastian korda,USA,R,196.0,2020-08-31,2024-08-26
29014129,Aslan Karatsev,aslan karatsev,RUS,R,185.0,2021-02-08,2024-07-01
23167503,Alexandre Muller,alexandre muller,FRA,R,183.0,2017-05-29,2024-08-26
58816947,Carlos Alcaraz,carlos alcaraz,ESP,R,183.0,2021-02-08,2024-08-26
93681177,Tomas Machac,tomas machac,CZE,R,183.0,2020-09-28,2024-08-26
62494695,Roman Safiullin,roman safiullin,RUS,R,185.0,2021-02-08,2024-08-26
