player_id,name,name_norm,ioc,first_seen_date,last_seen_date
54000837,Melle Van Gemerden,melle van gemerden,NED,2005-01-17,2006-06-26
11447403,Nathan Healey,nathan healey,AUS,2005-01-17,2006-05-29
42342055,Novak Djokovic,novak djokovic,SRB,2005-01-17,2024-08-26
76528549,Santiago Ventura,santiago ventura,ESP,2005-01-17,2010-06-21
98374500,Daniel Gimeno Traver,daniel gimeno traver,ESP,2005-05-23,2016-01-18
51446045,Dudi Sela,dudi sela,ISR,2005-05-23,2018-05-28
9703797,Gilles Simon,gilles simon,FRA,2005-05-23,2022-05-23
59742436,Jo-Wilfried Tsonga,jo-wilfried tsonga,FRA,2005-05-23,2022-05-23
96523544,Juan Pablo Brzezicki,juan pablo brzezicki,ARG,2005-05-23,2009-08-31
49153720,Lukas Dlouhy,lukas dlouhy,CZE,2005-05-23,2008-01-14
36926843,Robin Vik,robin vik,CZE,2005-05-23,2006-08-28
81629075,Sasa Tuksar,sasa tuksar,CRO,2005-05-23,2006-05-29
24368625,Stan Wawrinka,stan wawrinka,SUI,2005-05-23,2024-08-26
49682527,Tomas Tenconi,tomas tenconi,ITA,2005-05-23,2005-05-23
90001577,Adrian Garcia,adrian garcia,CHI,2005-06-20,2005-06-20
45768941,Alessio Di Mauro,alessio di mauro,ITA,2005-06-20,2007-05-28
52577225,Andy Murray,andy murray,GBR,2005-06-20,2024-05-27
56280824,David Sherwood,david sherwood,GBR,2005-06-20,2005-06-20
69162879,Ivo Minar,ivo minar,CZE,2005-06-20,2009-06-22
91515393,Josh Goodall,josh goodall,GBR,2005-06-20,2012-06-25
18663328,Tobias Summerer,tobias summerer,GER,2005-06-20,2005-08-29
24810416,Donald Young,donald young,USA,2005-08-29,2018-08-27
62747645,Michael Lammer,michael lammer,SUI,2005-08-29,2006-01-16
82299182,Paul Capdeville,paul capdeville,CHI,2005-08-29,2009-08-31
25245774,Razvan Sabau,razvan sabau,ROU,2005-08-29,2006-06-26
41433779,Boris Pashanski,boris pashanski,SRB,2006-01-16,2008-06-23
72386636,Carlos Berlocq,carlos berlocq,ARG,2006-01-16,2018-08-27
79591431,Denis Gremelmayr,denis gremelmayr,GER,2006-01-16,2011-06-20
12150093,Denis Istomin,denis istomin,UZB,2006-01-16,2021-05-31
17301710,Jacob Adaktusson,jacob adaktusson,SWE,2006-01-16,2006-01-16
11443923,Jean Christophe Faurel,jean christophe faurel,FRA,2006-01-16,2006-06-26
50110398,Pavel Snobel,pavel snobel,CZE,2006-01-16,2008-06-23
23616875,Zack Fleishman,zack fleishman,USA,2006-01-16,2007-06-25
48204638,Diego Hartfield,diego hartfield,ARG,2006-05-29,2008-01-14
59609241,Evgeny Korolev,evgeny korolev,KAZ,2006-05-29,2010-08-30
84199880,Ilija Bozoljac,ilija bozoljac,SRB,2006-05-29,2010-06-21
77802027,Jeremy Chardy,jeremy chardy,FRA,2006-05-29,2023-03-07
82453538,Juan Martin del Potro,juan martin del potro,ARG,2006-05-29,2019-05-27
26422412,Julio Silva,julio silva,BRA,2006-05-29,2010-08-30
16508378,Mathieu Montcourt,mathieu montcourt,FRA,2006-05-29,2009-05-25
51768529,Benedikt Dorsch,benedikt dorsch,GER,2006-06-26,2006-06-26
72898107,Benjamin Becker,benjamin becker,GER,2006-06-26,2016-08-29
10927973,Frank Dancevic,frank dancevic,CAN,2006-06-26,2014-08-25
95506128,Jamie Baker,jamie baker,GBR,2006-06-26,2013-01-14
85835955,Marcel Granollers,marcel granollers,ESP,2006-06-26,2019-08-26
83905211,Michael Berrer,michael berrer,GER,2006-06-26,2015-08-31
89911784,Simon Greul,simon greul,GER,2006-06-26,2011-01-17
25993036,Simon Stadler,simon stadler,GER,2006-06-26,2011-01-17
52956968,Alex Kuznetsov,alex kuznetsov,USA,2006-08-28,2014-06-23
82762946,Jan Hajek,jan hajek,CZE,2006-08-28,2014-01-13
45355814,Jesse Witten,jesse witten,USA,2006-08-28,2010-06-21
39549412,Lukasz Kubot,lukasz kubot,POL,2006-08-28,2014-06-23
21132808,Marco Chiudinelli,marco chiudinelli,SUI,2006-08-28,2016-08-29
24995008,Phillip Simmonds,phillip simmonds,USA,2006-08-28,2006-08-28
96635381,Ryan Sweeting,ryan sweeting,USA,2006-08-28,2012-06-25
40370271,Sam Querrey,sam querrey,USA,2006-08-28,2022-08-29
83919149,Teymuraz Gabashvili,teymuraz gabashvili,RUS,2006-08-28,2017-05-29
17379021,Thiago Alves,thiago alves,BRA,2006-08-28,2010-05-24
48935662,Brian Wilson,brian wilson,USA,2007-01-15,2007-01-15
46197232,Go Soeda,go soeda,JPN,2007-01-15,2020-08-31
49958108,Lukas Lacko,lukas lacko,SVK,2007-01-15,2018-08-27
31316536,Marin Cilic,marin cilic,CRO,2007-01-15,2024-01-15
84072024,Mischa Zverev,mischa zverev,GER,2007-01-15,2019-05-27
27734712,Nicolas Devilder,nicolas devilder,FRA,2007-01-15,2012-05-27
86668371,Robert Smeets,robert smeets,AUS,2007-01-15,2008-08-25
36528388,Alexandre Sidorenko,alexandre sidorenko,FRA,2007-05-28,2009-05-25
67718971,Dusan Vemic,dusan vemic,SRB,2007-05-28,2007-05-28
78782079,Edouard Roger Vasselin,edouard roger vasselin,FRA,2007-05-28,2010-05-24
89815685,Ernests Gulbis,ernests gulbis,LAT,2007-05-28,2020-01-20
77378609,Fabio Fognini,fabio fognini,ITA,2007-05-28,2024-08-26
39970348,Flavio Cipolla,flavio cipolla,ITA,2007-05-28,2013-01-14
74355811,Jonathan Eysseric,jonathan eysseric,FRA,2007-05-28,2008-05-25
79207624,Laurent Recouderc,laurent recouderc,FRA,2007-05-28,2010-05-24
78748321,Santiago Giraldo,santiago giraldo,COL,2007-05-28,2019-08-26
11146062,Simone Bolelli,simone bolelli,ITA,2007-05-28,2019-05-27
24784402,Aisam Ul Haq Qureshi,aisam ul haq qureshi,PAK,2007-06-25,2008-08-25
32125848,Rik De Voest,rik de voest,RSA,2007-06-25,2012-01-16
30985472,Sam Warburg,sam warburg,USA,2007-06-25,2008-08-25
5357056,Thiemo De Bakker,thiemo de bakker,NED,2007-06-25,2016-05-23
47457982,Bruno Echagaray,bruno echagaray,MEX,2007-08-27,2007-08-27
6250407,Dominik Meffert,dominik meffert,GER,2007-08-27,2007-08-27
63256272,Jesse Levine,jesse levine,CAN,2007-08-27,2013-06-24
29209023,John Isner,john isner,USA,2007-08-27,2023-08-28
99604167,Michael Mcclune,michael mcclune,USA,2007-08-27,2007-08-27
12491894,Michal Przysiezny,michal przysiezny,POL,2007-08-27,2014-06-23
17193178,Pablo Cuevas,pablo cuevas,URU,2007-08-27,2022-05-23
80343156,Philipp Petzschner,philipp petzschner,GER,2007-08-27,2013-08-26
86117379,Robin Haase,robin haase,NED,2007-08-27,2021-08-02
10161966,Steve Darcis,steve darcis,BEL,2007-08-27,2019-08-26
97737008,Brydan Klein,brydan klein,AUS,2008-01-14,2017-03-07
53951330,Edouard Roger-Vasselin,edouard roger-vasselin,FRA,2008-01-14,2016-06-27
98995085,Kevin Anderson,kevin anderson,RSA,2008-01-14,2022-01-17
54777472,Martin Slanar,martin slanar,AUT,2008-01-14,2008-01-14
70980028,Nick Lindahl,nick lindahl,AUS,2008-01-14,2010-01-18
72667020,Viktor Troicki,viktor troicki,SRB,2008-01-14,2021-08-02
17906708,Adrian Mannarino,adrian mannarino,FRA,2008-05-25,2024-08-26
96078619,Daniel Brands,daniel brands,GER,2008-05-25,2017-03-07
2588445,David Marrero,david marrero,ESP,2008-05-25,2008-05-25
7118752,Diego Junqueira,diego junqueira,ARG,2008-05-25,2011-08-29
6307122,Eduardo Schwank,eduardo schwank,ARG,2008-05-25,2012-05-27
76715513,Frederico Gil,frederico gil,POR,2008-05-25,2012-01-16
58770334,Jesse Huta Galung,jesse huta galung,NED,2008-05-25,2014-01-13
63389461,Josselin Ouanna,josselin ouanna,FRA,2008-05-25,2013-01-14
721645,Maximo Gonzalez,maximo gonzalez,ARG,2008-05-25,2015-05-24
74986505,Miguel Angel Lopez Jaen,miguel angel lopez jaen,ESP,2008-05-25,2008-05-25
40325697,Pablo Andujar,pablo andujar,ESP,2008-05-25,2022-06-27
4462879,Sebastian Decoud,sebastian decoud,ARG,2008-05-25,2008-05-25
18495599,Thomaz Bellucci,thomaz bellucci,BRA,2008-05-25,2018-05-28
20625473,Victor Crivoi,victor crivoi,ROU,2008-05-25,2009-08-31
20774948,Andreas Beck,andreas beck,GER,2008-06-23,2014-08-25
42174115,Brian Dabul,brian dabul,ARG,2008-06-23,2011-05-22
53759313,Chris Eaton,chris eaton,GBR,2008-06-23,2008-06-23
94516134,Dawid Olejniczak,dawid olejniczak,POL,2008-06-23,2008-06-23
86287752,Izak Van Der Merwe,izak van der merwe,RSA,2008-06-23,2008-06-23
31712579,Kei Nishikori,kei nishikori,JPN,2008-06-23,2024-05-27
95213187,Sergiy Stakhovsky,sergiy stakhovsky,UKR,2008-06-23,2021-08-02
3441613,Tobias Kamke,tobias kamke,GER,2008-06-23,2019-08-26
84655398,Andrey Golubev,andrey golubev,KAZ,2008-08-25,2015-05-24
92599157,Austin Krajicek,austin krajicek,USA,2008-08-25,2016-01-18
54842034,Brendan Evans,brendan evans,USA,2008-08-25,2010-06-21
59741908,Carsten Ball,carsten ball,AUS,2008-08-25,2011-01-17
33007925,Jan Minar,jan minar,CZE,2008-08-25,2008-08-25
23328238,Rui Machado,rui machado,POR,2008-08-25,2012-08-27
32318521,Ryler Deheart,ryler deheart,USA,2008-08-25,2008-08-25
13877716,Stephane Bohli,stephane bohli,SUI,2008-08-25,2008-08-25
84320653,Andrea Stoppini,andrea stoppini,ITA,2009-01-19,2009-01-19
80365173,Bernard Tomic,bernard tomic,AUS,2009-01-19,2021-08-02
93511787,Colin Ebelthite,colin ebelthite,AUS,2009-01-19,2009-01-19
78876320,Lamine Ouahab,lamine ouahab,ALG,2009-01-19,2009-01-19
91848756,Peter Polansky,peter polansky,CAN,2009-01-19,2018-08-27
43616516,Sam Groth,sam groth,AUS,2009-01-19,2017-01-16
58036056,Daniel Koellerer,daniel koellerer,AUT,2009-05-25,2010-05-24
68279870,Franco Ferreiro,franco ferreiro,BRA,2009-05-25,2009-05-25
14169327,Guillaume Rufin,guillaume rufin,FRA,2009-05-25,2013-08-26
80481585,Leonardo Mayer,leonardo mayer,ARG,2009-05-25,2020-08-31
18152860,Romain Jouan,romain jouan,FRA,2009-05-25,2011-08-29
55830548,Daniel Evans,daniel evans,GBR,2009-06-22,2024-08-26
35866729,Grega Zemlja,grega zemlja,SLO,2009-06-22,2013-08-26
9095611,Grigor Dimitrov,grigor dimitrov,BUL,2009-06-22,2024-08-26
59893309,James Ward,james ward,GBR,2009-06-22,2019-01-07
79637651,Luka Gregorc,luka gregorc,SLO,2009-06-22,2009-06-22
58850860,Michael Yani,michael yani,USA,2009-06-22,2011-08-29
69917358,Riccardo Ghedin,riccardo ghedin,ITA,2009-06-22,2009-06-22
71114188,Santiago Gonzalez,santiago gonzalez,MEX,2009-06-22,2009-06-22
76078659,Chase Buchanan,chase buchanan,USA,2009-08-31,2009-08-31
81685543,Devin Britton,devin britton,USA,2009-08-31,2009-08-31
4910374,Horacio Zeballos,horacio zeballos,ARG,2009-08-31,2018-05-28
75842846,Marsel Ilhan,marsel ilhan,TUR,2009-08-31,2016-05-23
66523672,Somdev Devvarman,somdev devvarman,IND,2009-08-31,2014-06-23
27062350,Antonio Veic,antonio veic,CRO,2010-01-18,2011-05-22
96177559,Blaz Kavcic,blaz kavcic,SLO,2010-01-18,2018-01-15
75309651,David Guez,david guez,FRA,2010-01-18,2014-01-13
8920725,Illya Marchenko,illya marchenko,UKR,2010-01-18,2017-03-07
74784875,Ivan Dodig,ivan dodig,CRO,2010-01-18,2017-01-16
68349476,Ivan Sergeyev,ivan sergeyev,UKR,2010-01-18,2010-01-18
67914159,Jason Kubler,jason kubler,AUS,2010-01-18,2024-01-15
25467094,Louk Sorensen,louk sorensen,IRL,2010-01-18,2011-08-29
32189323,Marinko Matosevic,marinko matosevic,AUS,2010-01-18,2015-06-29
1836928,Matthew Ebden,matthew ebden,AUS,2010-01-18,2019-05-27
10280902,Paolo Lorenzi,paolo lorenzi,ITA,2010-01-18,2020-08-31
76038203,Ricardo Hocevar,ricardo hocevar,BRA,2010-01-18,2010-01-18
30962847,Ryan Harrison,ryan harrison,USA,2010-01-18,2019-01-14
54811555,Alexandr Dolgopolov,alexandr dolgopolov,UKR,2010-05-24,2018-01-15
3656666,Benoit Paire,benoit paire,FRA,2010-05-24,2023-05-29
4931224,Gianni Mina,gianni mina,FRA,2010-05-24,2010-05-24
95382419,Jorge Aguilar,jorge aguilar,CHI,2010-05-24,2010-05-24
17412605,Julian Reister,julian reister,GER,2010-05-24,2014-06-23
74470268,Martin Fischer,martin fischer,AUT,2010-05-24,2011-06-20
83508236,Pere Riba,pere riba,ESP,2010-05-24,2014-08-25
48353604,Andrey Kuznetsov,andrey kuznetsov,RUS,2010-06-21,2022-05-23
66052276,Dustin Brown,dustin brown,JAM,2010-06-21,2018-01-15
95235646,Guillermo Alcaide,guillermo alcaide,ESP,2010-06-21,2010-06-21
43815940,Ricardas Berankis,ricardas berankis,LTU,2010-06-21,2022-06-27
83930276,Andreas Haider Maurer,andreas haider maurer,AUT,2010-08-30,2018-05-28
92549367,Bradley Klahn,bradley klahn,USA,2010-08-30,2020-08-31
60293574,Dusan Lojda,dusan lojda,CZE,2010-08-30,2010-08-30
76699505,Jack Sock,jack sock,USA,2010-08-30,2022-08-29
28593290,Lukas Rosol,lukas rosol,CZE,2010-08-30,2022-06-27
63033541,Martin Klizan,martin klizan,SVK,2010-08-30,2019-08-26
64058540,Mikhail Kukushkin,mikhail kukushkin,KAZ,2010-08-30,2024-05-27
91829394,Milos Raonic,milos raonic,CAN,2010-08-30,2024-01-15
75736406,Tim Smyczek,tim smyczek,USA,2010-08-30,2018-08-27
27514929,Marco Crugnola,marco crugnola,ITA,2011-01-17,2011-01-17
22020588,Vincent Millot,vincent millot,FRA,2011-01-17,2017-08-28
42248572,Albert Ramos,albert ramos,ESP,2011-05-22,2024-08-26
69414241,Augustin Gensse,augustin gensse,FRA,2011-05-22,2011-08-29
93634128,Javier Marti,javier marti,ESP,2011-05-22,2011-05-22
2643748,Maxime Teixeira,maxime teixeira,FRA,2011-05-22,2013-05-27
85024009,Thomas Schoorel,thomas schoorel,NED,2011-05-22,2011-05-22
97545290,Cedrik Marcel Stebe,cedrik marcel stebe,GER,2011-06-20,2021-08-02
53908007,Conor Niland,conor niland,IRL,2011-06-20,2011-08-29
25138469,Daniel Cox,daniel cox,GBR,2011-06-20,2014-06-23
52077976,Igor Sijsling,igor sijsling,NED,2011-06-20,2016-06-27
95509998,Jaroslav Pospisil,jaroslav pospisil,CZE,2011-06-20,2011-06-20
33725662,Kenny De Schepper,kenny de schepper,FRA,2011-06-20,2016-05-23
72024767,Matthias Bachinger,matthias bachinger,GER,2011-06-20,2018-01-15
71615108,Ruben Bemelmans,ruben bemelmans,BEL,2011-06-20,2019-01-07
81076851,Joao Souza,joao souza,BRA,2011-08-29,2015-08-31
52905542,Jonathan Dasnieres De Veigy,jonathan dasnieres de veigy,FRA,2011-08-29,2012-05-27
56066690,Malek Jaziri,malek jaziri,TUN,2011-08-29,2019-05-27
3638453,Robert Farah,robert farah,COL,2011-08-29,2011-08-29
44808690,Rogerio Dutra Silva,rogerio dutra silva,BRA,2011-08-29,2018-05-28
58813454,Sergei Bubka,sergei bubka,UKR,2011-08-29,2011-08-29
97145470,Steve Johnson,steve johnson,USA,2011-08-29,2023-08-28
32332849,Tatsuma Ito,tatsuma ito,JPN,2011-08-29,2020-01-20
8579870,Vasek Pospisil,vasek pospisil,CAN,2011-08-29,2023-01-16
2284506,Alexander Kudryavtsev,alexander kudryavtsev,RUS,2012-01-16,2016-06-27
80527871,Benjamin Mitchell,benjamin mitchell,AUS,2012-01-16,2013-01-14
27186822,Denis Kudla,denis kudla,USA,2012-01-16,2023-01-16
27755159,Frederik Nielsen,frederik nielsen,DEN,2012-01-16,2012-01-16
51050326,Greg Jones,greg jones,AUS,2012-01-16,2012-01-16
88990078,James Duckworth,james duckworth,AUS,2012-01-16,2024-08-26
56466670,Jurgen Zopp,jurgen zopp,EST,2012-01-16,2018-05-28
78580397,Matteo Viola,matteo viola,ITA,2012-01-16,2012-01-16
88341605,Peter Gojowczyk,peter gojowczyk,GER,2012-01-16,2022-08-29
2319749,Roberto Bautista Agut,roberto bautista agut,ESP,2012-01-16,2024-08-26
4800079,Adrian Ungur,adrian ungur,ROU,2012-05-27,2016-05-23
64036821,Daniel Munoz de la Nava,daniel munoz de la nava,ESP,2012-05-27,2016-05-23
98990907,David Goffin,david goffin,BEL,2012-05-27,2024-08-26
42648993,Filip Krajinovic,filip krajinovic,SRB,2012-05-27,2023-05-29
36511109,Joao Sousa,joao sousa,POR,2012-05-27,2023-01-16
62852,Adrian Menendez Maceiras,adrian menendez maceiras,ESP,2012-06-25,2017-08-28
23777341,Inigo Cervantes Huegun,inigo cervantes huegun,ESP,2012-06-25,2016-08-29
14823942,Jerzy Janowicz,jerzy janowicz,POL,2012-06-25,2017-05-29
17242060,Oliver Golding,oliver golding,GBR,2012-06-25,2012-06-25
40319854,Dennis Novikov,dennis novikov,USA,2012-08-27,2016-06-27
86025420,Guido Andreozzi,guido andreozzi,ARG,2012-08-27,2019-05-27
27864298,Guido Pella,guido pella,ARG,2012-08-27,2023-08-28
31120675,Hiroki Moriya,hiroki moriya,JPN,2012-08-27,2015-06-29
85893318,Maxime Authom,maxime authom,BEL,2012-08-27,2013-01-14
62285677,Rhyne Williams,rhyne williams,USA,2012-08-27,2014-01-13
65237694,Aljaz Bedene,aljaz bedene,SLO,2013-01-14,2022-08-29
35247134,Amir Weintraub,amir weintraub,ISR,2013-01-14,2013-01-14
19235851,Arnau Brugues Davi,arnau brugues davi,ESP,2013-01-14,2013-01-14
79364435,Di Wu,di wu,CHN,2013-01-14,2016-01-18
6384390,Evgeny Donskoy,evgeny donskoy,RUS,2013-01-14,2021-08-30
23031577,John Millman,john millman,AUS,2013-01-14,2023-01-16
4581515,John Patrick Smith,john patrick smith,AUS,2013-01-14,2020-01-20
71267884,Luke Saville,luke saville,AUS,2013-01-14,2016-06-27
12661837,Federico Delbonis,federico delbonis,ARG,2013-05-27,2022-08-29
55017716,Jan Lennard Struff,jan lennard struff,GER,2013-05-27,2024-08-26
71626122,Jiri Vesely,jiri vesely,CZE,2013-05-27,2024-01-15
93355379,Lucas Pouille,lucas pouille,FRA,2013-05-27,2024-01-07
46770959,Martin Alund,martin alund,ARG,2013-05-27,2013-06-24
76269198,Nick Kyrgios,nick kyrgios,AUS,2013-05-27,2022-08-29
23023747,Pablo Carreno Busta,pablo carreno busta,ESP,2013-05-27,2024-08-26
4774359,Bastian Knittel,bastian knittel,GER,2013-06-24,2013-06-24
58982074,Gastao Elias,gastao elias,POR,2013-06-24,2018-02-07
2199745,Kyle Edmund,kyle edmund,GBR,2013-06-24,2023-01-16
53816847,Matt Reid,matt reid,AUS,2013-06-24,2013-06-24
21106747,Albano Olivetti,albano olivetti,FRA,2013-08-26,2016-06-27
23151612,Andrej Martin,andrej martin,SVK,2013-08-26,2021-08-02
22049911,Collin Altamirano,collin altamirano,USA,2013-08-26,2018-08-27
80253193,Thomas Fabbiano,thomas fabbiano,ITA,2013-08-26,2019-08-26
28510968,Alejandro Gonzalez,alejandro gonzalez,COL,2014-01-13,2015-08-31
37493615,Aleksandr Nedovyesov,aleksandr nedovyesov,KAZ,2014-01-13,2015-08-31
71496444,Blaz Rola,blaz rola,SLO,2014-01-13,2019-05-27
20848857,Damir Dzumhur,damir dzumhur,BIH,2014-01-13,2022-01-17
40035892,Dominic Thiem,dominic thiem,AUT,2014-01-13,2024-08-26
99764096,Dusan Lajovic,dusan lajovic,SRB,2014-01-13,2024-08-26
85221269,Jordan Thompson,jordan thompson,AUS,2014-01-13,2024-08-26
74189284,Thanasi Kokkinakis,thanasi kokkinakis,AUS,2014-01-13,2024-08-26
21203621,Ze Zhang,ze zhang,CHN,2014-01-13,2015-01-19
11667704,Andrea Arnaboldi,andrea arnaboldi,ITA,2014-05-26,2019-01-07
59204007,Ante Pavic,ante pavic,CRO,2014-05-26,2014-06-23
56290182,Axel Michon,axel michon,FRA,2014-05-26,2014-05-26
12576254,Diego Schwartzman,diego schwartzman,ARG,2014-05-26,2024-08-26
59336735,Facundo Arguello,facundo arguello,ARG,2014-05-26,2015-05-24
24829845,Facundo Bagnis,facundo bagnis,ARG,2014-05-26,2023-01-16
33741490,Laurent Lokoli,laurent lokoli,FRA,2014-05-26,2023-03-07
58493352,Miloslav Mecir Jr,miloslav mecir jr,SVK,2014-05-26,2014-05-26
43994316,Pierre Hugues Herbert,pierre hugues herbert,FRA,2014-05-26,2024-05-27
38836000,Victor Estrella,victor estrella,DOM,2014-05-26,2018-01-15
42462174,Daniel Smethurst,daniel smethurst,GBR,2014-06-23,2014-06-23
96890866,Konstantin Kravchuk,konstantin kravchuk,RUS,2014-06-23,2017-05-29
39693877,Tim Puetz,tim puetz,GER,2014-06-23,2015-01-19
93984342,Yuichi Sugita,yuichi sugita,JPN,2014-06-23,2021-08-30
33620474,Borna Coric,borna coric,CRO,2014-08-25,2024-08-26
73988324,James Mcgee,james mcgee,IRL,2014-08-25,2014-08-25
82355692,Jared Donaldson,jared donaldson,USA,2014-08-25,2018-05-28
92165347,Marcos Giron,marcos giron,USA,2014-08-25,2024-08-26
52937265,Niels Desein,niels desein,BEL,2014-08-25,2014-08-25
46457926,Noah Rubin,noah rubin,USA,2014-08-25,2019-01-07
43601615,Radu Albot,radu albot,MDA,2014-08-25,2024-08-26
29471513,Taro Daniel,taro daniel,JPN,2014-08-25,2024-08-26
83339930,Yoshihito Nishioka,yoshihito nishioka,JPN,2014-08-25,2024-08-26
31951863,Elias Ymer,elias ymer,SWE,2015-01-19,2024-01-07
59997146,Marius Copil,marius copil,ROU,2015-01-19,2019-08-26
66893811,Yuki Bhambri,yuki bhambri,IND,2015-01-19,2018-08-27
9355355,Christian Lindell,christian lindell,SWE,2015-05-24,2015-05-24
55103597,Frances Tiafoe,frances tiafoe,USA,2015-05-24,2024-08-26
47972717,Germain Gigounon,germain gigounon,BEL,2015-05-24,2015-05-24
58962440,Kimmer Coppejans,kimmer coppejans,BEL,2015-05-24,2023-03-07
79776467,Luca Vanni,luca vanni,ITA,2015-05-24,2019-01-14
27023685,Maxime Hamou,maxime hamou,FRA,2015-05-24,2017-05-29
74367467,Nikoloz Basilashvili,nikoloz basilashvili,GEO,2015-05-24,2023-01-16
56134727,Quentin Halys,quentin halys,FRA,2015-05-24,2024-08-26
46734571,Alexander Zverev,alexander zverev,GER,2015-06-29,2024-08-26
10991086,Hyeon Chung,hyeon chung,KOR,2015-06-29,2019-08-26
10631763,Liam Broady,liam broady,GBR,2015-06-29,2024-01-07
63724855,Andrey Rublev,andrey rublev,RUS,2015-08-31,2024-08-26
3265508,Bjorn Fratangelo,bjorn fratangelo,USA,2015-08-31,2022-05-23
19421898,Marco Cecchinato,marco cecchinato,ITA,2015-08-31,2023-08-28
862659,Ryan Shane,ryan shane,USA,2015-08-31,2015-08-31
19417702,Tommy Paul,tommy paul,USA,2015-08-31,2024-08-26
1316993,Jozef Kovalik,jozef kovalik,SVK,2016-01-18,2024-05-27
53123998,Marco Trungelliti,marco trungelliti,ARG,2016-01-18,2022-01-17
70596088,Mirza Basic,mirza basic,BIH,2016-01-18,2019-01-14
71240421,Omar Jasika,omar jasika,AUS,2016-01-18,2024-01-15
25692656,Renzo Olivo,renzo olivo,ARG,2016-01-18,2017-05-29
77721566,Taylor Fritz,taylor fritz,USA,2016-01-18,2024-08-26
36504399,Adam Pavlasek,adam pavlasek,CZE,2016-05-23,2018-05-28
50263881,Gerald Melzer,gerald melzer,AUT,2016-05-23,2018-01-15
72552718,Gregoire Barrere,gregoire barrere,FRA,2016-05-23,2024-05-27
1664060,Jordi Samper Montana,jordi samper montana,ESP,2016-05-23,2016-05-23
23946905,Laslo Djere,laslo djere,SRB,2016-05-23,2024-08-26
33821870,Mathias Bourgue,mathias bourgue,FRA,2016-05-23,2021-05-31
71463953,Roberto Carballes Baena,roberto carballes baena,ESP,2016-05-23,2024-08-26
65826293,Alexander Ward,alexander ward,GBR,2016-06-27,2017-03-07
98174267,Franko Skugor,franko skugor,CRO,2016-06-27,2016-06-27
37483473,Marcus Willis,marcus willis,GBR,2016-06-27,2016-06-27
50075584,Matthew Barton,matthew barton,AUS,2016-06-27,2016-06-27
16986602,Tristan Lamasine,tristan lamasine,FRA,2016-06-27,2016-06-27
3133152,Alessandro Giannessi,alessandro giannessi,ITA,2016-08-29,2022-05-23
75585919,Christian Harrison,christian harrison,USA,2016-08-29,2022-06-27
77124634,Ernesto Escobedo,ernesto escobedo,MEX,2016-08-29,2023-01-16
84997714,Guilherme Clezar,guilherme clezar,BRA,2016-08-29,2016-08-29
67817950,Ilya Ivashka,ilya ivashka,BLR,2016-08-29,2023-08-28
21678284,Jan Satral,jan satral,CZE,2016-08-29,2016-08-29
92203525,Karen Khachanov,karen khachanov,RUS,2016-08-29,2024-08-26
31755184,Mackenzie Mcdonald,mackenzie mcdonald,USA,2016-08-29,2024-08-26
36186323,Marton Fucsovics,marton fucsovics,HUN,2016-08-29,2024-08-26
8575934,Michael Mmoh,michael mmoh,USA,2016-08-29,2023-08-28
68898356,Saketh Myneni,saketh myneni,IND,2016-08-29,2016-08-29
65417071,Alex Bolt,alex bolt,AUS,2017-01-16,2024-01-07
28865657,Alex De Minaur,alex de minaur,AUS,2017-01-16,2024-08-26
40706048,Alexander Bublik,alexander bublik,KAZ,2017-01-16,2024-08-26
13725465,Andrew Whittington,andrew whittington,AUS,2017-01-16,2017-03-07
52070874,Blake Mott,blake mott,AUS,2017-01-16,2017-01-16
72134275,Christopher Oconnell,christopher oconnell,AUS,2017-01-16,2024-08-26
57428056,Daniil Medvedev,daniil medvedev,RUS,2017-01-16,2024-08-26
75506370,Reilly Opelka,reilly opelka,USA,2017-01-16,2024-08-26
62268381,Thiago Monteiro,thiago monteiro,BRA,2017-01-16,2024-08-26
19083412,Cameron Norrie,cameron norrie,GBR,2017-03-07,2024-05-27
60341114,Cristian Garin,cristian garin,CHI,2017-03-07,2024-01-15
1710964,Denis Shapovalov,denis shapovalov,CAN,2017-03-07,2024-08-26
90934312,Henri Laaksonen,henri laaksonen,SUI,2017-03-07,2022-06-27
23872944,Nicolas Jarry,nicolas jarry,CHI,2017-03-07,2024-08-26
2790234,Nicolas Kicker,nicolas kicker,ARG,2017-03-07,2018-01-15
34801280,Norbert Gombos,norbert gombos,SVK,2017-03-07,2022-08-29
36411707,Sebastian Ofner,sebastian ofner,AUT,2017-03-07,2024-08-26
60962221,Stefano Travaglia,stefano travaglia,ITA,2017-03-07,2023-08-28
57771350,Stefanos Tsitsipas,stefanos tsitsipas,GRE,2017-03-07,2024-08-26
98376956,Alexandre Muller,alexandre muller,FRA,2017-05-29,2024-08-26
36823293,Arthur De Greef,arthur de greef,BEL,2017-05-29,2017-05-29
66463081,Benjamin Bonzi,benjamin bonzi,FRA,2017-05-29,2024-01-15
67582260,Stefano Napolitano,stefano napolitano,ITA,2017-05-29,2017-05-29
93309920,Tennys Sandgren,tennys sandgren,USA,2017-05-29,2021-08-30
51742194,Christopher Eubanks,christopher eubanks,USA,2017-08-28,2024-08-26
8427463,Darian King,darian king,BAR,2017-08-28,2017-08-28
12390486,Evan King,evan king,USA,2017-08-28,2017-08-28
8684710,Geoffrey Blancaneaux,geoffrey blancaneaux,FRA,2017-08-28,2022-05-23
35885002,Jc Aragone,jc aragone,USA,2017-08-28,2017-08-28
