tourney_id,tourney_name,surface,tourney_date,draw_size,tourney_level,match_num,best_of,round,minutes,score,winner_id,winner_name,winner_name_norm,winner_hand,winner_ioc,winner_age,winner_rank,winner_seed,winner_ht,loser_id,loser_name,loser_name_norm,loser_hand,loser_ioc,loser_age,loser_rank,loser_seed,loser_ht,__source_year,match_key
2003-520,Roland Garros,Clay,26/05/2003,128,G,104,5,R32,205.0,6-7(1) 6-4 6-2 3-6 6-3,34432418,Jarkko Nieminen,jarkko nieminen,L,FIN,21.8,34.0,30.0,185.0,6990702,Victor Hanescu,victor hanescu,R,ROU,21.8,122.0,,198.0,2003,2003-520_R32_Jarkko Nieminen_vs_Victor Hanescu
2003-520,Roland Garros,Clay,26/05/2003,128,G,105,5,R32,176.0,5-7 6-4 6-2 7-5,97771689,Martin Verkerk,martin verkerk,R,NED,24.5,46.0,,196.0,2432553,Vincent Spadea,vincent spadea,R,USA,28.8,32.0,29.0,183.0,2003,2003-520_R32_Martin Verkerk_vs_Vincent Spadea
2003-520,Roland Garros,Clay,26/05/2003,128,G,106,5,R32,173.0,6-3 1-6 7-6(3) 2-3 RET,62023540,Rainer Schuettler,rainer schuettler,R,GER,27.0,11.0,11.0,180.0,86894981,Wayne Ferreira,wayne ferreira,R,RSA,31.6,24.0,22.0,185.0,2003,2003-520_R32_Rainer Schuettler_vs_Wayne Ferreira
2003-520,Roland Garros,Clay,26/05/2003,128,G,107,5,R32,156.0,6-4 7-5 3-6 6-2,30999997,Jiri Novak,jiri novak,R,CZE,28.1,14.0,13.0,190.0,71776499,Ivan Ljubicic,ivan ljubicic,R,CRO,24.1,43.0,,193.0,2003,2003-520_R32_Jiri Novak_vs_Ivan Ljubicic
2003-520,Roland Garros,Clay,26/05/2003,128,G,108,5,R32,186.0,6-2 6-3 3-6 2-6 6-3,44690618,Carlos Moya,carlos moya,R,ESP,26.7,4.0,4.0,190.0,91736267,Juan Ignacio Chela,juan ignacio chela,R,ARG,23.7,35.0,31.0,190.0,2003,2003-520_R32_Carlos Moya_vs_Juan Ignacio Chela
2003-520,Roland Garros,Clay,26/05/2003,128,G,109,5,R32,120.0,6-4 6-1 6-1,25837557,Guillermo Coria,guillermo coria,R,ARG,21.3,7.0,7.0,175.0,74093576,Attila Savolt,attila savolt,R,HUN,27.3,141.0,,183.0,2003,2003-520_R32_Guillermo Coria_vs_Attila Savolt
2003-520,Roland Garros,Clay,26/05/2003,128,G,110,5,R32,170.0,6-2 6-4 3-6 7-6(2),77505174,Mariano Zabaleta,mariano zabaleta,R,ARG,25.2,39.0,,183.0,3967655,Younes El Aynaoui,younes el aynaoui,R,MAR,31.7,26.0,23.0,193.0,2003,2003-520_R32_Mariano Zabaleta_vs_Younes El Aynaoui
2003-520,Roland Garros,Clay,26/05/2003,128,G,111,5,R32,126.0,7-6(3) 6-2 2-2 RET,12211658,Flavio Saretta,flavio saretta,R,BRA,22.9,78.0,,183.0,95959630,Galo Blanco,galo blanco,R,ESP,26.6,139.0,,173.0,2003,2003-520_R32_Flavio Saretta_vs_Galo Blanco
2003-520,Roland Garros,Clay,26/05/2003,128,G,112,5,R32,129.0,6-4 7-5 7-5,11102392,Andre Agassi,andre agassi,R,USA,33.0,2.0,2.0,180.0,84892363,Xavier Malisse,xavier malisse,R,BEL,22.8,29.0,26.0,185.0,2003,2003-520_R32_Andre Agassi_vs_Xavier Malisse
2003-520,Roland Garros,Clay,26/05/2003,128,G,113,5,R16,166.0,6-4 1-6 7-6(2) 6-4,81788658,Tommy Robredo,tommy robredo,R,ESP,21.0,31.0,28.0,180.0,1972334,Gustavo Kuerten,gustavo kuerten,R,BRA,26.7,16.0,15.0,190.0,2003,2003-520_R16_Tommy Robredo_vs_Gustavo Kuerten
2003-520,Roland Garros,Clay,26/05/2003,128,G,114,5,R16,187.0,6-2 7-5 7-5,85625579,Albert Costa,albert costa,R,ESP,27.9,9.0,9.0,180.0,4261640,Arnaud Clement,arnaud clement,R,FRA,25.4,36.0,32.0,173.0,2003,2003-520_R16_Albert Costa_vs_Arnaud Clement
2003-520,Roland Garros,Clay,26/05/2003,128,G,115,5,R16,100.0,6-2 6-1 6-1,87437430,Juan Carlos Ferrero,juan carlos ferrero,R,ESP,23.2,3.0,3.0,183.0,30443828,Felix Mantilla,felix mantilla,R,ESP,28.6,21.0,20.0,180.0,2003,2003-520_R16_Juan Carlos Ferrero_vs_Felix Mantilla
2003-520,Roland Garros,Clay,26/05/2003,128,G,116,5,R16,92.0,6-3 6-3 6-2,7897316,Fernando Gonzalez,fernando gonzalez,R,CHI,22.8,20.0,19.0,183.0,34432418,Jarkko Nieminen,jarkko nieminen,L,FIN,21.8,34.0,30.0,185.0,2003,2003-520_R16_Fernando Gonzalez_vs_Jarkko Nieminen
2003-520,Roland Garros,Clay,26/05/2003,128,G,117,5,R16,121.0,6-3 6-3 7-5,97771689,Martin Verkerk,martin verkerk,R,NED,24.5,46.0,,196.0,62023540,Rainer Schuettler,rainer schuettler,R,GER,27.0,11.0,11.0,180.0,2003,2003-520_R16_Martin Verkerk_vs_Rainer Schuettler
2003-520,Roland Garros,Clay,26/05/2003,128,G,118,5,R16,103.0,7-5 6-3 6-2,44690618,Carlos Moya,carlos moya,R,ESP,26.7,4.0,4.0,190.0,30999997,Jiri Novak,jiri novak,R,CZE,28.1,14.0,13.0,190.0,2003,2003-520_R16_Carlos Moya_vs_Jiri Novak
2003-520,Roland Garros,Clay,26/05/2003,128,G,119,5,R16,281.0,6-4 7-6(4) 5-7 6-7(4) 6-3,25837557,Guillermo Coria,guillermo coria,R,ARG,21.3,7.0,7.0,175.0,77505174,Mariano Zabaleta,mariano zabaleta,R,ARG,25.2,39.0,,183.0,2003,2003-520_R16_Guillermo Coria_vs_Mariano Zabaleta
2003-520,Roland Garros,Clay,26/05/2003,128,G,120,5,R16,104.0,6-2 6-1 7-5,11102392,Andre Agassi,andre agassi,R,USA,33.0,2.0,2.0,180.0,12211658,Flavio Saretta,flavio saretta,R,BRA,22.9,78.0,,183.0,2003,2003-520_R16_Andre Agassi_vs_Flavio Saretta
2003-520,Roland Garros,Clay,26/05/2003,128,G,121,5,QF,209.0,2-6 3-6 6-4 7-5 6-2,85625579,Albert Costa,albert costa,R,ESP,27.9,9.0,9.0,180.0,81788658,Tommy Robredo,tommy robredo,R,ESP,21.0,31.0,28.0,180.0,2003,2003-520_QF_Albert Costa_vs_Tommy Robredo
2003-520,Roland Garros,Clay,26/05/2003,128,G,122,5,QF,209.0,6-1 3-6 6-1 5-7 6-4,87437430,Juan Carlos Ferrero,juan carlos ferrero,R,ESP,23.2,3.0,3.0,183.0,7897316,Fernando Gonzalez,fernando gonzalez,R,CHI,22.8,20.0,19.0,183.0,2003,2003-520_QF_Juan Carlos Ferrero_vs_Fernando Gonzalez
2003-520,Roland Garros,Clay,26/05/2003,128,G,123,5,QF,232.0,6-3 6-4 5-7 4-6 8-6,97771689,Martin Verkerk,martin verkerk,R,NED,24.5,46.0,,196.0,44690618,Carlos Moya,carlos moya,R,ESP,26.7,4.0,4.0,190.0,2003,2003-520_QF_Martin Verkerk_vs_Carlos Moya
2003-520,Roland Garros,Clay,26/05/2003,128,G,124,5,QF,152.0,4-6 6-3 6-2 6-4,25837557,Guillermo Coria,guillermo coria,R,ARG,21.3,7.0,7.0,175.0,11102392,Andre Agassi,andre agassi,R,USA,33.0,2.0,2.0,180.0,2003,2003-520_QF_Guillermo Coria_vs_Andre Agassi
2003-520,Roland Garros,Clay,26/05/2003,128,G,125,5,SF,164.0,6-3 7-6(5) 6-4,87437430,Juan Carlos Ferrero,juan carlos ferrero,R,ESP,23.2,3.0,3.0,183.0,85625579,Albert Costa,albert costa,R,ESP,27.9,9.0,9.0,180.0,2003,2003-520_SF_Juan Carlos Ferrero_vs_Albert Costa
2003-520,Roland Garros,Clay,26/05/2003,128,G,126,5,SF,160.0,7-6(4) 6-4 7-6(0),97771689,Martin Verkerk,martin verkerk,R,NED,24.5,46.0,,196.0,25837557,Guillermo Coria,guillermo coria,R,ARG,21.3,7.0,7.0,175.0,2003,2003-520_SF_Martin Verkerk_vs_Guillermo Coria
2003-520,Roland Garros,Clay,26/05/2003,128,G,127,5,F,129.0,6-1 6-3 6-2,87437430,Juan Carlos Ferrero,juan carlos ferrero,R,ESP,23.2,3.0,3.0,183.0,97771689,Martin Verkerk,martin verkerk,R,NED,24.5,46.0,,196.0,2003,2003-520_F_Juan Carlos Ferrero_vs_Martin Verkerk
2003-540,Wimbledon,Grass,23/06/2003,128,G,1,5,R128,144.0,1-6 7-6(5) 6-3 6-4,39371802,Ivo Karlovic,ivo karlovic,R,CRO,24.3,203.0,,208.0,57874866,Lleyton Hewitt,lleyton hewitt,R,AUS,22.3,2.0,1.0,180.0,2003,2003-540_R128_Ivo Karlovic_vs_Lleyton Hewitt
2003-540,Wimbledon,Grass,23/06/2003,128,G,2,5,R128,161.0,7-6(8) 6-3 3-6 7-6(2),88325317,Paul Baccanello,paul baccanello,R,AUS,24.0,204.0,,183.0,36108295,Ivo Heuberger,ivo heuberger,R,SUI,27.3,137.0,,188.0,2003,2003-540_R128_Paul Baccanello_vs_Ivo Heuberger
2003-540,Wimbledon,Grass,23/06/2003,128,G,3,5,R128,152.0,7-5 3-6 6-3 7-5,71776499,Ivan Ljubicic,ivan ljubicic,R,CRO,24.2,39.0,,193.0,94859806,Taylor Dent,taylor dent,R,USA,22.1,37.0,,188.0,2003,2003-540_R128_Ivan Ljubicic_vs_Taylor Dent
2003-540,Wimbledon,Grass,23/06/2003,128,G,4,5,R128,98.0,6-2 6-4 6-4,81013241,Max Mirnyi,max mirnyi,R,BLR,25.9,43.0,,196.0,2432553,Vincent Spadea,vincent spadea,R,USA,28.9,33.0,31.0,183.0,2003,2003-540_R128_Max Mirnyi_vs_Vincent Spadea
2003-540,Wimbledon,Grass,23/06/2003,128,G,5,5,R128,103.0,6-3 6-4 7-6(6),3466042,Jurgen Melzer,jurgen melzer,L,AUT,22.0,100.0,,183.0,7897316,Fernando Gonzalez,fernando gonzalez,R,CHI,22.8,15.0,19.0,183.0,2003,2003-540_R128_Jurgen Melzer_vs_Fernando Gonzalez
2003-540,Wimbledon,Grass,23/06/2003,128,G,6,5,R128,134.0,6-3 7-6(6) 6-2,56865819,Jonas Bjorkman,jonas bjorkman,R,SWE,31.2,79.0,,183.0,81437924,Petr Luxa,petr luxa,R,CZE,31.3,253.0,,190.0,2003,2003-540_R128_Jonas Bjorkman_vs_Petr Luxa
2003-540,Wimbledon,Grass,23/06/2003,128,G,7,5,R128,77.0,6-2 6-2 6-4,17360283,Justin Gimelstob,justin gimelstob,R,USA,26.4,96.0,,196.0,61040486,Irakli Labadze,irakli labadze,L,GEO,22.0,103.0,,188.0,2003,2003-540_R128_Justin Gimelstob_vs_Irakli Labadze
2003-540,Wimbledon,Grass,23/06/2003,128,G,8,5,R128,273.0,6-3 4-6 7-6(2) 6-7(3) 10-8,4261640,Arnaud Clement,arnaud clement,R,FRA,25.5,30.0,15.0,173.0,7573096,Robby Ginepri,robby ginepri,R,USA,20.7,54.0,,183.0,2003,2003-540_R128_Arnaud Clement_vs_Robby Ginepri
2003-540,Wimbledon,Grass,23/06/2003,128,G,9,5,R128,158.0,6-3 6-4 4-6 3-6 6-3,32449599,Paradorn Srichaphan,paradorn srichaphan,R,THA,24.0,11.0,12.0,185.0,87917681,Dominik Hrbaty,dominik hrbaty,R,SVK,25.4,66.0,,183.0,2003,2003-540_R128_Paradorn Srichaphan_vs_Dominik Hrbaty
2003-540,Wimbledon,Grass,23/06/2003,128,G,10,5,R128,148.0,4-6 0-6 6-4 7-6(1) 6-3,57801506,Olivier Mutis,olivier mutis,R,FRA,25.3,78.0,,175.0,10242596,Franco Squillari,franco squillari,L,ARG,27.8,86.0,,183.0,2003,2003-540_R128_Olivier Mutis_vs_Franco Squillari
2003-540,Wimbledon,Grass,23/06/2003,128,G,11,5,R128,184.0,6-3 6-4 4-6 6-4,55937811,Rafael Nadal,rafael nadal,L,ESP,17.0,76.0,,185.0,56559222,Mario Ancic,mario ancic,R,CRO,19.2,68.0,,196.0,2003,2003-540_R128_Rafael Nadal_vs_Mario Ancic
2003-540,Wimbledon,Grass,23/06/2003,128,G,12,5,R128,200.0,2-6 7-6(2) 1-6 7-6(5) 6-2,91148745,Lee Childs,lee childs,R,GBR,21.0,489.0,,,60154348,Nikolay Davydenko,nikolay davydenko,R,RUS,22.0,35.0,33.0,178.0,2003,2003-540_R128_Lee Childs_vs_Nikolay Davydenko
2003-540,Wimbledon,Grass,23/06/2003,128,G,13,5,R128,156.0,3-6 6-3 7-6(6) 6-4,81788658,Tommy Robredo,tommy robredo,R,ESP,21.1,21.0,25.0,180.0,37934933,Jose Acasuso,jose acasuso,R,ARG,20.6,53.0,,190.0,2003,2003-540_R128_Tommy Robredo_vs_Jose Acasuso
2003-540,Wimbledon,Grass,23/06/2003,128,G,14,5,R128,145.0,2-6 6-1 6-4 6-4,17202770,Brian Vahaly,brian vahaly,R,USA,23.9,81.0,,183.0,36011494,Filippo Volandri,filippo volandri,R,ITA,21.7,69.0,,183.0,2003,2003-540_R128_Brian Vahaly_vs_Filippo Volandri
2003-540,Wimbledon,Grass,23/06/2003,128,G,15,5,R128,137.0,7-6(6) 7-5 7-6(7),40629955,Greg Rusedski,greg rusedski,L,GBR,29.7,51.0,,193.0,76279064,Alexander Waske,alexander waske,R,GER,28.2,116.0,,188.0,2003,2003-540_R128_Greg Rusedski_vs_Alexander Waske
2003-540,Wimbledon,Grass,23/06/2003,128,G,16,5,R128,80.0,6-2 6-3 6-3,57056984,Andy Roddick,andy roddick,R,USA,20.8,6.0,5.0,188.0,35237355,Davide Sanguinetti,davide sanguinetti,R,ITA,30.8,91.0,,188.0,2003,2003-540_R128_Andy Roddick_vs_Davide Sanguinetti
2003-540,Wimbledon,Grass,23/06/2003,128,G,17,5,R128,105.0,6-3 6-3 7-6(2),49178154,Roger Federer,roger federer,R,SUI,21.8,5.0,4.0,185.0,80252140,Hyung Taik Lee,hyung taik lee,R,KOR,27.4,55.0,,180.0,2003,2003-540_R128_Roger Federer_vs_Hyung Taik Lee
2003-540,Wimbledon,Grass,23/06/2003,128,G,18,5,R128,99.0,4-6 6-3 6-1 6-1,18003344,Stefan Koubek,stefan koubek,L,AUT,26.4,70.0,,175.0,16522696,Christophe Rochus,christophe rochus,R,BEL,24.5,92.0,,170.0,2003,2003-540_R128_Stefan Koubek_vs_Christophe Rochus
2003-540,Wimbledon,Grass,23/06/2003,128,G,19,5,R128,103.0,6-3 6-2 6-4,7174028,Jan Michael Gambill,jan michael gambill,R,USA,26.0,42.0,,190.0,52322297,Igor Kunitsyn,igor kunitsyn,R,RUS,21.7,146.0,,180.0,2003,2003-540_R128_Jan Michael Gambill_vs_Igor Kunitsyn
2003-540,Wimbledon,Grass,23/06/2003,128,G,20,5,R128,126.0,6-2 4-6 6-3 6-3,11646943,Mardy Fish,mardy fish,R,USA,21.5,45.0,,188.0,63396451,Gaston Gaudio,gaston gaudio,R,ARG,24.5,26.0,29.0,175.0,2003,2003-540_R128_Mardy Fish_vs_Gaston Gaudio
2003-540,Wimbledon,Grass,23/06/2003,128,G,21,5,R128,98.0,6-2 7-5 1-0 RET,17005584,Agustin Calleri,agustin calleri,R,ARG,26.7,18.0,23.0,183.0,99777811,Adrian Voinea,adrian voinea,R,ROU,28.8,113.0,,185.0,2003,2003-540_R128_Agustin Calleri_vs_Adrian Voinea
2003-540,Wimbledon,Grass,23/06/2003,128,G,22,5,R128,117.0,6-2 6-4 6-2,12211658,Flavio Saretta,flavio saretta,R,BRA,22.9,60.0,,183.0,98315074,Alan Mackin,alan mackin,R,GBR,21.8,356.0,,183.0,2003,2003-540_R128_Flavio Saretta_vs_Alan Mackin
2003-540,Wimbledon,Grass,23/06/2003,128,G,23,5,R128,122.0,6-3 6-4 7-6(4),24250981,Feliciano Lopez,feliciano lopez,L,ESP,21.7,52.0,,188.0,44828221,Robert Kendrick,robert kendrick,R,USA,23.6,130.0,,190.0,2003,2003-540_R128_Feliciano Lopez_vs_Robert Kendrick
2003-540,Wimbledon,Grass,23/06/2003,128,G,24,5,R128,107.0,6-4 6-2 6-3,55420680,Mikhail Youzhny,mikhail youzhny,R,RUS,20.9,25.0,16.0,183.0,15481577,Karol Beck,karol beck,R,SVK,21.2,75.0,,180.0,2003,2003-540_R128_Mikhail Youzhny_vs_Karol Beck
2003-540,Wimbledon,Grass,23/06/2003,128,G,25,5,R128,195.0,6-3 6-4 6-7(4) 7-5,62023540,Rainer Schuettler,rainer schuettler,R,GER,27.1,8.0,9.0,180.0,90150231,Michel Kratochvil,michel kratochvil,R,SUI,24.2,101.0,,185.0,2003,2003-540_R128_Rainer Schuettler_vs_Michel Kratochvil
2003-540,Wimbledon,Grass,23/06/2003,128,G,26,5,R128,158.0,4-6 6-3 2-6 6-2 6-2,74493481,Fabrice Santoro,fabrice santoro,R,FRA,30.5,49.0,,178.0,64976992,Andreas Vinciguerra,andreas vinciguerra,L,SWE,22.3,107.0,,180.0,2003,2003-540_R128_Fabrice Santoro_vs_Andreas Vinciguerra
2003-540,Wimbledon,Grass,23/06/2003,128,G,27,5,R128,201.0,6-7(4) 6-4 2-6 7-6(6) 6-4,32289235,Todd Martin,todd martin,R,USA,32.9,102.0,,198.0,6753030,Fernando Vicente,fernando vicente,R,ESP,26.2,57.0,,180.0,2003,2003-540_R128_Todd Martin_vs_Fernando Vicente
2003-540,Wimbledon,Grass,23/06/2003,128,G,28,5,R128,65.0,2-6 3-2 RET,1972334,Gustavo Kuerten,gustavo kuerten,R,BRA,26.7,13.0,17.0,190.0,42602287,John Van Lottum,john van lottum,R,NED,27.2,89.0,,185.0,2003,2003-540_R128_Gustavo Kuerten_vs_John Van Lottum
2003-540,Wimbledon,Grass,23/06/2003,128,G,29,5,R128,92.0,6-4 6-2 6-3,91736267,Juan Ignacio Chela,juan ignacio chela,R,ARG,23.8,34.0,32.0,190.0,33333651,Tomas Behrend,tomas behrend,R,GER,28.5,98.0,,193.0,2003,2003-540_R128_Juan Ignacio Chela_vs_Tomas Behrend
2003-540,Wimbledon,Grass,23/06/2003,128,G,30,5,R128,79.0,7-6(4) 6-0 6-0,6990702,Victor Hanescu,victor hanescu,R,ROU,21.9,99.0,,198.0,67388472,Albert Portas,albert portas,R,ESP,29.6,85.0,,188.0,2003,2003-540_R128_Victor Hanescu_vs_Albert Portas
2003-540,Wimbledon,Grass,23/06/2003,128,G,31,5,R128,163.0,6-3 6-4 3-6 6-4,3847585,Nicolas Lapentti,nicolas lapentti,R,ECU,26.8,47.0,,188.0,45860684,Kenneth Carlsen,kenneth carlsen,L,DEN,30.1,83.0,,190.0,2003,2003-540_R128_Nicolas Lapentti_vs_Kenneth Carlsen
2003-540,Wimbledon,Grass,23/06/2003,128,G,32,5,R128,91.0,6-3 6-4 6-1,44008742,Sjeng Schalken,sjeng schalken,R,NED,26.7,12.0,8.0,193.0,80402364,Arvind Parmar,arvind parmar,R,GBR,25.2,209.0,,193.0,2003,2003-540_R128_Sjeng Schalken_vs_Arvind Parmar
2003-540,Wimbledon,Grass,23/06/2003,128,G,33,5,R128,121.0,7-5 6-4 6-2,92571015,David Nalbandian,david nalbandian,R,ARG,21.4,9.0,6.0,180.0,8162410,Vladimir Voltchkov,vladimir voltchkov,R,BLR,25.2,59.0,,180.0,2003,2003-540_R128_David Nalbandian_vs_Vladimir Voltchkov
2003-540,Wimbledon,Grass,23/06/2003,128,G,34,5,R128,53.0,6-2 3-2 RET,43085331,Andre Sa,andre sa,R,BRA,26.1,84.0,,185.0,66161345,Mariano Puerta,mariano puerta,L,ARG,24.7,87.0,,180.0,2003,2003-540_R128_Andre Sa_vs_Mariano Puerta
2003-540,Wimbledon,Grass,23/06/2003,128,G,35,5,R128,145.0,7-6(8) 6-4 7-6(3),97460274,Takao Suzuki,takao suzuki,R,JPN,26.7,303.0,,175.0,55534071,Dick Norman,dick norman,L,BEL,32.3,112.0,,203.0,2003,2003-540_R128_Takao Suzuki_vs_Dick Norman
2003-540,Wimbledon,Grass,23/06/2003,128,G,36,5,R128,98.0,6-1 6-2 6-4,46730466,Karol Kucera,karol kucera,R,SVK,29.3,46.0,,188.0,86894981,Wayne Ferreira,wayne ferreira,R,RSA,31.7,24.0,28.0,185.0,2003,2003-540_R128_Karol Kucera_vs_Wayne Ferreira
2003-540,Wimbledon,Grass,23/06/2003,128,G,37,5,R128,121.0,6-3 6-4 6-7(5) 6-1,30200466,Robin Soderling,robin soderling,R,SWE,18.8,152.0,,193.0,97771689,Martin Verkerk,martin verkerk,R,NED,24.6,16.0,21.0,196.0,2003,2003-540_R128_Robin Soderling_vs_Martin Verkerk
2003-540,Wimbledon,Grass,23/06/2003,128,G,38,5,R128,153.0,3-6 6-3 6-4 6-4,26086388,Gilles Elseneer,gilles elseneer,R,BEL,25.2,160.0,,188.0,72369183,Nicolas Kiefer,nicolas kiefer,R,GER,25.9,72.0,,183.0,2003,2003-540_R128_Gilles Elseneer_vs_Nicolas Kiefer
2003-540,Wimbledon,Grass,23/06/2003,128,G,39,5,R128,165.0,6-3 6-4 6-7(8) 6-3,58261720,Michael Llodra,michael llodra,L,FRA,23.0,136.0,,190.0,21858220,David Sanchez,david sanchez,R,ESP,25.1,58.0,,183.0,2003,2003-540_R128_Michael Llodra_vs_David Sanchez
2003-540,Wimbledon,Grass,23/06/2003,128,G,40,5,R128,176.0,6-2 7-6(11) 3-6 6-1,1384846,Tim Henman,tim henman,R,GBR,28.7,29.0,10.0,185.0,87912353,Tomas Zib,tomas zib,R,CZE,27.3,154.0,,178.0,2003,2003-540_R128_Tim Henman_vs_Tomas Zib
2003-540,Wimbledon,Grass,23/06/2003,128,G,41,5,R128,156.0,4-6 6-3 6-4 7-6(4),9261669,Sebastien Grosjean,sebastien grosjean,R,FRA,25.0,14.0,13.0,175.0,56230696,Thomas Enqvist,thomas enqvist,R,SWE,29.2,106.0,,190.0,2003,2003-540_R128_Sebastien Grosjean_vs_Thomas Enqvist
2003-540,Wimbledon,Grass,23/06/2003,128,G,42,5,R128,114.0,7-6(3) 6-1 7-6(4),10907646,Wayne Arthurs,wayne arthurs,L,AUS,32.2,77.0,,190.0,60358498,Alberto Martin,alberto martin,R,ESP,24.8,63.0,,175.0,2003,2003-540_R128_Wayne Arthurs_vs_Alberto Martin
2003-540,Wimbledon,Grass,23/06/2003,128,G,43,5,R128,102.0,6-4 6-4 6-4,16204816,Wesley Moodie,wesley moodie,R,RSA,24.3,150.0,,196.0,87906222,Marc Rosset,marc rosset,R,SUI,32.6,104.0,,201.0,2003,2003-540_R128_Wesley Moodie_vs_Marc Rosset
2003-540,Wimbledon,Grass,23/06/2003,128,G,44,5,R128,159.0,6-4 7-6(6) 4-6 7-6(3),57388540,Frederic Niemeyer,frederic niemeyer,R,CAN,27.1,308.0,,190.0,30443828,Felix Mantilla,felix mantilla,R,ESP,28.7,17.0,22.0,180.0,2003,2003-540_R128_Frederic Niemeyer_vs_Felix Mantilla
2003-540,Wimbledon,Grass,23/06/2003,128,G,45,5,R128,73.0,6-3 6-1 6-1,73946074,James Blake,james blake,R,USA,23.4,27.0,26.0,185.0,58020859,Todd Larkham,todd larkham,R,AUS,28.6,186.0,,178.0,2003,2003-540_R128_James Blake_vs_Todd Larkham
2003-540,Wimbledon,Grass,23/06/2003,128,G,46,5,R128,94.0,6-1 6-3 6-2,4978971,Sargis Sargsian,sargis sargsian,R,ARM,30.0,62.0,,180.0,19925222,Alex Bogdanovic,alex bogdanovic,L,GBR,19.0,305.0,,183.0,2003,2003-540_R128_Sargis Sargsian_vs_Alex Bogdanovic
2003-540,Wimbledon,Grass,23/06/2003,128,G,47,5,R128,115.0,7-6(7) 6-4 7-6(5),69597542,Nicolas Escude,nicolas escude,R,FRA,27.2,61.0,,185.0,14270580,Konstantinos Economidis,konstantinos economidis,R,GRE,25.6,280.0,,188.0,2003,2003-540_R128_Nicolas Escude_vs_Konstantinos Economidis
2003-540,Wimbledon,Grass,23/06/2003,128,G,48,5,R128,81.0,6-2 6-1 6-3,87437430,Juan Carlos Ferrero,juan carlos ferrero,R,ESP,23.3,3.0,3.0,183.0,56801980,Jean Rene Lisnard,jean rene lisnard,R,MON,23.7,94.0,,173.0,2003,2003-540_R128_Juan Carlos Ferrero_vs_Jean Rene Lisnard
2003-540,Wimbledon,Grass,23/06/2003,128,G,49,5,R128,123.0,7-5 7-6(4) 6-3,6768670,Olivier Rochus,olivier rochus,R,BEL,22.4,65.0,,168.0,25837557,Guillermo Coria,guillermo coria,R,ARG,21.4,7.0,7.0,175.0,2003,2003-540_R128_Olivier Rochus_vs_Guillermo Coria
2003-540,Wimbledon,Grass,23/06/2003,128,G,50,5,R128,119.0,6-4 7-6(6) 6-3,85526331,Antony Dupuis,antony dupuis,R,FRA,30.3,74.0,,185.0,86301183,Richard Bloomfield,richard bloomfield,R,GBR,20.1,413.0,,185.0,2003,2003-540_R128_Antony Dupuis_vs_Richard Bloomfield
2003-540,Wimbledon,Grass,23/06/2003,128,G,51,5,R128,163.0,6-3 2-6 1-6 6-2 8-6,13234065,Stefano Galvani,stefano galvani,R,ITA,26.0,159.0,,178.0,33644704,Julien Boutter,julien boutter,R,FRA,29.2,95.0,,190.0,2003,2003-540_R128_Stefano Galvani_vs_Julien Boutter
2003-540,Wimbledon,Grass,23/06/2003,128,G,52,5,R128,196.0,6-7(8) 6-4 4-6 6-3 6-3,34432418,Jarkko Nieminen,jarkko nieminen,L,FIN,21.9,32.0,30.0,185.0,13157411,Fernando Verdasco,fernando verdasco,L,ESP,19.6,121.0,,188.0,2003,2003-540_R128_Jarkko Nieminen_vs_Fernando Verdasco
2003-540,Wimbledon,Grass,23/06/2003,128,G,53,5,R128,161.0,7-5 3-6 2-6 6-2 6-3,66750014,Raemon Sluiter,raemon sluiter,R,NED,25.1,67.0,,185.0,7023329,Yevgeny Kafelnikov,yevgeny kafelnikov,R,RUS,29.3,23.0,20.0,190.0,2003,2003-540_R128_Raemon Sluiter_vs_Yevgeny Kafelnikov
2003-540,Wimbledon,Grass,23/06/2003,128,G,54,5,R128,131.0,6-4 7-6(5) 6-3,67111803,Alexander Popp,alexander popp,R,GER,26.6,198.0,,201.0,816572,Hicham Arazi,hicham arazi,L,MAR,29.6,90.0,,175.0,2003,2003-540_R128_Alexander Popp_vs_Hicham Arazi
2003-540,Wimbledon,Grass,23/06/2003,128,G,55,5,R128,107.0,1-6 6-3 6-1 6-2,83716658,David Ferrer,david ferrer,R,ESP,21.2,64.0,,175.0,15797083,Martin Lee,martin lee,L,GBR,25.4,332.0,,180.0,2003,2003-540_R128_David Ferrer_vs_Martin Lee
2003-540,Wimbledon,Grass,23/06/2003,128,G,56,5,R128,121.0,3-6 7-6(1) 6-1 6-1,30999997,Jiri Novak,jiri novak,R,CZE,28.2,10.0,11.0,190.0,33667681,Luis Horna,luis horna,R,PER,22.7,114.0,,180.0,2003,2003-540_R128_Jiri Novak_vs_Luis Horna
2003-540,Wimbledon,Grass,23/06/2003,128,G,57,5,R128,93.0,6-4 6-3 6-2,34277736,Cyril Saulnier,cyril saulnier,R,FRA,27.8,124.0,,190.0,84892363,Xavier Malisse,xavier malisse,R,BEL,22.9,31.0,14.0,185.0,2003,2003-540_R128_Cyril Saulnier_vs_Xavier Malisse
2003-540,Wimbledon,Grass,23/06/2003,128,G,58,5,R128,131.0,6-3 4-6 6-3 6-2,94711021,Mark Philippoussis,mark philippoussis,R,AUS,26.6,48.0,,196.0,77505174,Mariano Zabaleta,mariano zabaleta,R,ARG,25.3,40.0,,183.0,2003,2003-540_R128_Mark Philippoussis_vs_Mariano Zabaleta
