tourney_id,tourney_name,surface,tourney_date,draw_size,tourney_level,match_num,best_of,round,minutes,score,winner_id,winner_name,winner_name_norm,winner_hand,winner_ioc,winner_age,winner_rank,winner_seed,winner_ht,loser_id,loser_name,loser_name_norm,loser_hand,loser_ioc,loser_age,loser_rank,loser_seed,loser_ht,__source_year,match_key,winner_player_id,loser_player_id
2016-520,Roland Garros,Clay,2016-05-23,128,G,109,5,R128,160.0,3-6 6-4 6-3 7-5,62989105,Juan Monaco,juan monaco,R,ARG,32.1,92.0,,185.0,38822896,Denis Istomin,denis istomin,R,UZB,29.7,64.0,,185.0,2016,2016-520_R128_Juan Monaco_vs_Denis Istomin,84030569,12150093
2016-520,Roland Garros,Clay,2016-05-23,128,G,110,5,R128,146.0,7-5 6-4 6-3,75361735,Victor Estrella,victor estrella,R,DOM,35.8,87.0,,173.0,70164714,Illya Marchenko,illya marchenko,R,UKR,28.7,71.0,,185.0,2016,2016-520_R128_Victor Estrella_vs_Illya Marchenko,38836000,8920725
2016-520,Roland Garros,Clay,2016-05-23,128,G,111,5,R128,144.0,6-4 6-4 3-6 6-2,24250981,Feliciano Lopez,feliciano lopez,L,ESP,34.6,23.0,21.0,188.0,25519326,Thomas Fabbiano,thomas fabbiano,R,ITA,26.9,117.0,,173.0,2016,2016-520_R128_Feliciano Lopez_vs_Thomas Fabbiano,5067751,80253193
2016-520,Roland Garros,Clay,2016-05-23,128,G,112,5,R128,153.0,3-6 6-2 6-3 7-6(4),34905477,Pablo Cuevas,pablo cuevas,R,URU,30.3,27.0,25.0,180.0,58606626,Tobias Kamke,tobias kamke,R,GER,30.0,155.0,,180.0,2016,2016-520_R128_Pablo Cuevas_vs_Tobias Kamke,17193178,3441613
2016-520,Roland Garros,Clay,2016-05-23,128,G,113,5,R128,96.0,6-1 6-4 6-4,63559909,Quentin Halys,quentin halys,R,FRA,19.5,154.0,,191.0,30584372,Hyeon Chung,hyeon chung,R,KOR,20.0,111.0,,188.0,2016,2016-520_R128_Quentin Halys_vs_Hyeon Chung,56134727,10991086
2016-520,Roland Garros,Clay,2016-05-23,128,G,114,5,R128,131.0,6-4 3-6 6-1 6-2,18891137,Malek Jaziri,malek jaziri,R,TUN,32.3,72.0,,185.0,41390785,Florian Mayer,florian mayer,R,GER,32.6,236.0,,190.0,2016,2016-520_R128_Malek Jaziri_vs_Florian Mayer,56066690,83686312
2016-520,Roland Garros,Clay,2016-05-23,128,G,115,5,R128,98.0,6-3 6-2 6-1,85547097,Tomas Berdych,tomas berdych,R,CZE,30.6,8.0,7.0,196.0,38677963,Vasek Pospisil,vasek pospisil,R,CAN,25.9,46.0,,193.0,2016,2016-520_R128_Tomas Berdych_vs_Vasek Pospisil,90048770,8579870
2016-520,Roland Garros,Clay,2016-05-23,128,G,116,5,R128,80.0,6-1 6-1 6-1,55937811,Rafael Nadal,rafael nadal,L,ESP,29.9,5.0,4.0,185.0,48912904,Sam Groth,sam groth,R,AUS,28.5,100.0,,193.0,2016,2016-520_R128_Rafael Nadal_vs_Sam Groth,59470770,43616516
2016-520,Roland Garros,Clay,2016-05-23,128,G,117,5,R128,121.0,6-0 6-2 7-6(2),36334097,Facundo Bagnis,facundo bagnis,L,ARG,26.2,99.0,,183.0,7076367,Kenny De Schepper,kenny de schepper,L,FRA,28.9,143.0,,203.0,2016,2016-520_R128_Facundo Bagnis_vs_Kenny De Schepper,24829845,33725662
2016-520,Roland Garros,Clay,2016-05-23,128,G,118,5,R128,110.0,7-6(4) 6-2 6-1,57356666,Nicolas Mahut,nicolas mahut,R,FRA,34.3,44.0,,191.0,68566549,Ricardas Berankis,ricardas berankis,R,LTU,25.9,50.0,,175.0,2016,2016-520_R128_Nicolas Mahut_vs_Ricardas Berankis,69949852,43815940
2016-520,Roland Garros,Clay,2016-05-23,128,G,119,5,R128,120.0,7-5 6-4 6-3,93319706,Marcel Granollers,marcel granollers,R,ESP,30.1,56.0,,191.0,34254773,Fabio Fognini,fabio fognini,R,ITA,28.9,33.0,32.0,178.0,2016,2016-520_R128_Marcel Granollers_vs_Fabio Fognini,85835955,77378609
2016-520,Roland Garros,Clay,2016-05-23,128,G,120,5,R128,142.0,6-4 6-2 1-6 7-5,66803255,Stephane Robert,stephane robert,R,FRA,36.0,90.0,,185.0,76775589,Kevin Anderson,kevin anderson,R,RSA,30.0,20.0,18.0,203.0,2016,2016-520_R128_Stephane Robert_vs_Kevin Anderson,92495065,98995085
2016-520,Roland Garros,Clay,2016-05-23,128,G,121,5,R128,188.0,5-7 6-2 7-6(6) 7-5,35295018,Alexander Zverev,alexander zverev,R,GER,19.0,41.0,,198.0,92118074,Pierre Hugues Herbert,pierre hugues herbert,R,FRA,25.1,84.0,,188.0,2016,2016-520_R128_Alexander Zverev_vs_Pierre Hugues Herbert,46734571,43994316
2016-520,Roland Garros,Clay,2016-05-23,128,G,122,5,R128,162.0,6-4 6-4 5-7 7-6(3),44308593,Guillermo Garcia Lopez,guillermo garcia lopez,R,ESP,32.9,51.0,,188.0,67285563,Thiemo De Bakker,thiemo de bakker,R,NED,27.6,120.0,,193.0,2016,2016-520_R128_Guillermo Garcia Lopez_vs_Thiemo De Bakker,47903199,5357056
2016-520,Roland Garros,Clay,2016-05-23,128,G,123,5,R128,158.0,3-6 6-2 7-5 6-1,62146402,Dominic Thiem,dominic thiem,R,AUT,22.7,15.0,13.0,185.0,80747528,Inigo Cervantes Huegun,inigo cervantes huegun,R,ESP,26.4,69.0,,180.0,2016,2016-520_R128_Dominic Thiem_vs_Inigo Cervantes Huegun,40035892,23777341
2016-520,Roland Garros,Clay,2016-05-23,128,G,124,5,R128,98.0,6-3 6-3 6-4,78050540,David Goffin,david goffin,R,BEL,25.4,13.0,12.0,180.0,20693345,Gregoire Barrere,gregoire barrere,R,FRA,22.2,242.0,,183.0,2016,2016-520_R128_David Goffin_vs_Gregoire Barrere,98990907,72552718
2016-520,Roland Garros,Clay,2016-05-23,128,G,125,5,R128,111.0,6-3 6-0 6-2,39455630,Carlos Berlocq,carlos berlocq,R,ARG,33.3,126.0,,183.0,71133550,Paolo Lorenzi,paolo lorenzi,R,ITA,34.4,54.0,,183.0,2016,2016-520_R128_Carlos Berlocq_vs_Paolo Lorenzi,72386636,10280902
2016-520,Roland Garros,Clay,2016-05-23,128,G,126,5,R128,146.0,6-4 6-4 6-7(5) 6-0,60268809,Jiri Vesely,jiri vesely,L,CZE,22.8,60.0,,198.0,57027096,Rajeev Ram,rajeev ram,R,USA,32.1,70.0,,193.0,2016,2016-520_R128_Jiri Vesely_vs_Rajeev Ram,71626122,85988802
2016-520,Roland Garros,Clay,2016-05-23,128,G,127,5,R128,157.0,5-7 6-2 6-2 6-4,13232081,Nicolas Almagro,nicolas almagro,R,ESP,30.7,49.0,,183.0,67560105,Philipp Kohlschreiber,philipp kohlschreiber,R,GER,32.6,26.0,24.0,178.0,2016,2016-520_R128_Nicolas Almagro_vs_Philipp Kohlschreiber,3222682,33174907
2016-520,Roland Garros,Clay,2016-05-23,128,G,128,5,R128,180.0,2-6 7-6(8) 6-4 7-5,1095765,Joao Sousa,joao sousa,R,POR,27.1,29.0,26.0,185.0,90544797,Damir Dzumhur,damir dzumhur,R,BIH,24.0,73.0,,175.0,2016,2016-520_R128_Joao Sousa_vs_Damir Dzumhur,36511109,20848857
2016-520,Roland Garros,Clay,2016-05-23,128,G,129,5,R128,128.0,6-3 7-5 6-4,46959216,Ernests Gulbis,ernests gulbis,R,LAT,27.7,80.0,,190.0,69279438,Andreas Seppi,andreas seppi,R,ITA,32.2,38.0,,190.0,2016,2016-520_R128_Ernests Gulbis_vs_Andreas Seppi,89815685,37696299
2016-520,Roland Garros,Clay,2016-05-23,128,G,130,5,R128,117.0,7-5 6-4 6-1,67925816,Marcos Baghdatis,marcos baghdatis,R,CYP,30.9,39.0,,183.0,77745282,Gilles Muller,gilles muller,L,LUX,33.0,42.0,,193.0,2016,2016-520_R128_Marcos Baghdatis_vs_Gilles Muller,17680875,43848423
2016-520,Roland Garros,Clay,2016-05-23,128,G,131,5,R128,121.0,6-3 6-4 6-4,19571239,Jo-Wilfried Tsonga,jo-wilfried tsonga,R,FRA,31.0,7.0,6.0,188.0,84740361,Jan Lennard Struff,jan lennard struff,R,GER,26.0,101.0,,193.0,2016,2016-520_R128_Jo-Wilfried Tsonga_vs_Jan Lennard Struff,59742436,55017716
2016-520,Roland Garros,Clay,2016-05-23,128,G,132,5,R128,129.0,6-3 6-2 7-6(5),67055750,Milos Raonic,milos raonic,R,CAN,25.4,9.0,8.0,196.0,46369071,Janko Tipsarevic,janko tipsarevic,R,SRB,31.9,680.0,,180.0,2016,2016-520_R128_Milos Raonic_vs_Janko Tipsarevic,91829394,76008160
2016-520,Roland Garros,Clay,2016-05-23,128,G,133,5,R128,159.0,6-4 2-6 6-2 6-4,64265209,Adrian Mannarino,adrian mannarino,L,FRA,27.8,58.0,,180.0,96485251,Mikhail Kukushkin,mikhail kukushkin,R,KAZ,28.4,83.0,,183.0,2016,2016-520_R128_Adrian Mannarino_vs_Mikhail Kukushkin,17906708,64058540
2016-520,Roland Garros,Clay,2016-05-23,128,G,134,5,R128,156.0,6-2 6-3 4-6 6-4,5444166,Alberto Martin,alberto martin,R,SVK,26.6,133.0,,183.0,9423714,Daniel Munoz de la Nava,daniel munoz de la nava,L,ESP,34.3,105.0,,178.0,2016,2016-520_R128_Andrej Martin_vs_Daniel Munoz de la Nava,83316041,64036821
2016-520,Roland Garros,Clay,2016-05-23,128,G,135,5,R128,186.0,6-3 4-6 6-4 7-6(4),88094825,Lucas Pouille,lucas pouille,R,FRA,22.2,31.0,29.0,185.0,43815306,Julien Benneteau,julien benneteau,R,FRA,34.4,548.0,,185.0,2016,2016-520_R128_Lucas Pouille_vs_Julien Benneteau,93355379,29290503
2016-520,Roland Garros,Clay,2016-05-23,128,G,136,5,R128,195.0,6-3 7-5 3-6 6-7(3) 6-2,30461280,Jack Sock,jack sock,R,USA,23.6,25.0,23.0,191.0,47155412,Robin Haase,robin haase,R,NED,29.1,86.0,,191.0,2016,2016-520_R128_Jack Sock_vs_Robin Haase,76699505,86117379
2016-520,Roland Garros,Clay,2016-05-23,128,G,137,5,R128,213.0,6-7(5) 6-4 7-6(5) 4-6 6-4,952543,Dustin Brown,dustin brown,R,JAM,31.4,116.0,,196.0,76552687,Dudi Sela,dudi sela,R,ISR,31.1,62.0,,175.0,2016,2016-520_R128_Dustin Brown_vs_Dudi Sela,66052276,51446045
2016-520,Roland Garros,Clay,2016-05-23,128,G,138,5,R128,185.0,6-3 4-6 7-5 6-0,93910234,Albert Ramos,albert ramos,L,ESP,28.3,55.0,,188.0,89066721,Horacio Zeballos,horacio zeballos,L,ARG,31.0,89.0,,188.0,2016,2016-520_R128_Albert Ramos_vs_Horacio Zeballos,42248572,4910374
2016-520,Roland Garros,Clay,2016-05-23,128,G,139,5,R128,170.0,7-6(4) 3-6 6-4 6-2,45683111,Marco Trungelliti,marco trungelliti,R,ARG,26.3,166.0,,178.0,89114126,Marin Cilic,marin cilic,R,CRO,27.6,10.0,10.0,198.0,2016,2016-520_R128_Marco Trungelliti_vs_Marin Cilic,53123998,31316536
2016-520,Roland Garros,Clay,2016-05-23,128,G,140,5,R128,159.0,7-6(5) 6-4 6-2,72416099,Gilles Simon,gilles simon,R,FRA,31.4,18.0,16.0,183.0,22494513,Rogerio Dutra Silva,rogerio dutra silva,R,BRA,32.3,85.0,,178.0,2016,2016-520_R128_Gilles Simon_vs_Rogerio Dutra Silva,9703797,44808690
2016-520,Roland Garros,Clay,2016-05-23,128,G,141,5,R128,142.0,6-2 3-6 6-2 6-3,68556410,Guido Pella,guido pella,L,ARG,26.0,48.0,,183.0,70283813,Diego Schwartzman,diego schwartzman,R,ARG,23.7,63.0,,170.0,2016,2016-520_R128_Guido Pella_vs_Diego Schwartzman,27864298,12576254
2016-520,Roland Garros,Clay,2016-05-23,128,G,142,5,R128,101.0,6-4 6-3 6-3,56896306,Dusan Lajovic,dusan lajovic,R,SRB,25.8,81.0,,183.0,18654671,Denis Kudla,denis kudla,R,USA,23.7,53.0,,180.0,2016,2016-520_R128_Dusan Lajovic_vs_Denis Kudla,99764096,27186822
2016-520,Roland Garros,Clay,2016-05-23,128,G,143,5,R128,225.0,2-6 6-3 5-7 7-5 6-3,19809186,Viktor Troicki,viktor troicki,R,SRB,30.2,24.0,22.0,193.0,21314328,Grigor Dimitrov,grigor dimitrov,R,BUL,25.0,36.0,,191.0,2016,2016-520_R128_Viktor Troicki_vs_Grigor Dimitrov,72667020,9095611
2016-520,Roland Garros,Clay,2016-05-23,128,G,144,5,R128,160.0,6-4 3-6 6-4 6-2,97126803,Jeremy Chardy,jeremy chardy,R,FRA,29.2,32.0,30.0,188.0,81149671,Leonardo Mayer,leonardo mayer,R,ARG,29.0,68.0,,188.0,2016,2016-520_R128_Jeremy Chardy_vs_Leonardo Mayer,77802027,80481585
2016-520,Roland Garros,Clay,2016-05-23,128,G,145,5,R128,189.0,6-2 4-6 6-3 1-6 6-1,58838383,Adam Pavlasek,adam pavlasek,R,CZE,21.6,132.0,,185.0,8024276,Roberto Carballes Baena,roberto carballes baena,R,ESP,23.1,114.0,,183.0,2016,2016-520_R128_Adam Pavlasek_vs_Roberto Carballes Baena,36504399,71463953
2016-520,Roland Garros,Clay,2016-05-23,128,G,146,5,R128,189.0,3-6 4-6 7-5 6-4 3-0 RET,46911551,Taro Daniel,taro daniel,R,JPN,23.3,93.0,,191.0,59778056,Martin Klizan,martin klizan,L,SVK,26.8,45.0,,191.0,2016,2016-520_R128_Taro Daniel_vs_Martin Klizan,29471513,63033541
2016-520,Roland Garros,Clay,2016-05-23,128,G,147,5,R128,191.0,4-6 6-1 3-6 6-3 6-4,99794533,Stan Wawrinka,stan wawrinka,R,SUI,31.1,4.0,3.0,183.0,16122522,Lukas Rosol,lukas rosol,R,CZE,30.8,59.0,,193.0,2016,2016-520_R128_Stan Wawrinka_vs_Lukas Rosol,24368625,28593290
2016-520,Roland Garros,Clay,2016-05-23,128,G,148,5,R128,120.0,6-1 7-5 6-3,33883585,Kei Nishikori,kei nishikori,R,JPN,26.3,6.0,5.0,178.0,58614897,Simone Bolelli,simone bolelli,R,ITA,30.6,115.0,,183.0,2016,2016-520_R128_Kei Nishikori_vs_Simone Bolelli,31712579,11146062
2016-520,Roland Garros,Clay,2016-05-23,128,G,149,5,R128,80.0,6-2 6-2 6-4,46873069,Andrey Kuznetsov,andrey kuznetsov,R,RUS,25.2,40.0,,183.0,12506113,Benjamin Becker,benjamin becker,R,GER,34.9,96.0,,178.0,2016,2016-520_R128_Andrey Kuznetsov_vs_Benjamin Becker,48353604,72898107
2016-520,Roland Garros,Clay,2016-05-23,128,G,150,5,R128,256.0,6-4 5-7 7-5 2-6 6-3,8546265,Ivan Dodig,ivan dodig,R,CRO,31.3,77.0,,183.0,55420680,Mikhail Youzhny,mikhail youzhny,R,RUS,33.9,78.0,,183.0,2016,2016-520_R128_Ivan Dodig_vs_Mikhail Youzhny,74784875,24039873
2016-520,Roland Garros,Clay,2016-05-23,128,G,151,5,R128,140.0,7-5 6-4 7-5,13157411,Fernando Verdasco,fernando verdasco,L,ESP,32.5,52.0,,188.0,72413079,Steve Johnson,steve johnson,R,USA,26.4,34.0,33.0,188.0,2016,2016-520_R128_Fernando Verdasco_vs_Steve Johnson,16587381,97145470
2016-520,Roland Garros,Clay,2016-05-23,128,G,152,5,R128,142.0,7-6(6) 7-6(6) 6-4,20302910,Nick Kyrgios,nick kyrgios,R,AUS,21.0,19.0,17.0,193.0,20462958,Marco Cecchinato,marco cecchinato,R,ITA,23.6,124.0,,185.0,2016,2016-520_R128_Nick Kyrgios_vs_Marco Cecchinato,76269198,19421898
2016-520,Roland Garros,Clay,2016-05-23,128,G,153,5,R128,102.0,6-1 6-2 7-6(5),70705668,Igor Sijsling,igor sijsling,R,NED,28.7,123.0,,191.0,95771648,Adrian Ungur,adrian ungur,R,ROU,31.3,203.0,,178.0,2016,2016-520_R128_Igor Sijsling_vs_Adrian Ungur,52077976,4800079
2016-520,Roland Garros,Clay,2016-05-23,128,G,154,5,R128,124.0,6-3 6-1 6-7(3) 6-3,41629176,Bjorn Fratangelo,bjorn fratangelo,R,USA,22.8,103.0,,183.0,87495064,Sam Querrey,sam querrey,R,USA,28.6,37.0,,198.0,2016,2016-520_R128_Bjorn Fratangelo_vs_Sam Querrey,3265508,40370271
2016-520,Roland Garros,Clay,2016-05-23,128,G,155,5,R128,128.0,6-1 6-3 6-4,49863833,Richard Gasquet,richard gasquet,R,FRA,29.9,12.0,9.0,183.0,28937234,Thomaz Bellucci,thomaz bellucci,L,BRA,28.3,57.0,,188.0,2016,2016-520_R128_Richard Gasquet_vs_Thomaz Bellucci,93807101,18495599
2016-520,Roland Garros,Clay,2016-05-23,128,G,156,5,R128,200.0,6-7(4) 7-6(12) 7-6(7) 7-5,7244247,John Isner,john isner,R,USA,31.0,17.0,15.0,208.0,6328969,John Millman,john millman,R,AUS,26.9,61.0,,183.0,2016,2016-520_R128_John Isner_vs_John Millman,29209023,23031577
2016-520,Roland Garros,Clay,2016-05-23,128,G,157,5,R128,167.0,7-6(4) 6-7(7) 7-5 6-1,45565919,Kyle Edmund,kyle edmund,R,GBR,21.3,82.0,,188.0,668157,Nikoloz Basilashvili,nikoloz basilashvili,R,GEO,24.2,104.0,,185.0,2016,2016-520_R128_Kyle Edmund_vs_Nikoloz Basilashvili,2199745,74367467
2016-520,Roland Garros,Clay,2016-05-23,128,G,158,5,R128,114.0,7-6(1) 6-2 6-3,55397826,Teymuraz Gabashvili,teymuraz gabashvili,R,RUS,31.0,79.0,,185.0,36934891,Donald Young,donald young,L,USA,26.8,76.0,,183.0,2016,2016-520_R128_Teymuraz Gabashvili_vs_Donald Young,83919149,24810416
2016-520,Roland Garros,Clay,2016-05-23,128,G,159,5,R128,179.0,6-2 4-6 6-4 1-6 6-4,21471907,Benoit Paire,benoit paire,R,FRA,27.0,21.0,19.0,196.0,24061210,Radu Albot,radu albot,R,MDA,26.5,137.0,,175.0,2016,2016-520_R128_Benoit Paire_vs_Radu Albot,3656666,43601615
2016-520,Roland Garros,Clay,2016-05-23,128,G,160,5,R128,108.0,6-2 7-6(7) 7-6(5),39371802,Ivo Karlovic,ivo karlovic,R,CRO,37.2,28.0,27.0,208.0,680478,Albert Montanes,albert montanes,R,ESP,35.4,98.0,,175.0,2016,2016-520_R128_Ivo Karlovic_vs_Albert Montanes,27478666,70306668
2016-520,Roland Garros,Clay,2016-05-23,128,G,161,5,R128,128.0,6-3 6-4 7-5,3719907,Jordan Thompson,jordan thompson,R,AUS,22.0,94.0,,183.0,32019267,Laslo Djere,laslo djere,R,SRB,20.9,215.0,,188.0,2016,2016-520_R128_Jordan Thompson_vs_Laslo Djere,85221269,23946905
2016-520,Roland Garros,Clay,2016-05-23,128,G,162,5,R128,206.0,7-5 7-6(5) 7-6(6),7481189,Mathias Bourgue,mathias bourgue,R,FRA,22.3,164.0,,188.0,28419978,Jordi Samper Montana,jordi samper montana,U,ESP,26.0,216.0,,,2016,2016-520_R128_Mathias Bourgue_vs_Jordi Samper Montana,33821870,1664060
2016-520,Roland Garros,Clay,2016-05-23,128,G,163,5,R128,221.0,3-6 3-6 6-0 6-3 7-5,16561313,Andy Murray,andy murray,R,GBR,29.0,2.0,2.0,191.0,52367675,Radek Stepanek,radek stepanek,R,CZE,37.4,128.0,,185.0,2016,2016-520_R128_Andy Murray_vs_Radek Stepanek,52577225,75729135
2016-520,Roland Garros,Clay,2016-05-23,128,G,164,5,R64,137.0,7-5 6-3 6-4,15497587,Novak Djokovic,novak djokovic,R,SRB,29.0,1.0,1.0,188.0,86824680,Steve Darcis,steve darcis,R,BEL,32.1,161.0,,178.0,2016,2016-520_R64_Novak Djokovic_vs_Steve Darcis,42342055,10161966
2016-520,Roland Garros,Clay,2016-05-23,128,G,165,5,R64,199.0,7-6(4) 6-3 4-6 5-7 6-2,52216558,Aljaz Bedene,aljaz bedene,R,SLO,26.8,66.0,,181.0,95706494,Pablo Carreno Busta,pablo carreno busta,R,ESP,24.8,43.0,,188.0,2016,2016-520_R64_Aljaz Bedene_vs_Pablo Carreno Busta,65237694,23023747
2016-520,Roland Garros,Clay,2016-05-23,128,G,166,5,R64,166.0,3-6 6-2 7-6(4) 7-6(6),11946897,Borna Coric,borna coric,R,CRO,19.5,47.0,,188.0,34968267,Bernard Tomic,bernard tomic,R,AUS,23.5,22.0,20.0,196.0,2016,2016-520_R64_Borna Coric_vs_Bernard Tomic,33620474,80365173
2016-520,Roland Garros,Clay,2016-05-23,128,G,167,5,R64,142.0,7-6(5) 6-4 6-1,3188374,Roberto Bautista Agut,roberto bautista agut,R,ESP,28.1,16.0,14.0,183.0,5002432,Paul Henri Mathieu,paul henri mathieu,R,FRA,34.3,65.0,,185.0,2016,2016-520_R64_Roberto Bautista Agut_vs_Paul Henri Mathieu,2319749,50442127
2016-520,Roland Garros,Clay,2016-05-23,128,G,168,5,R64,192.0,6-7(4) 6-3 6-4 6-2,83716658,David Ferrer,david ferrer,R,ESP,34.1,11.0,11.0,175.0,62989105,Juan Monaco,juan monaco,R,ARG,32.1,92.0,,185.0,2016,2016-520_R64_David Ferrer_vs_Juan Monaco,12833669,84030569
2016-520,Roland Garros,Clay,2016-05-23,128,G,169,5,R64,150.0,6-3 7-6(8) 6-3,24250981,Feliciano Lopez,feliciano lopez,L,ESP,34.6,23.0,21.0,188.0,75361735,Victor Estrella,victor estrella,R,DOM,35.8,87.0,,173.0,2016,2016-520_R64_Feliciano Lopez_vs_Victor Estrella,5067751,38836000
2016-520,Roland Garros,Clay,2016-05-23,128,G,170,5,R64,141.0,7-6(4) 6-3 7-6(6),34905477,Pablo Cuevas,pablo cuevas,R,URU,30.3,27.0,25.0,180.0,63559909,Quentin Halys,quentin halys,R,FRA,19.5,154.0,,191.0,2016,2016-520_R64_Pablo Cuevas_vs_Quentin Halys,17193178,56134727
2016-520,Roland Garros,Clay,2016-05-23,128,G,171,5,R64,134.0,6-1 2-6 6-2 6-4,85547097,Tomas Berdych,tomas berdych,R,CZE,30.6,8.0,7.0,196.0,18891137,Malek Jaziri,malek jaziri,R,TUN,32.3,72.0,,185.0,2016,2016-520_R64_Tomas Berdych_vs_Malek Jaziri,90048770,56066690
2016-520,Roland Garros,Clay,2016-05-23,128,G,172,5,R64,104.0,6-3 6-0 6-3,55937811,Rafael Nadal,rafael nadal,L,ESP,29.9,5.0,4.0,185.0,36334097,Facundo Bagnis,facundo bagnis,L,ARG,26.2,99.0,,183.0,2016,2016-520_R64_Rafael Nadal_vs_Facundo Bagnis,59470770,24829845
2016-520,Roland Garros,Clay,2016-05-23,128,G,173,5,R64,83.0,6-3 6-2 1-0 RET,93319706,Marcel Granollers,marcel granollers,R,ESP,30.1,56.0,,191.0,57356666,Nicolas Mahut,nicolas mahut,R,FRA,34.3,44.0,,191.0,2016,2016-520_R64_Marcel Granollers_vs_Nicolas Mahut,85835955,69949852
2016-520,Roland Garros,Clay,2016-05-23,128,G,174,5,R64,129.0,6-1 3-6 6-1 6-4,35295018,Alexander Zverev,alexander zverev,R,GER,19.0,41.0,,198.0,66803255,Stephane Robert,stephane robert,R,FRA,36.0,90.0,,185.0,2016,2016-520_R64_Alexander Zverev_vs_Stephane Robert,46734571,92495065
2016-520,Roland Garros,Clay,2016-05-23,128,G,175,5,R64,145.0,7-5 6-4 7-6(3),62146402,Dominic Thiem,dominic thiem,R,AUT,22.7,15.0,13.0,185.0,44308593,Guillermo Garcia Lopez,guillermo garcia lopez,R,ESP,32.9,51.0,,188.0,2016,2016-520_R64_Dominic Thiem_vs_Guillermo Garcia Lopez,40035892,47903199
2016-520,Roland Garros,Clay,2016-05-23,128,G,176,5,R64,122.0,7-5 6-1 6-4,78050540,David Goffin,david goffin,R,BEL,25.4,13.0,12.0,180.0,39455630,Carlos Berlocq,carlos berlocq,R,ARG,33.3,126.0,,183.0,2016,2016-520_R64_David Goffin_vs_Carlos Berlocq,98990907,72386636
2016-520,Roland Garros,Clay,2016-05-23,128,G,177,5,R64,128.0,6-4 6-4 6-3,13232081,Nicolas Almagro,nicolas almagro,R,ESP,30.7,49.0,,183.0,60268809,Jiri Vesely,jiri vesely,L,CZE,22.8,60.0,,198.0,2016,2016-520_R64_Nicolas Almagro_vs_Jiri Vesely,3222682,71626122
2016-520,Roland Garros,Clay,2016-05-23,128,G,178,5,R64,109.0,6-2 7-5 6-3,46959216,Ernests Gulbis,ernests gulbis,R,LAT,27.7,80.0,,190.0,1095765,Joao Sousa,joao sousa,R,POR,27.1,29.0,26.0,185.0,2016,2016-520_R64_Ernests Gulbis_vs_Joao Sousa,89815685,36511109
2016-520,Roland Garros,Clay,2016-05-23,128,G,179,5,R64,206.0,6-7(6) 3-6 6-3 6-2 6-2,19571239,Jo-Wilfried Tsonga,jo-wilfried tsonga,R,FRA,31.0,7.0,6.0,188.0,67925816,Marcos Baghdatis,marcos baghdatis,R,CYP,30.9,39.0,,183.0,2016,2016-520_R64_Jo-Wilfried Tsonga_vs_Marcos Baghdatis,59742436,17680875
2016-520,Roland Garros,Clay,2016-05-23,128,G,180,5,R64,96.0,6-1 7-6(0) 6-1,67055750,Milos Raonic,milos raonic,R,CAN,25.4,9.0,8.0,196.0,64265209,Adrian Mannarino,adrian mannarino,L,FRA,27.8,58.0,,180.0,2016,2016-520_R64_Milos Raonic_vs_Adrian Mannarino,91829394,17906708
2016-520,Roland Garros,Clay,2016-05-23,128,G,181,5,R64,135.0,6-3 7-5 6-3,5444166,Alberto Martin,alberto martin,R,SVK,26.6,133.0,,183.0,88094825,Lucas Pouille,lucas pouille,R,FRA,22.2,31.0,29.0,185.0,2016,2016-520_R64_Andrej Martin_vs_Lucas Pouille,83316041,93355379
2016-520,Roland Garros,Clay,2016-05-23,128,G,182,5,R64,110.0,6-3 7-6(5) 6-2,30461280,Jack Sock,jack sock,R,USA,23.6,25.0,23.0,191.0,952543,Dustin Brown,dustin brown,R,JAM,31.4,116.0,,196.0,2016,2016-520_R64_Jack Sock_vs_Dustin Brown,76699505,66052276
2016-520,Roland Garros,Clay,2016-05-23,128,G,183,5,R64,169.0,6-3 6-4 7-5,93910234,Albert Ramos,albert ramos,L,ESP,28.3,55.0,,188.0,45683111,Marco Trungelliti,marco trungelliti,R,ARG,26.3,166.0,,178.0,2016,2016-520_R64_Albert Ramos_vs_Marco Trungelliti,42248572,53123998
2016-520,Roland Garros,Clay,2016-05-23,128,G,184,5,R64,272.0,4-6 1-6 7-5 7-6(4) 6-4,72416099,Gilles Simon,gilles simon,R,FRA,31.4,18.0,16.0,183.0,68556410,Guido Pella,guido pella,L,ARG,26.0,48.0,,183.0,2016,2016-520_R64_Gilles Simon_vs_Guido Pella,9703797,27864298
2016-520,Roland Garros,Clay,2016-05-23,128,G,185,5,R64,119.0,6-7(4) 6-3 6-0 RET,19809186,Viktor Troicki,viktor troicki,R,SRB,30.2,24.0,22.0,193.0,56896306,Dusan Lajovic,dusan lajovic,R,SRB,25.8,81.0,,183.0,2016,2016-520_R64_Viktor Troicki_vs_Dusan Lajovic,72667020,99764096
2016-520,Roland Garros,Clay,2016-05-23,128,G,186,5,R64,91.0,6-4 6-2 6-4,97126803,Jeremy Chardy,jeremy chardy,R,FRA,29.2,32.0,30.0,188.0,58838383,Adam Pavlasek,adam pavlasek,R,CZE,21.6,132.0,,185.0,2016,2016-520_R64_Jeremy Chardy_vs_Adam Pavlasek,77802027,36504399
