tourney_id,tourney_name,surface,tourney_date,draw_size,tourney_level,match_num,best_of,round,minutes,score,winner_id,winner_name,winner_name_norm,winner_hand,winner_ioc,winner_age,winner_rank,winner_seed,winner_ht,loser_id,loser_name,loser_name_norm,loser_hand,loser_ioc,loser_age,loser_rank,loser_seed,loser_ht,__source_year,match_key,winner_player_id,loser_player_id
2005-540,Wimbledon,Grass,2005-06-20,128,G,101,5,R32,151.0,7-6(5) 6-4 7-5,57874866,Lleyton Hewitt,lleyton hewitt,R,AUS,24.3,2.0,3.0,180.0,17360283,Justin Gimelstob,justin gimelstob,R,USA,28.3,123.0,,196.0,2005,2005-540_R32_Lleyton Hewitt_vs_Justin Gimelstob,53162960,59082804
2005-540,Wimbledon,Grass,2005-06-20,128,G,102,5,R32,115.0,6-3 7-6(5) 6-3,94859806,Taylor Dent,taylor dent,R,USA,24.1,30.0,24.0,188.0,85547097,Tomas Berdych,tomas berdych,R,CZE,19.7,49.0,,196.0,2005,2005-540_R32_Taylor Dent_vs_Tomas Berdych,39495536,90048770
2005-540,Wimbledon,Grass,2005-06-20,128,G,103,5,R32,81.0,6-3 6-3 6-1,56559222,Mario Ancic,mario ancic,R,CRO,21.2,17.0,10.0,196.0,14523194,Gael Monfils,gael monfils,R,FRA,18.8,83.0,,193.0,2005,2005-540_R32_Mario Ancic_vs_Gael Monfils,42227655,44954827
2005-540,Wimbledon,Grass,2005-06-20,128,G,104,5,R32,109.0,6-4 7-6(4) 6-3,24250981,Feliciano Lopez,feliciano lopez,L,ESP,23.7,33.0,26.0,188.0,50825699,Marat Safin,marat safin,R,RUS,25.3,5.0,5.0,193.0,2005,2005-540_R32_Feliciano Lopez_vs_Marat Safin,5067751,32906707
2005-540,Wimbledon,Grass,2005-06-20,128,G,105,5,R32,163.0,5-7 7-5 6-4 7-6(2),81013241,Max Mirnyi,max mirnyi,R,BLR,27.9,36.0,,196.0,30999997,Jiri Novak,jiri novak,R,CZE,30.2,28.0,28.0,190.0,2005,2005-540_R32_Max Mirnyi_vs_Jiri Novak,54365619,32860737
2005-540,Wimbledon,Grass,2005-06-20,128,G,106,5,R32,74.0,6-2 6-3 6-1,51837055,Thomas Johansson,thomas johansson,R,SWE,30.2,22.0,12.0,180.0,46369071,Janko Tipsarevic,janko tipsarevic,R,SRB,20.9,108.0,,180.0,2005,2005-540_R32_Thomas Johansson_vs_Janko Tipsarevic,61904868,76008160
2005-540,Wimbledon,Grass,2005-06-20,128,G,107,5,R32,193.0,6-7(4) 1-6 6-0 6-4 6-1,92571015,David Nalbandian,david nalbandian,R,ARG,23.4,19.0,18.0,180.0,16561313,Andy Murray,andy murray,R,GBR,18.0,312.0,,190.0,2005,2005-540_R32_David Nalbandian_vs_Andy Murray,79337905,52577225
2005-540,Wimbledon,Grass,2005-06-20,128,G,108,5,R32,101.0,7-6(3) 6-3 6-3,49863833,Richard Gasquet,richard gasquet,R,FRA,19.0,20.0,27.0,185.0,77745282,Gilles Muller,gilles muller,L,LUX,22.1,69.0,,193.0,2005,2005-540_R32_Richard Gasquet_vs_Gilles Muller,93807101,43848423
2005-540,Wimbledon,Grass,2005-06-20,128,G,109,5,R32,154.0,5-7 7-6(5) 6-2 6-2,89707889,Dmitry Tursunov,dmitry tursunov,R,RUS,22.5,152.0,,185.0,67111803,Alexander Popp,alexander popp,R,GER,28.6,134.0,,201.0,2005,2005-540_R32_Dmitry Tursunov_vs_Alexander Popp,21842284,4136847
2005-540,Wimbledon,Grass,2005-06-20,128,G,110,5,R32,171.0,7-5 6-4 5-7 6-4,9261669,Sebastien Grosjean,sebastien grosjean,R,FRA,27.0,27.0,9.0,175.0,15497587,Novak Djokovic,novak djokovic,R,SRB,18.0,128.0,,188.0,2005,2005-540_R32_Sebastien Grosjean_vs_Novak Djokovic,2184697,42342055
2005-540,Wimbledon,Grass,2005-06-20,128,G,111,5,R32,169.0,3-6 3-6 6-2 6-2 6-4,25837557,Guillermo Coria,guillermo coria,R,ARG,23.4,18.0,15.0,175.0,3466042,Jurgen Melzer,jurgen melzer,L,AUT,24.0,38.0,,183.0,2005,2005-540_R32_Guillermo Coria_vs_Jurgen Melzer,95793679,62094560
2005-540,Wimbledon,Grass,2005-06-20,128,G,112,5,R32,114.0,6-2 6-2 7-6(4),57056984,Andy Roddick,andy roddick,R,USA,22.8,4.0,2.0,188.0,86694730,Igor Andreev,igor andreev,R,RUS,21.9,42.0,,185.0,2005,2005-540_R32_Andy Roddick_vs_Igor Andreev,52300464,54095450
2005-540,Wimbledon,Grass,2005-06-20,128,G,113,5,R16,135.0,6-3 6-4 7-6(6),49178154,Roger Federer,roger federer,R,SUI,23.8,1.0,1.0,185.0,87437430,Juan Carlos Ferrero,juan carlos ferrero,R,ESP,25.3,31.0,23.0,183.0,2005,2005-540_R16_Roger Federer_vs_Juan Carlos Ferrero,12893523,21077683
2005-540,Wimbledon,Grass,2005-06-20,128,G,114,5,R16,125.0,7-6(3) 7-6(5) 6-3,7897316,Fernando Gonzalez,fernando gonzalez,R,CHI,24.8,24.0,21.0,183.0,55420680,Mikhail Youzhny,mikhail youzhny,R,RUS,22.9,34.0,31.0,183.0,2005,2005-540_R16_Fernando Gonzalez_vs_Mikhail Youzhny,16030999,24039873
2005-540,Wimbledon,Grass,2005-06-20,128,G,115,5,R16,182.0,6-4 6-4 6-7(7) 6-3,57874866,Lleyton Hewitt,lleyton hewitt,R,AUS,24.3,2.0,3.0,180.0,94859806,Taylor Dent,taylor dent,R,USA,24.1,30.0,24.0,188.0,2005,2005-540_R16_Lleyton Hewitt_vs_Taylor Dent,53162960,39495536
2005-540,Wimbledon,Grass,2005-06-20,128,G,116,5,R16,100.0,6-4 6-4 6-2,24250981,Feliciano Lopez,feliciano lopez,L,ESP,23.7,33.0,26.0,188.0,56559222,Mario Ancic,mario ancic,R,CRO,21.2,17.0,10.0,196.0,2005,2005-540_R16_Feliciano Lopez_vs_Mario Ancic,5067751,42227655
2005-540,Wimbledon,Grass,2005-06-20,128,G,117,5,R16,133.0,6-4 7-5 6-4,51837055,Thomas Johansson,thomas johansson,R,SWE,30.2,22.0,12.0,180.0,81013241,Max Mirnyi,max mirnyi,R,BLR,27.9,36.0,,196.0,2005,2005-540_R16_Thomas Johansson_vs_Max Mirnyi,61904868,54365619
2005-540,Wimbledon,Grass,2005-06-20,128,G,118,5,R16,135.0,6-4 7-6(3) 6-0,92571015,David Nalbandian,david nalbandian,R,ARG,23.4,19.0,18.0,180.0,49863833,Richard Gasquet,richard gasquet,R,FRA,19.0,20.0,27.0,185.0,2005,2005-540_R16_David Nalbandian_vs_Richard Gasquet,79337905,93807101
2005-540,Wimbledon,Grass,2005-06-20,128,G,119,5,R16,208.0,6-4 6-7(5) 6-3 3-6 6-1,9261669,Sebastien Grosjean,sebastien grosjean,R,FRA,27.0,27.0,9.0,175.0,89707889,Dmitry Tursunov,dmitry tursunov,R,RUS,22.5,152.0,,185.0,2005,2005-540_R16_Sebastien Grosjean_vs_Dmitry Tursunov,2184697,21842284
2005-540,Wimbledon,Grass,2005-06-20,128,G,120,5,R16,112.0,6-3 7-6(1) 6-4,57056984,Andy Roddick,andy roddick,R,USA,22.8,4.0,2.0,188.0,25837557,Guillermo Coria,guillermo coria,R,ARG,23.4,18.0,15.0,175.0,2005,2005-540_R16_Andy Roddick_vs_Guillermo Coria,52300464,95793679
2005-540,Wimbledon,Grass,2005-06-20,128,G,121,5,QF,111.0,7-5 6-2 7-6(2),49178154,Roger Federer,roger federer,R,SUI,23.8,1.0,1.0,185.0,7897316,Fernando Gonzalez,fernando gonzalez,R,CHI,24.8,24.0,21.0,183.0,2005,2005-540_QF_Roger Federer_vs_Fernando Gonzalez,12893523,16030999
2005-540,Wimbledon,Grass,2005-06-20,128,G,122,5,QF,119.0,7-5 6-4 7-6(2),57874866,Lleyton Hewitt,lleyton hewitt,R,AUS,24.3,2.0,3.0,180.0,24250981,Feliciano Lopez,feliciano lopez,L,ESP,23.7,33.0,26.0,188.0,2005,2005-540_QF_Lleyton Hewitt_vs_Feliciano Lopez,53162960,5067751
2005-540,Wimbledon,Grass,2005-06-20,128,G,123,5,QF,137.0,7-6(5) 6-2 6-2,51837055,Thomas Johansson,thomas johansson,R,SWE,30.2,22.0,12.0,180.0,92571015,David Nalbandian,david nalbandian,R,ARG,23.4,19.0,18.0,180.0,2005,2005-540_QF_Thomas Johansson_vs_David Nalbandian,61904868,79337905
2005-540,Wimbledon,Grass,2005-06-20,128,G,124,5,QF,170.0,3-6 6-2 6-1 3-6 6-3,57056984,Andy Roddick,andy roddick,R,USA,22.8,4.0,2.0,188.0,9261669,Sebastien Grosjean,sebastien grosjean,R,FRA,27.0,27.0,9.0,175.0,2005,2005-540_QF_Andy Roddick_vs_Sebastien Grosjean,52300464,2184697
2005-540,Wimbledon,Grass,2005-06-20,128,G,125,5,SF,128.0,6-3 6-4 7-6(4),49178154,Roger Federer,roger federer,R,SUI,23.8,1.0,1.0,185.0,57874866,Lleyton Hewitt,lleyton hewitt,R,AUS,24.3,2.0,3.0,180.0,2005,2005-540_SF_Roger Federer_vs_Lleyton Hewitt,12893523,53162960
2005-540,Wimbledon,Grass,2005-06-20,128,G,126,5,SF,179.0,6-7(6) 6-2 7-6(10) 7-6(5),57056984,Andy Roddick,andy roddick,R,USA,22.8,4.0,2.0,188.0,51837055,Thomas Johansson,thomas johansson,R,SWE,30.2,22.0,12.0,180.0,2005,2005-540_SF_Andy Roddick_vs_Thomas Johansson,52300464,61904868
2005-540,Wimbledon,Grass,2005-06-20,128,G,127,5,F,101.0,6-2 7-6(2) 6-4,49178154,Roger Federer,roger federer,R,SUI,23.8,1.0,1.0,185.0,57056984,Andy Roddick,andy roddick,R,USA,22.8,4.0,2.0,188.0,2005,2005-540_F_Roger Federer_vs_Andy Roddick,12893523,52300464
2005-560,US Open,Hard,2005-08-29,128,G,1,5,R128,63.0,6-1 6-1 6-1,49178154,Roger Federer,roger federer,R,SUI,24.0,1.0,1.0,185.0,29413365,Ivo Minar,ivo minar,R,CZE,21.2,77.0,,183.0,2005,2005-560_R128_Roger Federer_vs_Ivo Minar,12893523,69162879
2005-560,US Open,Hard,2005-08-29,128,G,2,5,R128,105.0,6-2 6-1 6-3,74493481,Fabrice Santoro,fabrice santoro,R,FRA,32.7,76.0,,178.0,3466042,Jurgen Melzer,jurgen melzer,L,AUT,24.2,41.0,,183.0,2005,2005-560_R128_Fabrice Santoro_vs_Jurgen Melzer,67564074,62094560
2005-560,US Open,Hard,2005-08-29,128,G,3,5,R128,113.0,6-4 3-6 6-3 2-1 RET,680478,Albert Montanes,albert montanes,R,ESP,24.7,86.0,,175.0,6990702,Victor Hanescu,victor hanescu,R,ROU,24.1,40.0,,198.0,2005,2005-560_R128_Albert Montanes_vs_Victor Hanescu,70306668,77887524
2005-560,US Open,Hard,2005-08-29,128,G,4,5,R128,160.0,5-7 6-2 6-2 6-2,6768670,Olivier Rochus,olivier rochus,R,BEL,24.6,29.0,27.0,168.0,8224300,Robin Vik,robin vik,R,CZE,25.5,84.0,,183.0,2005,2005-560_R128_Olivier Rochus_vs_Robin Vik,98572058,36926843
2005-560,US Open,Hard,2005-08-29,128,G,5,5,R128,157.0,7-5 7-5 6-1,4261640,Arnaud Clement,arnaud clement,R,FRA,27.6,91.0,,173.0,87437430,Juan Carlos Ferrero,juan carlos ferrero,R,ESP,25.5,22.0,20.0,183.0,2005,2005-560_R128_Arnaud Clement_vs_Juan Carlos Ferrero,54968648,21077683
2005-560,US Open,Hard,2005-08-29,128,G,6,5,R128,192.0,6-3 3-6 3-6 6-1 6-4,16561313,Andy Murray,andy murray,R,GBR,18.2,122.0,,190.0,18606603,Andrei Pavel,andrei pavel,R,ROU,31.5,39.0,,183.0,2005,2005-560_R128_Andy Murray_vs_Andrei Pavel,52577225,7153049
2005-560,US Open,Hard,2005-08-29,128,G,7,5,R128,115.0,6-4 6-2 6-3,72369183,Nicolas Kiefer,nicolas kiefer,R,GER,28.1,38.0,,183.0,12574334,Jiri Vanek,jiri vanek,R,CZE,27.3,92.0,,185.0,2005,2005-560_R128_Nicolas Kiefer_vs_Jiri Vanek,31470746,74469197
2005-560,US Open,Hard,2005-08-29,128,G,8,5,R128,150.0,7-5 7-6(5) 6-1,52367675,Radek Stepanek,radek stepanek,R,CZE,26.7,18.0,16.0,185.0,3847585,Nicolas Lapentti,nicolas lapentti,R,ECU,29.0,83.0,,188.0,2005,2005-560_R128_Radek Stepanek_vs_Nicolas Lapentti,75729135,17733607
2005-560,US Open,Hard,2005-08-29,128,G,9,5,R128,138.0,6-2 7-5 6-4,92571015,David Nalbandian,david nalbandian,R,ARG,23.6,11.0,11.0,180.0,80968785,Alex Bogomolov Jr,alex bogomolov jr,R,RUS,22.3,186.0,,178.0,2005,2005-560_R128_David Nalbandian_vs_Alex Bogomolov Jr,79337905,45373765
2005-560,US Open,Hard,2005-08-29,128,G,10,5,R128,156.0,6-7(4) 6-3 6-4 6-4,40398059,Peter Wessels,peter wessels,R,NED,27.3,103.0,,196.0,16522696,Christophe Rochus,christophe rochus,R,BEL,26.7,53.0,,170.0,2005,2005-560_R128_Peter Wessels_vs_Christophe Rochus,49514387,94662776
2005-560,US Open,Hard,2005-08-29,128,G,11,5,R128,158.0,6-4 6-3 6-7(7) 6-2,89707889,Dmitry Tursunov,dmitry tursunov,R,RUS,22.7,138.0,,185.0,67925816,Marcos Baghdatis,marcos baghdatis,R,CYP,20.1,73.0,,183.0,2005,2005-560_R128_Dmitry Tursunov_vs_Marcos Baghdatis,21842284,17680875
2005-560,US Open,Hard,2005-08-29,128,G,12,5,R128,152.0,4-6 6-4 7-5 7-5,7897316,Fernando Gonzalez,fernando gonzalez,R,CHI,25.0,23.0,21.0,183.0,16204816,Wesley Moodie,wesley moodie,R,RSA,26.5,110.0,,196.0,2005,2005-560_R128_Fernando Gonzalez_vs_Wesley Moodie,16030999,79005215
2005-560,US Open,Hard,2005-08-29,128,G,13,5,R128,87.0,6-4 6-4 2-1 RET,44690618,Carlos Moya,carlos moya,R,ESP,29.0,33.0,31.0,190.0,58261720,Michael Llodra,michael llodra,L,FRA,25.2,71.0,,190.0,2005,2005-560_R128_Carlos Moya_vs_Michael Llodra,31847188,62218960
2005-560,US Open,Hard,2005-08-29,128,G,14,5,R128,98.0,6-3 6-3 7-6(3),35237355,Davide Sanguinetti,davide sanguinetti,R,ITA,33.0,59.0,,188.0,10907646,Wayne Arthurs,wayne arthurs,L,AUS,34.4,99.0,,190.0,2005,2005-560_R128_Davide Sanguinetti_vs_Wayne Arthurs,85272829,30306197
2005-560,US Open,Hard,2005-08-29,128,G,15,5,R128,100.0,6-4 6-3 6-0,32449599,Paradorn Srichaphan,paradorn srichaphan,R,THA,26.2,51.0,,185.0,3967655,Younes El Aynaoui,younes el aynaoui,R,MAR,33.9,331.0,,193.0,2005,2005-560_R128_Paradorn Srichaphan_vs_Younes El Aynaoui,45351021,24738045
2005-560,US Open,Hard,2005-08-29,128,G,16,5,R128,95.0,6-2 6-0 6-4,60154348,Nikolay Davydenko,nikolay davydenko,R,RUS,24.2,6.0,6.0,178.0,87912353,Tomas Zib,tomas zib,R,CZE,29.5,60.0,,178.0,2005,2005-560_R128_Nikolay Davydenko_vs_Tomas Zib,92304110,86526576
2005-560,US Open,Hard,2005-08-29,128,G,17,5,R128,80.0,6-1 6-2 6-1,57874866,Lleyton Hewitt,lleyton hewitt,R,AUS,24.5,4.0,3.0,180.0,85625579,Albert Costa,albert costa,R,ESP,30.1,104.0,,180.0,2005,2005-560_R128_Lleyton Hewitt_vs_Albert Costa,53162960,20481490
2005-560,US Open,Hard,2005-08-29,128,G,18,5,R128,220.0,4-6 6-3 6-4 7-6(11),37934933,Jose Acasuso,jose acasuso,R,ARG,22.8,44.0,,190.0,33667681,Luis Horna,luis horna,R,PER,24.9,63.0,,180.0,2005,2005-560_R128_Jose Acasuso_vs_Luis Horna,72359225,15227183
2005-560,US Open,Hard,2005-08-29,128,G,19,5,R128,178.0,7-6(4) 7-5 6-4,13232081,Nicolas Almagro,nicolas almagro,R,ESP,20.0,95.0,,183.0,45860684,Kenneth Carlsen,kenneth carlsen,L,DEN,32.3,55.0,,190.0,2005,2005-560_R128_Nicolas Almagro_vs_Kenneth Carlsen,3222682,78843743
2005-560,US Open,Hard,2005-08-29,128,G,20,5,R128,148.0,6-3 3-6 6-1 6-4,94859806,Taylor Dent,taylor dent,R,USA,24.3,27.0,25.0,188.0,2628871,Lars Burgsmuller,lars burgsmuller,R,GER,29.7,90.0,,183.0,2005,2005-560_R128_Taylor Dent_vs_Lars Burgsmuller,39495536,44391457
2005-560,US Open,Hard,2005-08-29,128,G,21,5,R128,251.0,4-6 6-4 6-7(4) 6-1 6-1,83716658,David Ferrer,david ferrer,R,ESP,23.4,15.0,17.0,175.0,17005584,Agustin Calleri,agustin calleri,R,ARG,28.9,67.0,,183.0,2005,2005-560_R128_David Ferrer_vs_Agustin Calleri,12833669,70061348
2005-560,US Open,Hard,2005-08-29,128,G,22,5,R128,116.0,6-4 6-2 7-5,46730466,Karol Kucera,karol kucera,R,SVK,31.4,141.0,,188.0,94711021,Mark Philippoussis,mark philippoussis,R,AUS,28.8,209.0,,196.0,2005,2005-560_R128_Karol Kucera_vs_Mark Philippoussis,15540789,89146262
2005-560,US Open,Hard,2005-08-29,128,G,23,5,R128,157.0,3-6 6-3 7-5 6-4,47280540,Michael Lammer,michael lammer,R,SUI,23.4,282.0,,185.0,4783295,Kevin Kim,kevin kim,R,USA,27.0,70.0,,180.0,2005,2005-560_R128_Michael Lammer_vs_Kevin Kim,62747645,49462613
2005-560,US Open,Hard,2005-08-29,128,G,24,5,R128,150.0,6-2 6-4 6-7(6) 6-2,87917681,Dominik Hrbaty,dominik hrbaty,R,SVK,27.6,17.0,15.0,183.0,69279438,Andreas Seppi,andreas seppi,R,ITA,21.5,69.0,,190.0,2005,2005-560_R128_Dominik Hrbaty_vs_Andreas Seppi,10010775,37696299
2005-560,US Open,Hard,2005-08-29,128,G,25,5,R128,103.0,6-4 6-2 6-2,13157411,Fernando Verdasco,fernando verdasco,L,ESP,21.7,48.0,,188.0,1384846,Tim Henman,tim henman,R,GBR,30.9,12.0,12.0,185.0,2005,2005-560_R128_Fernando Verdasco_vs_Tim Henman,16587381,85692276
2005-560,US Open,Hard,2005-08-29,128,G,26,5,R128,153.0,6-2 4-6 7-5 6-2,52278759,Paul Capdeville,paul capdeville,R,CHI,22.4,157.0,,190.0,5002432,Paul Henri Mathieu,paul henri mathieu,R,FRA,23.6,45.0,,185.0,2005,2005-560_R128_Paul Capdeville_vs_Paul Henri Mathieu,82299182,50442127
2005-560,US Open,Hard,2005-08-29,128,G,27,5,R128,237.0,7-5 4-6 7-6(5) 0-6 7-5,15497587,Novak Djokovic,novak djokovic,R,SRB,18.2,97.0,,188.0,14523194,Gael Monfils,gael monfils,R,FRA,18.9,43.0,,193.0,2005,2005-560_R128_Novak Djokovic_vs_Gael Monfils,42342055,44954827
2005-560,US Open,Hard,2005-08-29,128,G,28,5,R128,130.0,6-2 6-1 7-5,56559222,Mario Ancic,mario ancic,R,CRO,21.4,24.0,22.0,196.0,80252140,Hyung Taik Lee,hyung taik lee,R,KOR,29.6,64.0,,180.0,2005,2005-560_R128_Mario Ancic_vs_Hyung Taik Lee,42227655,41486460
2005-560,US Open,Hard,2005-08-29,128,G,29,5,R128,113.0,6-2 7-5 6-2,81013241,Max Mirnyi,max mirnyi,R,BLR,28.1,32.0,30.0,196.0,17360283,Justin Gimelstob,justin gimelstob,R,USA,28.5,96.0,,196.0,2005,2005-560_R128_Max Mirnyi_vs_Justin Gimelstob,54365619,59082804
2005-560,US Open,Hard,2005-08-29,128,G,30,5,R128,145.0,6-1 6-4 4-6 6-4,4556937,Florent Serra,florent serra,R,FRA,24.4,74.0,,180.0,18003344,Stefan Koubek,stefan koubek,L,AUT,28.6,85.0,,175.0,2005,2005-560_R128_Florent Serra_vs_Stefan Koubek,19828554,69580218
2005-560,US Open,Hard,2005-08-29,128,G,31,5,R128,194.0,6-4 2-6 7-5 0-6 7-5,34432418,Jarkko Nieminen,jarkko nieminen,L,FIN,24.1,57.0,,185.0,15481577,Karol Beck,karol beck,R,SVK,23.4,36.0,,180.0,2005,2005-560_R128_Jarkko Nieminen_vs_Karol Beck,8142823,19715011
2005-560,US Open,Hard,2005-08-29,128,G,32,5,R128,86.0,6-1 6-3 6-3,63532,Bjorn Phau,bjorn phau,R,GER,25.9,108.0,,175.0,67111803,Alexander Popp,alexander popp,R,GER,28.8,294.0,,201.0,2005,2005-560_R128_Bjorn Phau_vs_Alexander Popp,77206214,4136847
2005-560,US Open,Hard,2005-08-29,128,G,33,5,R128,128.0,7-6(5) 6-1 6-3,25837557,Guillermo Coria,guillermo coria,R,ARG,23.6,8.0,8.0,175.0,30443828,Felix Mantilla,felix mantilla,R,ESP,30.9,105.0,,180.0,2005,2005-560_R128_Guillermo Coria_vs_Felix Mantilla,95793679,14514333
2005-560,US Open,Hard,2005-08-29,128,G,34,5,R128,85.0,6-4 6-2 6-0,2432553,Vincent Spadea,vincent spadea,R,USA,31.1,47.0,,183.0,22277525,Glenn Weiner,glenn weiner,R,USA,29.3,205.0,,188.0,2005,2005-560_R128_Vincent Spadea_vs_Glenn Weiner,12876585,85365525
2005-560,US Open,Hard,2005-08-29,128,G,35,5,R128,183.0,6-7(3) 7-6(4) 6-3 6-4,30200466,Robin Soderling,robin soderling,R,SWE,21.0,42.0,,193.0,91736267,Juan Ignacio Chela,juan ignacio chela,R,ARG,25.9,50.0,,190.0,2005,2005-560_R128_Robin Soderling_vs_Juan Ignacio Chela,30905695,60755367
2005-560,US Open,Hard,2005-08-29,128,G,36,5,R128,138.0,6-2 4-6 7-6(5) 6-1,24250981,Feliciano Lopez,feliciano lopez,L,ESP,23.9,21.0,26.0,188.0,36011494,Filippo Volandri,filippo volandri,R,ITA,23.9,37.0,,183.0,2005,2005-560_R128_Feliciano Lopez_vs_Filippo Volandri,5067751,34097455
2005-560,US Open,Hard,2005-08-29,128,G,37,5,R128,89.0,6-4 6-4 6-2,30999997,Jiri Novak,jiri novak,R,CZE,30.4,25.0,23.0,190.0,55534071,Dick Norman,dick norman,L,BEL,34.4,112.0,,203.0,2005,2005-560_R128_Jiri Novak_vs_Dick Norman,32860737,12614155
2005-560,US Open,Hard,2005-08-29,128,G,38,5,R128,134.0,7-6(4) 6-2 6-3,66485216,Nicolas Massu,nicolas massu,R,CHI,25.8,58.0,,183.0,7174028,Jan Michael Gambill,jan michael gambill,R,USA,28.2,151.0,,190.0,2005,2005-560_R128_Nicolas Massu_vs_Jan Michael Gambill,38098714,91502929
2005-560,US Open,Hard,2005-08-29,128,G,39,5,R128,234.0,2-6 6-4 7-6(6) 6-7(2) 7-5,99794533,Stan Wawrinka,stan wawrinka,R,SUI,20.4,62.0,,183.0,57027096,Rajeev Ram,rajeev ram,R,USA,21.4,218.0,,193.0,2005,2005-560_R128_Stan Wawrinka_vs_Rajeev Ram,24368625,85988802
2005-560,US Open,Hard,2005-08-29,128,G,40,5,R128,173.0,7-6(4) 6-7(3) 6-4 6-0,66161345,Mariano Puerta,mariano puerta,L,ARG,26.9,10.0,10.0,180.0,55147581,Noam Okun,noam okun,R,ISR,27.3,185.0,,185.0,2005,2005-560_R128_Mariano Puerta_vs_Noam Okun,75967012,75810067
2005-560,US Open,Hard,2005-08-29,128,G,41,5,R128,181.0,6-2 6-3 1-6 6-7(4) 6-4,49863833,Richard Gasquet,richard gasquet,R,FRA,19.1,13.0,13.0,185.0,60358498,Alberto Martin,alberto martin,R,ESP,27.0,61.0,,175.0,2005,2005-560_R128_Richard Gasquet_vs_Alberto Martin,93807101,83316041
2005-560,US Open,Hard,2005-08-29,128,G,42,5,R128,111.0,7-6(4) 6-1 6-2,74748450,Giorgio Galimberti,giorgio galimberti,R,ITA,28.9,236.0,,180.0,36934891,Donald Young,donald young,L,USA,16.1,600.0,,183.0,2005,2005-560_R128_Giorgio Galimberti_vs_Donald Young,5819648,24810416
2005-560,US Open,Hard,2005-08-29,128,G,43,5,R128,207.0,6-7(7) 7-6(3) 6-4 6-3,34277736,Cyril Saulnier,cyril saulnier,R,FRA,30.0,75.0,,190.0,46369071,Janko Tipsarevic,janko tipsarevic,R,SRB,21.1,125.0,,180.0,2005,2005-560_R128_Cyril Saulnier_vs_Janko Tipsarevic,90506107,76008160
2005-560,US Open,Hard,2005-08-29,128,G,44,5,R128,130.0,6-3 7-6(4) 6-3,71776499,Ivan Ljubicic,ivan ljubicic,R,CRO,26.4,19.0,18.0,193.0,9515039,Tobias Summerer,tobias summerer,R,GER,22.5,198.0,,185.0,2005,2005-560_R128_Ivan Ljubicic_vs_Tobias Summerer,60508851,18663328
2005-560,US Open,Hard,2005-08-29,128,G,45,5,R128,122.0,3-6 6-3 6-2 6-3,77609510,Tommy Haas,tommy haas,R,GER,27.4,31.0,29.0,188.0,10222613,Peter Luczak,peter luczak,R,AUS,25.9,188.0,,183.0,2005,2005-560_R128_Tommy Haas_vs_Peter Luczak,91918332,66885614
2005-560,US Open,Hard,2005-08-29,128,G,46,5,R128,155.0,6-1 6-4 1-6 7-6(4),62023540,Rainer Schuettler,rainer schuettler,R,GER,29.3,98.0,,180.0,51968125,Potito Starace,potito starace,R,ITA,24.1,100.0,,188.0,2005,2005-560_R128_Rainer Schuettler_vs_Potito Starace,77691828,49484991
2005-560,US Open,Hard,2005-08-29,128,G,47,5,R128,106.0,6-3 6-2 7-6(5),7573096,Robby Ginepri,robby ginepri,R,USA,22.8,46.0,,183.0,44308593,Guillermo Garcia Lopez,guillermo garcia lopez,R,ESP,22.2,88.0,,188.0,2005,2005-560_R128_Robby Ginepri_vs_Guillermo Garcia Lopez,72470079,47903199
2005-560,US Open,Hard,2005-08-29,128,G,48,5,R128,125.0,7-6(4) 7-6(8) 7-6(1),77745282,Gilles Muller,gilles muller,L,LUX,22.3,68.0,,193.0,57056984,Andy Roddick,andy roddick,R,USA,22.9,3.0,4.0,188.0,2005,2005-560_R128_Gilles Muller_vs_Andy Roddick,43848423,52300464
2005-560,US Open,Hard,2005-08-29,128,G,49,5,R128,68.0,6-3 6-3 6-1,11102392,Andre Agassi,andre agassi,R,USA,35.3,7.0,7.0,180.0,4544610,Razvan Sabau,razvan sabau,R,ROU,28.1,82.0,,185.0,2005,2005-560_R128_Andre Agassi_vs_Razvan Sabau,17136950,25245774
2005-560,US Open,Hard,2005-08-29,128,G,50,5,R128,189.0,7-6(4) 6-3 5-7 7-6(4),39371802,Ivo Karlovic,ivo karlovic,R,CRO,26.4,94.0,,208.0,11646943,Mardy Fish,mardy fish,R,USA,23.7,139.0,,188.0,2005,2005-560_R128_Ivo Karlovic_vs_Mardy Fish,27478666,57627587
2005-560,US Open,Hard,2005-08-29,128,G,51,5,R128,166.0,6-7(2) 6-2 6-1 6-4,73587299,Ricardo Mello,ricardo mello,L,BRA,24.6,56.0,,175.0,62989105,Juan Monaco,juan monaco,R,ARG,21.4,80.0,,185.0,2005,2005-560_R128_Ricardo Mello_vs_Juan Monaco,27599533,84030569
2005-560,US Open,Hard,2005-08-29,128,G,52,5,R128,142.0,7-6(6) 7-6(4) 6-4,85547097,Tomas Berdych,tomas berdych,R,CZE,19.9,34.0,32.0,196.0,67560105,Philipp Kohlschreiber,philipp kohlschreiber,R,GER,21.8,79.0,,178.0,2005,2005-560_R128_Tomas Berdych_vs_Philipp Kohlschreiber,90048770,33174907
